Authors,Title
"Siddhartha Mohammad, Tapesh Bhowmick, Md. Shovon Uz Zaman Siddique, Mohammad Monirujjaman Khan ","Research and Development of a Artificial Intelligence based Smart Medicine Box,"
"Mohammad Monirujjaman Khan,  Tahia Tazin ,  Md. Zonaid Hossain,  Monira Mostakim,  Taifur Rahman,  Samender Singh ,  Vaishali Gupta","Breast Tumor Detection using Robust and Efficient Machine Learning and Convolutional Neural Network Approaches,"
"Mohammad Monirujjaman Khan,  Khalid Hasan,  Anika Tahasin Opsora,  Sanjida Noor Suchana et al.,","Deep Neural Network Intelligent Method for Covid-19 Face Mask Detection in Real Time,"
"Jaynab Sultana, Binoy Saha, Mehedi Hasan and Mohammad Monirujjaman Khan","Identification and Classification of Melanoma Using Deep Learning Algorithm,"
"Md Shakib Khan, Kazi Nabiul Alam, Abdur Rab Dhrubaa, Hasib Zunair, Nabeel Mohammed","Knowledge distillation approach towards melanoma detection,"
"Fahim Ahmed Shakil, Sayed Muddashir Hossain, Rifat Hossain, Sifat Momen","Prediction of Road Accidents Using Data Mining Techniques,"
"Mohammad Monirujjaman Khan, Tahia Tazin et al.,","A Novel Approach to Predict Brain Cancerous Tumor Using Transfer Learning,"
"Jaynab Sultana, Sheikh Elhum Uddin Quadery, Fahad Rahman Amik, Tushar Basak, Sifat Momen","A Data-Driven Approach to Understanding the Impact of Covid-19 On Dietary Habits Amongst Bangladeshi Students,"
"Md Mahadi Hassan Sohan, Mohammad Monirujjaman Khan et. al, ","Fake Product Review Detection Using Machine Learning,"
"Mohammad Monirujjaman, Md. Farabi Alam and Shoumik Mahabub Ridoy","Comparative Analysis of ARIMA and LSTM Machine Learning Algorithm for Stock Price Prediction,"
"Khalid Raihan Talha, Koushik Bandapadya, and Mohammad Monirujjaman Khan","Violence Detection Using Computer Vision Approaches,"
"Md Sazzad Hossain, Pritom Saha, Townim Faisal Chowdhury, Shafin Rahman, Fuad Rahman, Nabeel Mohammed","Rethinking Task-Incremental Learning Baselines,"
"Md Hasan, Koushik Roy, Labiba Kanij Rupty Rupty, Md. Sourave Hossain, Shirshajit Sen Gupta, Tous Noor, Nabeel Mohammed","MHASAN: Multi-Head Angular Self Attention Network for Spoof Detection,"
"Md Shihab, Istiak Hossain, Nazia Tasnim, Hasib Zunair, Labiba Kanij Rupty, Nabeel Mohammed","VISTA: Vision transformer enhanced by U-Net and image colorfulness frame filtration for automatic retail checkout,"
"Md Hossain, Mohammed Rakib, Sabbir Mollah, Fuad Rahman, Nabeel Mohammed","LILA-BOTI: Leveraging Isolated Letter Accumulations By Ordering Teacher Insights for Bangla Handwriting Recognition,"
"Mian Ahmed Jamiul Bari, Mohammad Imtiaz Faisal, Mahmud Hasan, Labiba Islam, Md Hossain, Sifat Momen","Preterm Birth Prediction of Pregnant Women in Post Conization Period Using Machine Learning Techniques,"
"Kazi Rafat Haa Meem, Sadia Islam, Ahmed Omar Salim Adnan, Sifat Momen ","Premature Birth Prediction Using Machine Learning Techniques,"
"Sudipta Bhatta, Isfaf Uz Zaman, Nuzhat Raisa, Shazzadul Islam Fahim, Sifat Momen ","Machine Learning Approach to Predicting Attrition Among Employees at Work,"
"Anika Mehjabin Oishi, Md. Tawfiq-Uz-Zaman, Mohammad Billal Hossain Emon, Sifat Momen ","A Deep Learning Approach to Diabetic Retinopathy Classification,"
"Towsif Raiyan, Humayra Hossain Anonna, Sudwipto Kumar Mondal and Mohammad Monirujjaman Khan","Brain Tumor Detection using Smart Deep Learning,"
"Syed Maaher Hossain, Zeeshan Jamal, Aurik Anjum Noshin and Mohammad Monirujjaman Khan","Comparative Study of Deep Learning Algorithms for the Detection of Facial Paralysis,"
Ishtiaqe Hanif and Mohammad Monirujjaman Khan ,"Liver Cirrhosis Prediction using Machine Learning Approaches,"
"Ferdous Zeaul Islam, Rifat Islam, Sifat Momen","Evaluation of Machine Learning Methods for Predicting Rainfall in Bangladesh,"
"Nusrat Islam, Rokeya Siddiqua, Sifat Momen","Machine Learning Techniques Applied To Bangla Crime News Classification,"
"Md. Tahrim Tushar, Yan Yang, Md Zakir Hossain, Sheikh Motahar Naim, Nabeel Mohammed, Shafin Rahman","Less is More: Facial Landmarks can Recognize a Spontaneous Smile,"
"N. H. Tasnim, S. Afrin, B. Biswas, A. A. Anye and R. Khan","Automatic Classification of Textile Visual Pollutants using Deep Learning Networks,"
"M. T. Islam, S. T. Mashfu, A. Faisal, S. C. Siam, I. T. Naheen and R. Khan","Deep Learning Based Glaucoma Detection with Cropped Optic Cup and Disc and Blood Vessel Segmentation,"
"M. N. I. Suvon, S. C. Siam, M. Ferdous, M. Alam and R. Khan","MS and PhD Admission Prediction of Bangladeshi Students into Different Classes of Universities,"
"N. A. Mimma, T. Rahman, S. Ahmed and R. Khan","Fruits Classification and Detection Application Using Deep Learning,"
"A. Hossain, M. J. Anee, R. Faruqui, S. Bushra, P. Rahman and R. Khan","A GPS Based Unmanned Drone Technology for Detecting and Analyzing Air Pollutants,"
"I. Tasin, T. U. Nabil, S. Islam and Riasat Khan","Diabetes prediction using machine learning and explainable AI techniques,"
"A. Rahman, M. B. H. Hriday and R. Khan","Computer vision-based approach to detect fatigue driving and face mask for edge computing device,"
"Sunjare Zulfiker, Ankur Chowdhury, Dip Roy, Shukdev Datta, Sifat Momen","Bangla E-Commerce Sentiment Analysis Using Machine Learning Approach,"
"Muhatasim Intisar, Mohammad Monirujjaman Khan, Mohammad Rezaul Karim and Mehedi Masud","Computer Vision Based Robotic Arm Controlled Using Interactive GUI,"
"Mohammad Monirujjaman Khan, Ratil H Ashique and Meraj Rahman","Stock Market Prediction Using Deep Learning by LSTM,"
"Nusrat Jahan, Tasfiqul Ghani, Mortuza Shaory, Md. Mozammel Hossain, Sadman Hossain Ridoy and Mohammad Monirujjaman Khan","Design and Feasibility Analysis of NSUGT A Machine Learning Based Mobile Application for Education,"
"Tasfiqul Ghani,Nusrat Jahan, Lubna Tasneem, Mohammad Monirujjaman Khan ","Design and Feasibility Analysis of an Artificial Intelligence Based Mobile App for Emergency Ambulance,"
"Tasfiqul Ghani, Nusrat Jahan, Mohammad Monirujjaman Khan, S M Tahsinur Rahman and Sabik Tawsif Anjum Islam","Development and Analysis of A Machine Learning Based Software for Assisting Online Classes During COVID-19,"
Md. Talat Mahmud and Mohammad Monirujjaman Khan,"A Medical App Based Automated Disease Predicting Doctor,"
"Koushik Roy, Md. Hasan, Labiba Rupty, Md. Sourave Hossain, Shirshajit Sengupta, Shehzad Noor Taus, Nabeel Mohammed","Bi-FPNFAS: Bi-Directional Feature Pyramid Network for Pixel-Wise Face Anti-Spoofing by Leveraging Fourier Spectra,"
"Haymontee Khan, Faria Soroni, Syed Jafar Sadek Mahmood, Noel Mannan, Mohammad Monirujjaman Khan","Education System for Bangladesh Using Augmented Reality, Virtual Reality and Artificial Intelligence,"
"Md. Sajjad Mahmud Khan, Mahiuddin Ahmed, Raseduz Zaman Rasel and Mohammad Monirujjaman Khan","Cataract Detection Using Convolutional Neural Network With VGG-19 Model,"
"Shahriar Rahman1, Shazzadur Rahman1 and A K M Bahalul Haque1","Prediction of Solar Radiation Using Artificial Neural Network,"
Sadman Chowdhury Siam; Abrar Faisal; Niazi Mahrab; AKM Bahalul Haque; Md. Naimul Islam Suvon,"Automated Student Review System with Computer Vision and Convolutional Neural Network,"
"Muhatasim Intisar, Mohammad Monirujjaman Khan, Mehedi Masud and Mohammad Shorfuzzaman","Development of A Low-Cost Exoskeleton for Rehabilitation and Mobility,"
"M. D. Kamrul Hasan, Sakil Ahmed, Z. M. Ekram Abdullah, Mohammad Monirujjaman Khan, Mehedi Masud et al., ","Deep Learning Approaches for Detecting Pneumonia in COVID-19 Patients by Analyzing Chest X-Ray Images,"
"Fazle Rabby Khan, Md. Muhabullah, Roksana Islam, Mohammad Monirujjaman Khan et al., ","A Cost-Efficient Autonomous Air Defense System for National Security,"
"Morshedul Bari Antor, A. H. M. Shafayet Jamil, Maliha Mamtaz, Mohammad Monirujjaman Khan et al.,","A Comparative Analysis of Machine Learning Algorithms to Predict Alzheimer’s Disease,"
Junayed Fahim and Mohammad Monirujjaman Khan,"Automatic Bus Ticketing System Bangladesh,"
"A.S.M. Irfam, Mehedi Hasan and Mohammad Monirujjaman Khan","Performance Analysis of Machine Learning Techniques for Wind Speed Prediction,"
"Sumaiya Tarannum Noor, SyedaTasmiah Asad, Mohammad Monirujjaman Khan et al., ","Predicting the Risk of Depression Based on ECG Using RNN,"
"Anika Tahsin Meem, Mohammad Monirujjaman Khan et at., ","Prediction of Covid-19 Based on Chest X-Ray Images Using Deep Learning with CNN,"
"Mohammad Monirujjaman Khan, Faria Soroni, Fyeeza Fyruz, Mohammad Sadman Islam, Md. Nahiyan Naser, and Gazi Shafayet Hossain","Markerless Location Based Augmented Reality Application for Showcasing Deals,"
"Azher Uddin, BayazidTalukder, Mohammad Monirujjaman Khan et al.,","Study on Convolutional Neural Network to Detect Covid-19 from Chest X-Rays,"
"Sadman Bin Islam , Mohammad Mahabubul Hasan, Mohammad Monirujjaman Khan ","Prediction of Stock Market Using Recurrent Neural Network,"
"Polin Rahman, Ahmed Rifat, MD. Iftehad Amjad Chy, Mohammad Monirujjaman Khan and Mehedi Masud et at., ","Heart Failure Risk Prediction and Visualization using Machine Learning Algorithms and Artificial Neural Network,"
"Shalini STALIN,  Vandana Roy SA ,  Prashant Kumar Shukla,  Piyush Kumar Shukla,  ATEF ZAGUIA and Mohammad Monirujjaman Khan","A Machine Learning based Big EEG Data Artifact Detection and Wavelet Based Removal: An Empirical Approach,"
"Md. Nur Hossain Bhuiyan,Md. Musfiqur Rahman, Milon Hossain, Kh. Sadik, Fahad Ahmed Pranto,Monirujjaman Khan","Convolutional Neural Network Based Skin Cancer Detection (Malignant Vs Benign),"
"Md. Talat Mahmud, Faria Soroni, Mahmud Anam Sajeeb, Tanvir Islam Chowdhury Tasin, Mohammad Monirujjaman Khan ","Price Prediction Using LSTM Based Machine Learning Models,"
"Faria Soroni, Md. Talat Mahmud, Md. Nur Hossain Bhuiyan,Mohammad Monirujjaman Khan","Hand Gesture Based Virtual Blackboard Using Webcam,"
"Nahian Ahmed, Rashedur M. Rahman","Label noise tolerance of deep semantic segmentation networks for extracting buildings in ultra-high-resolution aerial images of semi-built environments,"
"Ahmed, N., Rahman, R.M., Adnan, M.S.G., Ahmed, B.","Dense prediction of label noise for learning building extraction from aerial drone imagery,"
"Zakaria Shams Siam, Rubyat Tasnuva Hasan & Rashedur M. Rahman","Effects of Label Noise on Regression Performances and Model Complexities for Hybridized Machine Learning Based Spatial Flood Susceptibility Modelling,"
"Mohammad Minhazul Alam, Md Gazuruddin, Nahian Ahmed, Abdul Motaleb, Masud Rana, Romman Riyadh Shishir, Sabrina Yeasmin & Rashedur M. Rahman","Classification of Deep-SAT Images under Label Noise,"
"Mustafizur Rahaman, Md. Monsur Hillas, Jannatul Tuba, Jannatul Ferdous Ruma, Nahian Ahmed & Rashedur M. Rahman","Effects of Label Noise on Performance of Remote Sensing and Deep Learning-Based Water Body Segmentation Models,"
"Tahia Tazin,  Md. Nur Alam,  Nahian Nakiba Dola,  Mohammad Sajibul Bari et al.,","Stroke Disease Detection and Prediction Using Robust Learning Approaches,"
"Gazi Mohammed Ifraz,  Muhammad Hasnath Rashid , Tahia Tazin and Mohammad Monirujjaman Khan","Comparative Analysis for Prediction of Kidney Disease Using Intelligent Machine Learning Methods,"
"Md. Kamrul Hasan,  Tanjum Tanha,  Md. Ruhul Amin, Omar Faruk, and Mohammad Monirujjaman Khan ","Cataract Disease Detection by Using Transfer Learning Based Intelligent Methods,"
"Safayat Reza Anan,  Md. Azizul Hossain,  Md. Zubayer Milky, Mohammad Monirujjaman Khan et al,","Research and Development of an IoT Based Remote Asthma Patient Monitoring System,"
"Kazi Nabiul Alam ,  Shakib Khan, Abdur Rab Dhruba and Mohammad Monirujjaman Khan ","Deep Learning Based Sentiment Analysis of COVID-19 Vaccination Responses from Twitter Data,"
"Omar Faruk,  Eshan Ahmed,  Sakil Ahmed,  Anika Tabassum,  Tahia Tazin and Mohammad Monirujjaman Khan","A Novel and Robust Approach to Detect Tuberculosis Using Transfer Learning,"
Kazi Nabiul Alam and Mohammad Monirujjaman Khan,"CNN Based COVID-19 Prediction From Chest X-Ray Images,"
"Omar Faruk Riyad, Ahraf Sharif, Arif Ur Rahman Chowdhury Suhan and Mohammad Monirujjaman Khan","An IOT Based Nurse Calling System for Real-Time Emergency Alert Using Local Wireless Network,"
Faria Soroni Md. Talat Mahmud and Mohammad Monirujjaman Khan,"Development of Smart Egg Incubator,"
Mohammad Monirujjaman Khan,"Development of an Online Based Babysitting System: Bonne,"
"Koushik Sutradhar, Sourav Sutradhar and Mohammad Monirujjaman Khan ","Stock Market Prediction Using Recurrent Neural Network’s LSTM Architecture,"
"Md. Fahim, Imran Al Muneem, Prottay Paul,Amir Hossain and Mohammad Monirujjaman Khan ","Research and Development of Multipurpose Unmanned Aerial Vehicle (Flying Drone),"
"Mainuzzaman Mahin,  Md Sazid Ahmed Tonmoy,  Rufaida Islam,  Tahia Tazin and Mohammad Monirujjaman Khan ","Classification of Covid-19 and Pneumonia Using Deep Transfer Learning,"
"Sumit Kumar Das, Kazi Soumik Islam, Tanzila Ahsan Neha and Mohammad Monirujjaman Khan ","Towards the Segmentation and Classification of White Blood Cell Cancer Using Hybrid Mask Recurrent Neural Network and Transfer Learning,"
"Abid Hassan,  MD. Iftekhar Ali,  Rifat Ahammed and Mohammad Monirujjaman Khan ","Development of NLP Integrated Intelligent Web System for E-Mental Health,"
"Md. Rakibul Hasan,  Md. Ishraf Fatemi and Mohammad Monirujjaman Khan ","Comparative Analysis of Skin Cancer (Benign vs Malignant) Detection Using Convolutional Neural Networks,"
"Md. Amzad Hossen, Tahia Tazin, Sumiaya Khan,  Evan Alam,  Hossain Ahmed Sojib and Mohammad Monirujjaman Khan ","Supervised Machine Learning Based Cardiovascular Disease Analysis and Prediction,"
"Hasin Shahed Shad, Mashfiq Rizvee, Nishat Tasnim Roza and S. M. Ahsanul Hoq and Mohammad Monirujjaman Khan et al.,","Comparative Analysis of Deepfake Image Detection Method using Convolutional Neural Network,"
"Mohammad Monirujjaman Khan, Rahat Anwar, Farhan Amar Tanve, Dewan Shakil, Manas Banik and Suneet Kumar Gupta","Development of Web and Mobile Based Smart Online Healthcare System,"
"Zain Hossain Khan, Tashinur Rahman, Salman Arabi, Siddhartha Mohammad, Mohammad Monirujjaman Khan et al.,","Development of a Low-Cost CNC Machine Laser Engraver,"
"  Tahia Tazin,  Sraboni Sarker,  Punit Gupta,  Fozayel Ibn Ayaz,  Sumaia Islam, Mohammad Monirujjaman Khan et al.,","A Robust and Novel Approach for Brain Tumor Classification Using Convolutional Neural Network,"
"Samiya Kabir Youme, Towsif Alam Chowdhury, Hossain Ahamed, Md. Sayeed Abid, Labib Chowdhury, Nabeel Mohammed","Generalization of Bangla Sign Language Recognition Using Angular Loss Functions,"
"Mohit Agarwal, Suneet Kumar Gupta, Deepak Garg and Mohammad Monirujjaman Khan","A Partcle Swarm Optimization Based Approach for Filter Pruning in Convolution Neural Network for Tomato Leaf Disease Classification,"
"Ferdous Zeaul Islam, Ashfaq Jamil, Sifat Momen","Evaluation of Machine Learning Methods for Android Malware Detection using Static Features,"
"Hasin Shahed Shad, Zeeshan Jamal, S. M. Ahmed, Sifat Momen, Nafees Mansoor","Early Prediction of Chronic Kidney Disease Using Data Mining Techniques,"
"Fahad Rahman Amik, Akash Lanard, Ahnaf Ismat, Sifat Momen","Application of Machine Learning Techniques to Predict the Price of Pre-Owned Cars in Bangladesh,"
"S.M. Shahidur Harun Rumy, Md. Ishan Arefin Hossain, forji Jahan, Tanijna Tanvin","An IoT based System with Edge Intelligence for Rice Leaf Disease Detection using Machine Learning,"
"Imranul Ashrafi, Muntasir Mohammad, Arani Shawkat Mauree, Galib Md. Azraf Nijhum, Redwanul Karim, Nabeel Mohammed, Sifat Momen","Banner: A Cost-Sensitive Contextualized Model for Bangla Named Entity Recognition,"
"K.M. Faizullah Fuhad, Jannat Ferdousey Tuba, Md. Rabiul Ali Sarker, Sifat Momen, Nabeel Mohammed, Tanzilur Rahman","Deep Learning Based Automatic Malaria Parasite Detection from Blood Smear and its Smartphone Based Application,"
"Badiuzzaman Pranto, Sk. Maliha Mehnaz, Esha Bintee Mahid, Imran Mahmud Sadman, Ahsanur Rahman, Sifat Momen","Evaluating Machine Learning Methods for Predicting Diabetes among Female Patients in Bangladesh,"
"Badiuzzaman Pranto, Sk. Maliha Mehnaz, Esha Bintee Mahid, Imran Mahmud Sadman, Ahsanur Rahman, Sifat Momen","Evaluating Machine Learning Methods for Predicting Diabetes among Female Patients in Bangladesh,"
"Mikhail Skorikov, Sifat Momen","Machine learning approach to predicting the acceptance of academic papers,"
"Nusrat Jahan, Tasfiqul Ghani, Sadman Hossain Ridoy, Md. Saif Khan, Mohammad Monirujjaman Khan","Design and Feasibility Analysis of An Artificial Intelligence Based Mobile App for Maintaining Kinship in An Affinity Group,"
"Koushik Roy, Md Hasan, K M Faizullah Fuhad, Nabeel Mohammed, A K M Shahariar Azad Rabby, Nazmul Hasan, Jebun Nahar, Fuad Rahman","Bangla Part of Speech Tagging Using Contextual Embeddings and Oversampling Techniques,"
"Ifty Mohammad Rezwan, Mirza Belal Ahmed, Shazzad Sakim Sourav, Ezab Quader, Arafat Hossain, Nabeel Mohammed","MixCaps: Capsules With Iteration Free Routing,"
"Md. Sourave Hossain, Labiba Rupty, Koushik Roy, Md Hasan, Shirshajit Sen Gupta, Nabeel Mohammed","A-DeepPixBis: Attentional Angular Margin for Face Anti-Spoofing,"
"Hasib Zunair, Aimon Rahman, Nabeel Mohammed, Joseph Paul Cohen","Uniformizing Techniques to Process CT Scans with 3D CNNs for Tuberculosis Prediction,"
"Labib Chowdhury, Hasib Zunair, Nabeel Mohammed","Robust Deep Speaker Recognition: Learning Latent Representation with Joint Angular Margin Loss,"
"Mohammad Monirujjaman Khan, Tahia Tazin, Tabia Hossain","An Automatic Blood Cell Separation Machine with Disease Detection System: Perspective in Bangladesh,"
"Mehran Chowdhury, Md. Hasibur Rahman Khan, Md. Nuruzzaman Pranto, Ratil H. Ashique, Mohammad Monirujjaman Khan","High Speed Tracking with Machine Learning,"
