Author Name,Author ID,UID
A S M Baized Shuvo,nsu_author_421,64
A S M Faruk Abdullah,nsu_author_525,65
A S M Muktadiru Baized Shuvo,nsu_author_508,66
A S M Rayhan,nsu_author_745,67
A S Md. Mokarrom Hossain,du_author_294,68
A Sattar,brac_author_471,69
A Scalable Algorithm for Multi-class Support Vector Machine on Geo-Distributed Datasets,buet_author_1638,70
A Shallow U-Net Architecture for Reliably Predicting Blood Pressure (BP) from Photoplethysmogram (PPG),buet_author_231,71
A Sharma,brac_author_418,72
A Shruti,brac_author_741,73
A Simplified Complexity Analysis of McDiarmid,buet_author_1165,74
A Statistical Model for Ideal Team Selection for A National Cricket Squad,sust_author_317,75
A Stochastic Decision Tree Model For Predicting The T20 International Cricket Match Result,sust_author_320,76
A Study on the Challenges,buet_author_2152,77
A Subset Coding based k-Anonymization Technique to Trade-off Location Privacy,buet_author_2191,78
A Survey on Android Security: Development,buet_author_554,79
"A Survey on Geographic Load Balancing based Data Center Power Management in the Smart Grid Environment """,buet_author_1224,80
A System-Level Analysis between Head Movements,buet_author_1603,81
A Tahsin,brac_author_747,82
A User Interaction Based Community Detection Algorithm for Online Social Networks,buet_author_1987,83
A Web-Based System for Efficient Contact Tracing Query in a Large Spatio-Temporal Database,buet_author_1536,84
A Z M Shamsuddin,nsu_author_1441,85
A Zaman,brac_author_484,86
A divide,buet_author_901,87
A dynamic round-time based fixed low energy adaptive clustering hierarchy for wireless sensor networks,buet_author_2306,88
A fast,buet_author_1972,89
A fast thinning algorithm for Bangla characters,buet_author_2761,90
A hybrid sequential,buet_author_1080,91
A knowledge based approach to Bangla-English machine translation for simple assertive sentences,buet_author_1138,92
A linear algorithm for automated VLSI floorplanning,buet_author_2701,93
A linguistically Sortable Coding System,buet_author_2744,94
A necessary condition,buet_author_1884,95
A neural network model for invariant pattern recognition,buet_author_1189,96
A new approach to pattern matching in degenerate DNA/RNA sequences,buet_author_1063,97
A new efficient algorithm for computing the longest common subsequence (Conference,buet_author_2450,98
A new hierarchical clustering technique for restructuring software at the function level,buet_author_2038,99
A new model to solve the swap matching problem,buet_author_2404,100
A new network paradigm for low-cost,buet_author_587,101
A novel approach for standardizing clinical laboratory categorical test results using machine learning,buet_author_92,102
A novel approach to manage ownership,buet_author_1439,103
A novel mobility support resource reservation,buet_author_2574,104
A novel traffic trends,buet_author_2603,105
A privacy-preserving National Clinical Data Warehouse: Architecture,buet_author_307,106
A proposed framework for full automation of software testing process,buet_author_2070,107
A protein-dependent side-chain rotamer library,buet_author_954,108
A recurring multi-stage evolutionary system for balancing exploitation,buet_author_2505,109
A two-channel slotted sense multiple access protocol for timely and reliable data transmission in industrial wireless sensor networks,ju_author_402,110
A.,sust_author_45,111
A. A.,kuet_author_143,112
A. A. Ali,buet_author_2517,113
A. A. Anye and R. Khan,nsu_author_1163,114
A. A. Chowdhury,buet_author_2672,115
A. A. Muzahid,buet_author_2523,116
A. A. Rahman Rahman,buet_author_960,117
A. A. Yusuf,buet_author_2469,118
A. Ahmad,sust_author_173,119
A. Ahmed,brac_author_706,120
A. Akther,ku_author_182,121
A. Almogren,du_author_248,122
A. Arefin,buet_author_2182,123
A. B.,kuet_author_95,124
A. B. M.,kuet_author_134,125
A. B. M. A. A. Islam,buet_author_118,126
A. B. M. Alim Al Islam,buet_author_108,127
A. B. M. R. Islam,ku_author_190,128
A. Biswas,buet_author_2172,129
A. Chakrabarty.,brac_author_336,130
A. D. & Rahman,sust_author_121,131
A. D. Dristy,sust_author_128,132
A. Das,cuet_author_167,133
A. Debnath,sust_author_126,134
A. E. Saddik,ku_author_42,135
A. F. M. G. Kibria,buet_author_2052,136
A. Faisal,nsu_author_1166,137
A. Grimshaw,brac_author_575,138
A. H.,kuet_author_25,139
A. H. M.,sust_author_231,140
A. H. M. Kamal,buet_author_523,141
A. H. M. Shafayet Jamil,nsu_author_734,142
A. H. M. Ullah,nsu_author_1482,143
A. H. Rahman,buet_author_669,144
A. Hossain,nsu_author_1174,145
A. I.,sust_author_144,146
A. I. and Shill,kuet_author_50,147
A. Iqbal,cuet_author_200,148
A. J. Aberer,buet_author_855,149
A. J. F. Samed,sust_author_152,150
A. K.,brac_author_103,151
A. K. Biswas,du_author_502,152
A. K. H Akhand,buet_author_2659,153
A. K. M Monsurul Alam,nsu_author_799,154
A. K. M. Amanat Ullah,brac_author_658,155
A. K. M. Fahad Aziz,buet_author_2147,156
A. K. M. Mustafizur Rahman Khan,buet_author_1915,157
A. K. M. Zahiduzzaman,nsu_author_182,158
A. K. Obidul Huq,buet_author_168,159
A. K.M Monsurul Alam,nsu_author_1552,160
A. Kamal,nsu_author_1458,161
A. Khan,buet_author_2497,162
A. Krishnan,nsu_author_190,163
A. L. P. Chan,buet_author_2448,164
A. Langiu,buet_author_873,165
A. M.,sust_author_29,166
A. M. A.,kuet_author_126,167
A. M. Arefin Khaled,nsu_author_173,168
A. M. Ishmam,buet_author_1554,169
A. M. Mahbub,cuet_author_235,170
A. M. Masudul Haque,nsu_author_668,171
A. M. Nurannabi,ju_author_5,172
A. M. Rashid,buet_author_2762,173
A. M. a. A.,kuet_author_132,174
A. M. and Rahman,sust_author_88,175
A. N. M Fahim Faisal,nsu_author_1070,176
A. N. M. E. Rafiq,buet_author_2722,177
A. N. M. R. Karim,cuet_author_241,178
A. O. Fapojuwo and J. Nielsen,nsu_author_886,179
A. Quaium,buet_author_1500,180
A. R. Chowdhury,du_author_489,181
A. Rahman,nsu_author_124,182
A. Rahman and M. Masud,ku_author_34,183
A. Rahman and M. R. Islam,nsu_author_1495,184
A. Rahman and T. Motahar,nsu_author_114,185
A. Raihan,ju_author_215,186
A. Roberts-South,nsu_author_1468,187
A. S.,sust_author_278,188
A. S. Dhar,du_author_504,189
A. S. Islam,buet_author_840,190
A. S. M. Rahman,ku_author_45,191
A. Shriraman,buet_author_2457,192
A. Sultana,nsu_author_769,193
A. T. a. S.,kuet_author_146,194
A. Z. Khan,buet_author_973,195
A. Z. M. Shahriar,buet_author_937,196
A. a. A.,kuet_author_144,197
A. a. K.,kuet_author_135,198
A. a. P.,kuet_author_145,199
A. a. T.,kuet_author_148,200
A.A. Ali,buet_author_1232,201
A.A. Amin,nsu_author_1570,202
A.A. Ferdaus,du_author_180,203
A.A. Kavi,buet_author_2758,204
A.A. Rasel,brac_author_334,205
A.A.K. Majumdar,buet_author_1190,206
A.B.M. Alim Al Islam,buet_author_80,207
A.B.M. Toufique-Ul Islam,ju_author_210,208
A.K. Biswas,buet_author_2313,209
A.K.M. Ashikur Rahman,buet_author_862,210
A.K.Z Rasel Rahman,ku_author_204,211
A.M Chowdhury,nsu_author_1559,212
A.M. Chowdhury,nsu_author_1563,213
A.M. Rashid,buet_author_2780,214
A.S.M. Fazle Rabbi,du_author_397,215
A.S.M. Irfam,nsu_author_1213,216
A.S.M. Ittehad and Hasan U. Zaman,nsu_author_1440,217
A.S.M. Nesar Uddin,nsu_author_505,218
A.U.H. Gulib,nsu_author_941,219
A.Z.M. Jakaria,ju_author_459,220
AA Farooq,buet_author_957,221
ABM Alim Al Islam,buet_author_447,222
ABM Shawkat Ali,ju_author_486,223
ACM International Conference on Web Search,buet_author_1721,224
ACM SIGCAS Conference on Computing,buet_author_1478,225
ACM SIGCAS/SIGCHI Conference on Computing,buet_author_1367,226
ACM SIGMOD International Conference on Management of Data,buet_author_1988,227
ACM Symposium on Computing,buet_author_1833,228
ACM Trans. Spatial Algorithms,buet_author_778,229
ACM Transactions on Spatial Algorithms,buet_author_370,230
AFM I.H. Bappi,du_author_477,231
AH Safir,brac_author_550,232
AJM Imtiajur Rahman,buet_author_360,233
AK Azad,nsu_author_479,234
AK Chanda,du_author_233,235
AKCE International Journal of Graphs,buet_author_570,236
AKM Ahasan Habiba,du_author_134,237
AKM Bahalul Haque,nsu_author_9,238
AKM Bahalul Haque; Ayman Muniat; Parisha Rafiq Ullah; Shimin Mushsharat,nsu_author_267,239
AKM Bahalul Haque​​,nsu_author_14,240
AKM Muzahidul Islam,brac_author_493,241
AKM Najmul Islam,buet_author_375,242
AKMM Islam,brac_author_409,243
AKMN Islam,brac_author_532,244
AM Chowdhury,nsu_author_1556,245
AM Rahman,brac_author_554,246
AM Raihan,brac_author_46,247
AMS Khan,brac_author_401,248
AR Anwary,brac_author_424,249
AS Sushmit,brac_author_764,250
ASM Ahsan-Ul Haque,buet_author_1694,251
ASM Kayes,cuet_author_223,252
ASM Rashedul Huq,nsu_author_466,253
ATEF ZAGUIA and Mohammad Monirujjaman Khan,nsu_author_1234,254
ATEF ZAGUIA and Mohammad Monirujjaman Khan,nsu_author_1516,255
ATMS Khalid,brac_author_28,256
AU Baidya,brac_author_559,257
AURP: An AUV-Aided Underwater Routing Protocol for Underwater Acoustic Sensor Networks,ju_author_434,258
Aaiyeesha Mostak,buet_author_394,259
Aakriti Jain and  Mohammad Monirujjaman Khan,nsu_author_1510,260
Aapan Mutsuddy,cuet_author_59,261
Aaphsaarah Rahman,nsu_author_441,262
Aarno Palotie,buet_author_533,263
Aaron Angert,buet_author_701,264
Aayush Sarkar,buet_author_418,265
Abbas Khosravi,buet_author_221,266
Abdelrahman Abdelkader,buet_author_84,267
Abderrahmane Leshob,buet_author_1335,268
Abdollah Dehzangi,du_author_197,269
Abdul Aziz,ju_author_192,270
Abdul Baten,buet_author_595,271
Abdul Hasib Siddique,nsu_author_1073,272
Abdul Kawsar Tushar,nsu_author_484,273
Abdul Khaleque and M. S. Arefin,cuet_author_267,274
Abdul Mohaimen Al Radi,du_author_109,275
Abdul Motaleb,nsu_author_1253,276
Abdulhameed Alelaiwi,du_author_213,277
Abdulla All Noman,nsu_author_12,278
Abdullah Al Ishtiaq,buet_author_1430,279
Abdullah Al Mahfug,nsu_author_1008,280
Abdullah Al Mahmood and Noor E Alam Siddique,nsu_author_431,281
Abdullah Al Mahmud,du_author_389,282
Abdullah Al Mamun,nsu_author_700,283
Abdullah Al Maruf,sust_author_342,284
Abdullah Al Mosabbir,nsu_author_625,285
Abdullah Al Noman and Mohammad Monirujjaman Khan,nsu_author_220,286
Abdullah Al Zubaer,ku_author_250,287
Abdullah Al-Mamun,buet_author_1359,288
Abdullah Albarakati,du_author_361,289
Abdullah Aman Tutul,buet_author_110,290
Abdullah As Sami,cuet_author_17,291
Abdullah Aziz,sust_author_293,292
Abdullah M Khamis,buet_author_843,293
Abdullah M. S.,brac_author_321,294
Abdullah M. T.,brac_author_227,295
Abdullah Mueen,buet_author_885,296
Abdullah Sheikh,ku_author_198,297
Abdullah-Al-Mamun,nsu_author_142,298
Abdullah-Al-Zubaer Imran,nsu_author_899,299
Abdullah-Al-Zubaer Imran and David D. Pokrajac,nsu_author_925,300
Abdullah-Al-Zubaer Imran and Predrag R. Bakic,nsu_author_867,301
Abdunnoor G.,brac_author_226,302
Abdur Rab Dhruba,nsu_author_237,303
Abdur Rab Dhruba and Mohammad Monirujjaman Khan,nsu_author_265,304
Abdur Rab Dhrubaa,nsu_author_1108,305
Abdur Rahim Mustafa,du_author_391,306
Abdur Razzak,ju_author_68,307
Abdur Razzaque,nsu_author_1540,308
Abdus Salam Azad,buet_author_1526,309
Abeda Sultana,du_author_466,310
Abedin A. F.,brac_author_233,311
Abedin Mohammad Zoynul,buet_author_288,312
Abedin S. M.,brac_author_283,313
Abeer,nsu_author_552,314
Abhik Bhattacharjee,buet_author_1346,315
Abhishek Das; Towhidul Alam; Md. Zihad Hossain; Habiba Rashid Lamiya; Mohammad Monirujjaman Khan,nsu_author_1062,316
Abid,nsu_author_515,317
Abid Hassan,nsu_author_23,318
Abid Ibna Zahid,nsu_author_683,319
AbidIbna Zahid,nsu_author_233,320
Abinaya Mahendiran,buet_author_1372,321
Abir B M,brac_author_337,322
Abir Bin Ayub Khan,buet_author_295,323
Abir F.S.,brac_author_189,324
Abir Tarique Hridoy,nsu_author_1502,325
Abrar Ahamed Habibullah,nsu_author_304,326
Abrar Ahnaf Abid,nsu_author_511,327
Abrar Mohammed Abid,buet_author_97,328
Abrar Rahman Abir,buet_author_3,329
Abrar Raiyan,nsu_author_825,330
Abrial,kuet_author_60,331
Absent words,buet_author_797,332
Abtahee W.,brac_author_232,333
Abu Ahmed Ferdaus,du_author_177,334
Abu Awal Md. Shoeb,sust_author_1,335
Abu Hasnat Abdullah,nsu_author_1351,336
Abu Hasnayen Zillanee,brac_author_701,337
Abu Kalam,du_author_437,338
Abu Naser,du_author_521,339
Abu Reyan Ahmed,buet_author_567,340
Abu S. Rizvi,nsu_author_664,341
Abu Sayed Chowdhury,buet_author_1935,342
Abu Sayed Md Latiful Hoque,buet_author_296,343
Abu Sayed Md Mostafizur Rahaman,ju_author_171,344
Abu Sayed Md. Latiful Hoque,buet_author_293,345
Abu Sayed Md. Mostafizur Rahaman,ju_author_166,346
Abu Sayem Mohammad Asaduzzaman,nsu_author_323,347
Abu Shaid Tuhel,nsu_author_463,348
Abu Shaikh Nibir,du_author_89,349
Abu Shameem,ju_author_361,350
Abu Shamim Mohammad Arif and Abdullah-Al Nahid,ku_author_61,351
Abu Taher,du_author_337,352
Abu Taher Tamim1,nsu_author_279,353
Abu Talha Khan,nsu_author_890,354
Abu Tareq,nsu_author_1023,355
Abu Wasif,buet_author_1171,356
Abu Zonayed Riyadh,ku_author_95,357
Abul Kalam Al Azad,nsu_author_1452,358
Abul Kalam Al-Azad,nsu_author_1457,359
Abul Kalam Azad,ju_author_413,360
Abul Kashem Md. Shirin,buet_author_2710,361
Abul Mohammed Raihanul Alam,nsu_author_857,362
Accepted for publication,buet_author_1226,363
Acharjee,brac_author_392,364
Active Learning,buet_author_1646,365
Actual rating calculation of the zoom cloud meetings app using user reviews on google play store with sentiment annotation of BERT,buet_author_138,366
Ad Hoc Communications,buet_author_2109,367
Ad Hoc Operation of Enhanced IEEE 802.11 with Multiuser Dynamic OFDMA under Saturation Load,buet_author_2159,368
Adam G. M. Pazdor,du_author_436,369
Adam GM Pazdor,du_author_461,370
Adam J. Kuperavage,nsu_author_898,371
Adaptive,buet_author_1788,372
Adding Hidden Neurons during Training Artificial Neural Networks,buet_author_2396,373
Adeeba Anis,buet_author_1298,374
Adel N Toosi,buet_author_144,375
Adel W. Zeineddine,du_author_351,376
Adeli,kuet_author_83,377
Adiba Mahbub Proma,buet_author_85,378
Aditi Dhali,ju_author_483,379
Aditi Dhali and Md Musfique Anwar,ju_author_539,380
Aditi Sarker,ju_author_460,381
Aditya Parameswaran,buet_author_1804,382
Aditya Rajbongshi,ju_author_77,383
Admission Control,buet_author_2696,384
Adnan,nsu_author_1246,385
Adnan Firoze,nsu_author_104,386
Adnan Quaium,buet_author_393,387
AdolescentBot: Understanding Opportunities for Chatbots in Combating Adolescence Sexual,buet_author_1493,388
Advanced Communications in Cyber Physical Systems,buet_author_583,389
Advanced Data Mining,buet_author_1683,390
Advances in Geomechanics,buet_author_1154,391
Advances in Science,ju_author_323,392
Afifa I.,brac_author_671,393
Afikur Rahman,nsu_author_1071,394
Afnan Alhindi,buet_author_339,395
Afroz Sadia,buet_author_40,396
Afsana Ahmed Munia,buet_author_219,397
Afsana Kabir Sinthia,du_author_111,398
Afsana Khan,brac_author_646,399
Afsana Mimi,du_author_122,400
Afsana Tasnim,nsu_author_321,401
Afsara Waziha,nsu_author_950,402
Aftab Hussain,buet_author_2037,403
Ahammed Ullah,buet_author_826,404
Ahatesham Bhuiyana,cuet_author_157,405
Ahmad,sust_author_44,406
Ahmad A.,sust_author_83,407
Ahmad B. Hassanat,buet_author_1591,408
Ahmad Fadzil Ismail,du_author_99,409
Ahmad Najeeb,nsu_author_177,410
Ahmad Naquib Chowdhury,ju_author_299,411
Ahmad S. Tarawneh,buet_author_1590,412
Ahmed,sust_author_34,413
Ahmed A.,brac_author_273,414
Ahmed F.,brac_author_351,415
Ahmed F. S.,brac_author_184,416
Ahmed Fahmin,nsu_author_20,417
Ahmed I.,brac_author_224,418
Ahmed Ishmum Rashique and Mohammad Monirujjaman Khan,nsu_author_1504,419
Ahmed Khurshid,buet_author_2180,420
Ahmed Kiser,nsu_author_226,421
Ahmed Masud Chowdhury,nsu_author_460,422
Ahmed Omar Salim Adnan,nsu_author_1139,423
Ahmed Rifat,nsu_author_1227,424
Ahmed Rohani Islam,nsu_author_330,425
Ahmed S. T.,brac_author_175,426
Ahmed Samsul Arefin,du_author_5,427
Ahmed Shah Mashiyat,ku_author_125,428
Ahmed Shah Mashiyat and Rezoanoor Rahman,ku_author_110,429
Ahmed Shah Mehadi and Kamrul Hasan Talukder,ku_author_126,430
Ahmed Shahriar Sakib,buet_author_366,431
Ahmed Shehab Sarar,buet_author_158,432
Ahmed Yunus,sust_author_10,433
Ahmed Z. E.,du_author_90,434
Ahmedul Kabir,nsu_author_1055,435
Ahnaf Faisal,buet_author_198,436
Ahnaf Farhan Rownak,sust_author_347,437
Ahnaf Ismat,nsu_author_1322,438
Ahraf Sharif,nsu_author_1279,439
Ahsan Ahmed Sajib,nsu_author_701,440
Ahsan Arefin,sust_author_250,441
Ahsan Habib,nsu_author_927,442
Ahsan Raja Chowdhury,du_author_284,443
Ahsan Sadee Tanim,cuet_author_53,444
Ahsanur Rahman,nsu_author_1334,445
Aiman Lameesa,du_author_66,446
Aimon Rahman,nsu_author_1346,447
Aisha,sust_author_260,448
Aisha Khatun,sust_author_276,449
Ajan Ahmed,nsu_author_234,450
Ajan Ahmed and Mohammad Monirujjaman Khan,nsu_author_230,451
Ajlina Karamehic-Muratovic,buet_author_265,452
Ajoy Das,buet_author_1503,453
Akash Lanard,nsu_author_1321,454
Akash N. S.,brac_author_145,455
Akash U. D.,brac_author_210,456
Akhand,kuet_author_0,457
Akib Zaman,buet_author_216,458
Akil Md Ajwad,buet_author_11,459
Akkas Ali,ju_author_175,460
Akm Ashiquzzaman,nsu_author_486,461
Aknur Kamal Akib and Md Ashraful Alam*,brac_author_702,462
Akon,buet_author_463,463
Akram Alomainy,nsu_author_1572,464
Akram Alomainy and Clive Parini,nsu_author_1568,465
Akram Alomainy and Yang Hao,nsu_author_807,466
Akramul Azim,buet_author_2305,467
Aktar A.,brac_author_280,468
Akter,brac_author_56,469
Akter M.,sust_author_78,470
Akther Hossen,buet_author_1598,471
Akther N.,brac_author_167,472
Al Amin Biswas,ju_author_82,473
Al Imran,nsu_author_411,474
Al Jobair,buet_author_1258,475
Al Nahian M. A.,brac_author_218,476
Al Neon Adnan,nsu_author_1390,477
Al-Absi Hamada RH,buet_author_513,478
Al-Amin,sust_author_312,479
Al-Mahmud,kuet_author_123,480
Al-Sakib Khan Pathan,cuet_author_356,481
Al-Sakib Khan Pathan and Choong Seon Hong,cuet_author_358,482
Al-adaileh M. H.,brac_author_153,483
Al-amin Azad,du_author_344,484
Alam,sust_author_222,485
Alam K.,brac_author_198,486
Alam M.,brac_author_325,487
Alam M. G. R.,brac_author_268,488
Alam M.A.,brac_author_674,489
Alam Md. Ashraful,brac_author_588,490
Alam Md. G. R.,brac_author_173,491
Alam Tanvir,buet_author_286,492
Alam Z.,brac_author_342,493
Alamin Sheikh,ju_author_163,494
Alassafi,brac_author_367,495
Alauddin Al Azad,ju_author_112,496
Alazab M.,brac_author_134,497
Albino Simonetti,buet_author_234,498
Aleem F. and Chakrabarty A.,brac_author_281,499
Alessio Langiu,buet_author_796,500
Alex Braylan,buet_author_696,501
Alex Wang,buet_author_1373,502
Alexandros Papangelis,buet_author_1374,503
Algorithmic Aspects in Information,buet_author_1639,504
Algorithms,buet_author_309,505
Algorithms for computing variants of the longest common subsequence problem,buet_author_1066,506
Algorithms for computing variants of the longest common subsequence problem (Conference,buet_author_2515,507
Algorithms for the design of a fast addition unit,buet_author_2649,508
Ali,nsu_author_1395,509
Ali Adib Arnab,nsu_author_432,510
Ali Alatabbi,buet_author_794,511
Ali Cheraghian,nsu_author_981,512
Ali Haisam Muhamad Rafid,buet_author_1393,513
Ali Haisam Muhammad Rafid,buet_author_572,514
Ali M.,brac_author_270,515
Ali M.S.,brac_author_196,516
Ali Md. Haider,du_author_507,517
Ali Mohammed Eunus,buet_author_306,518
Ali Neshati,nsu_author_575,519
Ali S. Sabbir,buet_author_2135,520
Alif Elahi Khan,nsu_author_1408,521
Alif Elham Khan,nsu_author_962,522
Alimuddin Ahmed Ashfaq,nsu_author_786,523
Alistair Barros,ju_author_62,524
Allied Technologies (KES),buet_author_2658,525
Almoyad Muhammad,brac_author_589,526
Alok Kumar Chowdhury,cuet_author_148,527
Aloke Kumar Saha,ju_author_11,528
Aloke Kumar Saha and Jugal Krishna Das,ju_author_21,529
Alom,sust_author_140,530
Alsaade F. W.,brac_author_155,531
Alsharif N.,brac_author_154,532
Alshdadi,brac_author_363,533
Alvee B. I.,brac_author_244,534
Alvee Morsele Kabir,nsu_author_856,535
Alvi Md.,buet_author_1613,536
Amam Siddiki,buet_author_591,537
Amam Zonaed Siddiki,buet_author_594,538
Aman Madaan,buet_author_1375,539
Amanda J.C. Sharkey,nsu_author_1494,540
Amar Debnath,du_author_430,541
Amatur Rahman,buet_author_673,542
Amena Nasrin,nsu_author_705,543
Amiangshu Bosu,buet_author_361,544
Amin,sust_author_258,545
Amin Ahsan Ali,du_author_185,546
Amina Khatun,ju_author_115,547
Aminagshu Bosu,buet_author_1778,548
Aminul Haque,ju_author_258,549
Aminul Islam,nsu_author_205,550
Amir Hamza Soyeb,nsu_author_747,551
Amir Hossain and Mohammad Monirujjaman Khan,nsu_author_1287,552
Amit Kishor Das,du_author_24,553
Amit Roy,du_author_160,554
Amita Chakraborty,ju_author_350,555
Amita Chakraborty et al,ju_author_271,556
Amitabha Chakrabarty,nsu_author_348,557
Amith Kh,buet_author_154,558
Amith Khandakar,buet_author_385,559
Ammar Sohail,buet_author_143,560
Amna Batool,nsu_author_605,561
Amran Kabir,buet_author_2081,562
Amrijit Biswas,nsu_author_978,563
An Adaptive Merging,buet_author_2389,564
An Algorithm for Towers of Hanoi with p>=3 Pegs,buet_author_2809,565
An Algorithm to Extract Rules from Artificial Neural Networks for Medical Diagnosis Problems,buet_author_1083,566
An Efficient,buet_author_2129,567
An Efficient Relevant Method of Character Recognition,buet_author_2522,568
An Experimental Approach to Exact,buet_author_450,569
An Improved Intelligent Water Drop Algorithm for a Real-Life Waste Collection Problem,buet_author_2018,570
An Improved Pipelined Processor Architecture Eliminating Branch,buet_author_2274,571
An Integer Programming Formulation of the Minimum Common String Partition Problem,buet_author_825,572
An Intelligent IoT Approach for Analyzing,buet_author_353,573
An Intelligent Learning,buet_author_1780,574
An International Conference on Computer,buet_author_2753,575
An Optimal,buet_author_2595,576
An RTS-CTS based medium access control protocol for full-duplex wireless local area networks,buet_author_203,577
An Thanh Nguyen,buet_author_705,578
An adaptive Min-max scheme for resource allocation in cellular multimedia networks,buet_author_1086,579
An algorithm for designing Boolean functions with exclusive-or(EX-OR) & AND logic elements,buet_author_1203,580
An approach towards multilingual translation by semantic-based verb identification,buet_author_1654,581
An approximation algorithm for sorting by reversals,buet_author_1053,582
An effective evaluation system to grade programming assignments automatically,buet_author_294,583
An effective learning,buet_author_764,584
An efficient,buet_author_2703,585
An efficient algorithm to detect common ancestor genes for non-overlapping inversion,buet_author_791,586
An efficient cooperative lane-changing algorithm for sensor-,buet_author_1938,587
An efficient object scaling algorithm for raster device,buet_author_2777,588
An iterative algorithm for the 5-peg tower of Hanoi problem,buet_author_1191,589
An optimal parallel algorithm for c-vertex-ranking of trees,buet_author_1118,590
Analysis & Simulation of Computer,buet_author_2079,591
Analysis of Bi-connected Minimum Energy Path Preserving Graphs for Wireless Multi-hop Networks,buet_author_2014,592
Analysis of Computing Policies Using SAT Solvers (Short Paper),buet_author_1829,593
Analysis of Multi Class Traffic in Single,buet_author_811,594
Analysis of TCP,buet_author_620,595
Analysis of TCP Connections over Software Defined Networks,buet_author_1756,596
Analytical Modeling of Multiuser Dynamic OFDMA based IEEE 802.11 under Saturation Load,buet_author_2158,597
Analytical modeling of self-pruning,buet_author_785,598
Analyzing Predictors of Control Measures,buet_author_362,599
Analyzing the Impact of Retransmission Timeout Bounds in Wireless Mesh Networks,buet_author_2238,600
Anand Singh Rajawat,nsu_author_1505,601
Ananto R. A.,brac_author_164,602
Ananya Bhattacharjee,buet_author_478,603
Anas M Tahir,buet_author_261,604
Anas Tahir,buet_author_386,605
Andrea Jimenez,nsu_author_818,606
Andrew D.A. Maidment and David D. Pokrajac,nsu_author_901,607
Andrew D.A. Maidment and Predrag R. Bakic,nsu_author_915,608
Andrew Grimshaw,brac_author_577,609
Andrew Selasi Agbemenu,nsu_author_1545,610
Andrey Vavilin,cuet_author_99,611
Andy Vavilin,cuet_author_150,612
Angelina Mcmillan-major,buet_author_1376,613
Anh-Hoang Phan,brac_author_614,614
Anik A.I.,brac_author_293,615
