Author Name,Author ID
Juliet Polok Sarkar,ku_author_64
Laboni Paul,ku_author_65
M. Raihan and Kamrul Hasan Talukder,ku_author_66
Rashedul Islam,ku_author_67
Md. Rafiqul Islam and Kamrul Hasan Talukder,ku_author_68
7.	Prince Mahmud,ku_author_69
Anisur Rahman,ku_author_70
Sumaiya Tasnim,ku_author_71
Anika Asfi,ku_author_72
Md. Hadiuzzaman Bappy,ku_author_73
Md. Siamul Haq,ku_author_74
Rahul Deb Mohalder and Kamrul Hasan Talukder,ku_author_75
Nasif Alvi,ku_author_76
Kamrul Hasan Talukder and Abdul Hasib Uddin,ku_author_77
Shagoto Rahman,ku_author_78
Kamrul Hasan Talukder and Sabia Khatun Mithila,ku_author_79
M. Raihan,ku_author_80
Sabia Khatun Mithila,ku_author_81
Md. Mehedi Hassan,ku_author_82
Laboni Akter and Md. Mohsin Sarker Raihan,ku_author_83
Nasif Alvi and Kamrul Hasan Talukder,ku_author_84
Md. Asif Iqbal and Kamrul Hasan Talukder,ku_author_85
19.	Sadia Mahjabin,ku_author_86
Md Mahfujul Alam,ku_author_87
Joydwip Mohajon,ku_author_88
Zakaria Ahammed and Kamrul Hasan Talukder,ku_author_89
Prince Mahmud,ku_author_90
Md. Sohel Rana and Kamrul Hasan Talukder,ku_author_91
23.	Md. Atikur Rahman Sabuj,ku_author_92
Umesh Chandra Biswas and Kamrul Hasan Talukder,ku_author_93
Tania Islam and Kamrul Hasan Talukder,ku_author_94
Abu Zonayed Riyadh,ku_author_95
Kamrul Hasan Talukder and Jubayer Shamshed,ku_author_96
Tasnim Tarannum,ku_author_97
Anwesha Paul and Kamrul Hasan Talukder,ku_author_98
Kamrul Hasan Talukder and Tania Mallick,ku_author_99
Md. Rifat Ahmmad Rashid,ku_author_100
Mir Tafseer Nayeem,ku_author_101
Kamrul Hasan Talukder and Md. Saddam Hossain Mukta,ku_author_102
Kamrul Hasan Talukder and Koichi Harada,ku_author_103
34.	Kamrul Hasan Talukder and Koichi Harada,ku_author_104
38.	Kamrul Hasan Talukder,ku_author_105
Md. Mustaneer Rahman and Toukir Ahmed,ku_author_106
Md. Sayem Chowdury,ku_author_107
G. M. Rokibul Hasan and Kamrul Hasan Talukder,ku_author_108
41.	Kamrul Hasan Talukder and Koichi Harada,ku_author_109
Ahmed Shah Mashiyat and Rezoanoor Rahman,ku_author_110
45.	Kamrul Hasan Talukder and Koichi Harada,ku_author_111
46.	Kamrul Hasan Talukder,ku_author_112
47.	Kamrul Hasan Talukder and Koichi Harada,ku_author_113
Fasial Mahbub Chowdhury and Kamrul Hasan Talukder,ku_author_114
52.	Kamrul Hasan Talukder,ku_author_115
Md. Khademul Islam Molla and Abu Shamim Mohammad Arif,ku_author_116
53.	Ahmed Shah Mashiyat,ku_author_117
Md. Rezoanoor Rahman and Kamrul Hasan Talukder,ku_author_118
54.	Manishankar Mondal,ku_author_119
Md. Almas Hossain,ku_author_120
Md. Matiur Rahman and Kamrul Hasan Talukder,ku_author_121
55.	Nilimesh Halder,ku_author_122
Lipu Ahmed,ku_author_123
Md. Asaduzzaman and Kamrul Hasan Talukder,ku_author_124
56.	Ahmed Shah Mashiyat,ku_author_125
Ahmed Shah Mehadi and Kamrul Hasan Talukder,ku_author_126
57.	Nilimesh Halder,ku_author_127
Kazi Shah Nawaz Ripon and Kamrul Hasan Talukder,ku_author_128
59.	Md. Khademul Islam Molla,ku_author_129
Kamrul Hasan Talukder and Shamim Hasnat Ripon,ku_author_130
60.	Shamim Hasnat Ripon,ku_author_131
Kamrul Hasan Talukder and Md. Khademul Islam Molla,ku_author_132
61.	Md. Khademul Islam Molla,ku_author_133
Kamrul Hasan Talukder and Md. Altab Hossain,ku_author_134
Md. Khademul Islam Molla,ku_author_135
Kamrul Hasan Talukder and Dipankar Das,ku_author_136
63.	Kamrul Hasan Talukder,ku_author_137
Shamim Hasnat Ripon and Kazi Shah Nawaz Ripon,ku_author_138
64.	Kamrul Hasan Talukder,ku_author_139
65.	Kamrul Hasan Talukder,ku_author_140
Md. Khademul Islam Molla and Shamim Hasnat Ripon,ku_author_141
66.	Kamrul Hasan Talukder,ku_author_142
67.	Kamrul Hasan Talukder and Md. Khademul Islam Molla,ku_author_143
68.	Kamrul Hasan Talukder and Md. Khademul Islam Molla,ku_author_144
69.	Kamrul Hasan Talukder and Md. Khademul Islam Molla,ku_author_145
70.	Kamrul Hasan Talukder and Md. Khademul Islam Molla,ku_author_146
71.	Md. Khademul Islam Molla and Kamrul Hasan Talukder,ku_author_147
72.	Kamrul Hasan Talukder and Md. Khademul Islam Molla,ku_author_148
73.	Kamrul Hasan Talukder and Md. Khademul Islam Molla,ku_author_149
K. S. N. Ripon and J. Torresen,ku_author_150
2014.,ku_author_151
K. S. N. Ripon,ku_author_152
K. Glette,ku_author_153
K. N. Khan,ku_author_154
M. Hovin,ku_author_155
and J. Torresen,ku_author_156
2013.,ku_author_157
J. Torresen,ku_author_158
2012.,ku_author_159
E. Samuelsen,ku_author_160
D. Koch,ku_author_161
2011.,ku_author_162
N. H. Siddique,ku_author_163
A. Rahman,ku_author_164
G. M. A. Rahaman,ku_author_165
2010.,ku_author_166
M. F. Rahman,ku_author_167
S. M. M. Karim,ku_author_168
M. I. H. Suvo,ku_author_169
O. Mirmotahari,ku_author_170
2009.,ku_author_171
F. Tanha,ku_author_172
F. Haque,ku_author_173
S. Monjur,ku_author_174
M. B. Hossain,ku_author_175
B. C. Ghosh,ku_author_176
2008.,ku_author_177
2007.,ku_author_178
S. Kwong,ku_author_179
K. F. Man,ku_author_180
C. --H. Tsang,ku_author_181
A. Akther,ku_author_182
K. M. Alam,ku_author_183
2006.,ku_author_184
K. H. Talukder,ku_author_185
2004.,ku_author_186
M. A Islam,ku_author_187
2003.,ku_author_188
K. Barman,ku_author_189
A. B. M. R. Islam,ku_author_190
M. K. I. Molla,ku_author_191
S. H. Ripon,ku_author_192
Mrityunjoy Gain and Rameswar Debnath,ku_author_193
Mrityunjoy Gain,ku_author_194
Md Arifur Rahman,ku_author_195
Rameswar Debnath,ku_author_196
Mrim M. Alnfiai,ku_author_197
Abdullah Sheikh,ku_author_198
Mehedi Masud and Anupam Kumar Bairagi,ku_author_199
Aysha Akther and Rameswar Debnath,ku_author_200
Aysha Akther,ku_author_201
Md. Shymon Islam,ku_author_202
Hafsa Sultana,ku_author_203
A.K.Z Rasel Rahman,ku_author_204
Sujana Saha,ku_author_205
Kazi Masudul Alam and Rameswar Debnath,ku_author_206
Rafflesia Khan and Rameswar Debnath,ku_author_207
S.M. Mohidul Islam and Rameswar Debnath,ku_author_208
Ashrafi Akram and Rameswar Debnath,ku_author_209
Rafflesia Khan,ku_author_210
Tarannum Fariha Raisa and Rameswar Debnath,ku_author_211
Juthuka Majumder,ku_author_212
Razia Sultana and Rameswar Debnath,ku_author_213
Saikat Mondal,ku_author_214
Rameswar Debnath and Barun Kumar Mondal,ku_author_215
Anupam K. Bairagi,ku_author_216
Saikat Mondal and Rameswar Debnath,ku_author_217
Haruhisa Takahashi and Takio Kurita,ku_author_218
Rameswar Debnath and Haruhisa takahashi,ku_author_219
Rameswar Debnath and Takio Kurita,ku_author_220
Masakazu Muramatsu and Haruhiha Takahashi,ku_author_221
Ripon K. Saha,ku_author_222
Noresh C. Biswas and Rameswar Debnath,ku_author_223
F. M. Nazmul Alam,ku_author_224
Md. Imran Ali,ku_author_225
Rameswar Debnath and G. M. Atiqur Rahman,ku_author_226
S. M. Mohidul Islam,ku_author_227
Rameswar Debnath and S. K. Alamgir Hossain,ku_author_228
Kashif Nizam Khan,ku_author_229
Jinat Rehna,ku_author_230
and Rameswar Debnath,ku_author_231
S. K. Alamgir Hossain,ku_author_232
S. M. Mohidul Islam and Rameswar Debnath,ku_author_233
Rameswar Debnath and Haruhiha Takahashi,ku_author_234
Rameswar Debnath and Haruhisa Takahashi,ku_author_235
Nogayama Takahide and Haruhiha Takahashi,ku_author_236
Rameswar Debnath and Haruhisa Takahasi,ku_author_237
Nogaya Takahide and Haruhisa Takahashi,ku_author_238
Md. Mahbubur Rahman and Md. Mehedi masud,ku_author_239
Alam,ku_author_240
Kazi Masudul,ku_author_241
Mohammed Bin Hariz,ku_author_242
Seyed Vahid Hosseinioun,ku_author_243
Mukesh Saini,ku_author_244
and Abdulmotaleb El Saddik.,ku_author_245
S.M. Mohidul Islam,ku_author_246
Suriya Islam Bani,ku_author_247
Rupa Ghosh,ku_author_248
Farhana Tazmim Pinki,ku_author_249
Abdullah Al Zubaer,ku_author_250
Joyassree sen,ku_author_251
Bappa Sarkar,ku_author_252
Md. Nazrul Islam,ku_author_253
Fahim Ahmed,ku_author_254
Badhon Ahmed Topu,ku_author_255
Md. Altab Hossin,ku_author_256
Rajeev Kumar Shah,ku_author_257
Prakash Kumar Bipin,ku_author_258
Taznin Zahan,ku_author_259
Banalata Das,ku_author_260
Tamanna Tabassum,ku_author_261
S.K. Alamgir Hossain,ku_author_262
