Author ID,Paper ID,Title
brac_author_3,brac_paper_7,On nonnegative factorization of matrices
brac_author_3,brac_paper_8,Positive solutions of positive linear systems
brac_author_9,brac_paper_9,Gene selection for cancer classification with the help of bees
brac_author_10,brac_paper_9,Gene selection for cancer classification with the help of bees
brac_author_3,brac_paper_9,Gene selection for cancer classification with the help of bees
brac_author_0,brac_paper_9,Gene selection for cancer classification with the help of bees
brac_author_11,brac_paper_10,Bangla syntax analysis: A comprehensive approach
brac_author_12,brac_paper_10,Bangla syntax analysis: A comprehensive approach
brac_author_3,brac_paper_10,Bangla syntax analysis: A comprehensive approach
brac_author_13,brac_paper_11,Identifying Genes with Location Dependent Noise Variance in Spatial Transcriptomics Data
brac_author_3,brac_paper_11,Identifying Genes with Location Dependent Noise Variance in Spatial Transcriptomics Data
brac_author_0,brac_paper_11,Identifying Genes with Location Dependent Noise Variance in Spatial Transcriptomics Data
brac_author_14,brac_paper_11,Identifying Genes with Location Dependent Noise Variance in Spatial Transcriptomics Data
brac_author_15,brac_paper_12,An efficient decoding technique for Huffman codes
brac_author_3,brac_paper_12,An efficient decoding technique for Huffman codes
brac_author_16,brac_paper_12,An efficient decoding technique for Huffman codes
brac_author_17,brac_paper_13,HEliOS: huffman coding based lightweight encryption scheme for data transmission
brac_author_18,brac_paper_13,HEliOS: huffman coding based lightweight encryption scheme for data transmission
brac_author_3,brac_paper_13,HEliOS: huffman coding based lightweight encryption scheme for data transmission
brac_author_19,brac_paper_13,HEliOS: huffman coding based lightweight encryption scheme for data transmission
brac_author_3,brac_paper_14,A recursive algorithm for the multi-peg tower of hanoi problem
brac_author_20,brac_paper_14,A recursive algorithm for the multi-peg tower of hanoi problem
brac_author_21,brac_paper_14,A recursive algorithm for the multi-peg tower of hanoi problem
brac_author_0,brac_paper_15,Complexities of some interesting problems on spanning trees
brac_author_3,brac_paper_15,Complexities of some interesting problems on spanning trees
brac_author_22,brac_paper_16,A linear time algorithm for single source shortest path problem
brac_author_23,brac_paper_16,A linear time algorithm for single source shortest path problem
brac_author_3,brac_paper_16,A linear time algorithm for single source shortest path problem
brac_author_3,brac_paper_17,Positive solutions of a class of linear systems
brac_author_24,brac_paper_18,Using adaptive heartbeat rate on long-lived TCP connections
brac_author_0,brac_paper_18,Using adaptive heartbeat rate on long-lived TCP connections
brac_author_3,brac_paper_18,Using adaptive heartbeat rate on long-lived TCP connections
brac_author_25,brac_paper_19,New classes of graceful trees
brac_author_3,brac_paper_19,New classes of graceful trees
brac_author_26,brac_paper_20,Coding system for bangla spell checker
brac_author_3,brac_paper_20,Coding system for bangla spell checker
brac_author_3,brac_paper_21,A new algorithm for ranking players of a round-robin tournament
brac_author_27,brac_paper_21,A new algorithm for ranking players of a round-robin tournament
brac_author_28,brac_paper_21,A new algorithm for ranking players of a round-robin tournament
brac_author_3,brac_paper_22,3 is a more promising algorithmic parameter than 2
brac_author_29,brac_paper_22,3 is a more promising algorithmic parameter than 2
brac_author_30,brac_paper_22,3 is a more promising algorithmic parameter than 2
brac_author_31,brac_paper_23,Multidimensional segment trees can do range updates in poly-logarithmic time
brac_author_3,brac_paper_23,Multidimensional segment trees can do range updates in poly-logarithmic time
brac_author_0,brac_paper_23,Multidimensional segment trees can do range updates in poly-logarithmic time
brac_author_32,brac_paper_24,DiskTrie: An Efficient Data Structure using Flash Memory for Mobile Devices
brac_author_5,brac_paper_24,DiskTrie: An Efficient Data Structure using Flash Memory for Mobile Devices
brac_author_3,brac_paper_24,DiskTrie: An Efficient Data Structure using Flash Memory for Mobile Devices
brac_author_33,brac_paper_25,Graceful labeling of trees: Methods and applications
brac_author_34,brac_paper_25,Graceful labeling of trees: Methods and applications
brac_author_3,brac_paper_25,Graceful labeling of trees: Methods and applications
brac_author_35,brac_paper_26,Transforming plane triangulations by simultaneous diagonal flips
brac_author_15,brac_paper_27,The heap-mergesort
brac_author_36,brac_paper_27,The heap-mergesort
brac_author_3,brac_paper_27,The heap-mergesort
brac_author_28,brac_paper_28,An efficient line algorithm
brac_author_3,brac_paper_28,An efficient line algorithm
brac_author_37,brac_paper_29,An improved MST algorithm for ranking players of a round-robin tournament
brac_author_38,brac_paper_29,An improved MST algorithm for ranking players of a round-robin tournament
brac_author_3,brac_paper_29,An improved MST algorithm for ranking players of a round-robin tournament
brac_author_39,brac_paper_30,Identifying Hurricane Damage using Explainable Compact Transformer with Convolutional Embedding
brac_author_40,brac_paper_30,Identifying Hurricane Damage using Explainable Compact Transformer with Convolutional Embedding
brac_author_3,brac_paper_30,Identifying Hurricane Damage using Explainable Compact Transformer with Convolutional Embedding
brac_author_0,brac_paper_31,"Bipartite graphs, hamiltonicity and Z graphs"
brac_author_3,brac_paper_31,"Bipartite graphs, hamiltonicity and Z graphs"
brac_author_35,brac_paper_31,"Bipartite graphs, hamiltonicity and Z graphs"
brac_author_3,brac_paper_32,A comprehensive Analysis of Degree Based Condition for Hamiltonian Cycles
brac_author_41,brac_paper_32,A comprehensive Analysis of Degree Based Condition for Hamiltonian Cycles
brac_author_42,brac_paper_32,A comprehensive Analysis of Degree Based Condition for Hamiltonian Cycles
brac_author_0,brac_paper_33,Research Article New Sufficient Conditions for Hamiltonian Paths
brac_author_3,brac_paper_33,Research Article New Sufficient Conditions for Hamiltonian Paths
brac_author_43,brac_paper_33,Research Article New Sufficient Conditions for Hamiltonian Paths
brac_author_44,brac_paper_34,A New Polynomial Algorithm for Linear Programming Problem
brac_author_45,brac_paper_34,A New Polynomial Algorithm for Linear Programming Problem
brac_author_3,brac_paper_34,A New Polynomial Algorithm for Linear Programming Problem
brac_author_46,brac_paper_35,A finite automaton to represent structure of conjugate and single Bangla letters
brac_author_3,brac_paper_35,A finite automaton to represent structure of conjugate and single Bangla letters
brac_author_47,brac_paper_36,A Study on Paper and Author Ranking
brac_author_3,brac_paper_36,A Study on Paper and Author Ranking
brac_author_48,brac_paper_36,A Study on Paper and Author Ranking
brac_author_49,brac_paper_37,Selection of an optimal set of features for bengali character recognition
brac_author_50,brac_paper_37,Selection of an optimal set of features for bengali character recognition
brac_author_51,brac_paper_37,Selection of an optimal set of features for bengali character recognition
brac_author_52,brac_paper_37,Selection of an optimal set of features for bengali character recognition
brac_author_53,brac_paper_37,Selection of an optimal set of features for bengali character recognition
brac_author_54,brac_paper_37,Selection of an optimal set of features for bengali character recognition
brac_author_55,brac_paper_37,Selection of an optimal set of features for bengali character recognition
brac_author_52,brac_paper_37,Selection of an optimal set of features for bengali character recognition
brac_author_56,brac_paper_37,Selection of an optimal set of features for bengali character recognition
brac_author_57,brac_paper_37,Selection of an optimal set of features for bengali character recognition
brac_author_58,brac_paper_37,Selection of an optimal set of features for bengali character recognition
brac_author_59,brac_paper_37,Selection of an optimal set of features for bengali character recognition
brac_author_53,brac_paper_38,Top-down induction of recursive programs from small number of sparse examples
brac_author_59,brac_paper_38,Top-down induction of recursive programs from small number of sparse examples
brac_author_60,brac_paper_38,Top-down induction of recursive programs from small number of sparse examples
brac_author_54,brac_paper_38,Top-down induction of recursive programs from small number of sparse examples
brac_author_61,brac_paper_39,Development of a recognizer for Bangla text: Present status and future challenges
brac_author_51,brac_paper_39,Development of a recognizer for Bangla text: Present status and future challenges
brac_author_52,brac_paper_39,Development of a recognizer for Bangla text: Present status and future challenges
brac_author_49,brac_paper_39,Development of a recognizer for Bangla text: Present status and future challenges
brac_author_50,brac_paper_39,Development of a recognizer for Bangla text: Present status and future challenges
brac_author_58,brac_paper_39,Development of a recognizer for Bangla text: Present status and future challenges
brac_author_62,brac_paper_39,Development of a recognizer for Bangla text: Present status and future challenges
brac_author_63,brac_paper_40,Mining complex network data for adaptive intrusion detection
brac_author_64,brac_paper_40,Mining complex network data for adaptive intrusion detection
brac_author_53,brac_paper_40,Mining complex network data for adaptive intrusion detection
brac_author_65,brac_paper_40,Mining complex network data for adaptive intrusion detection
brac_author_58,brac_paper_40,Mining complex network data for adaptive intrusion detection
brac_author_59,brac_paper_40,Mining complex network data for adaptive intrusion detection
brac_author_66,brac_paper_41,Finding the appropriate meaning of polysemous words using context dependency
brac_author_67,brac_paper_41,Finding the appropriate meaning of polysemous words using context dependency
brac_author_68,brac_paper_41,Finding the appropriate meaning of polysemous words using context dependency
brac_author_69,brac_paper_41,Finding the appropriate meaning of polysemous words using context dependency
brac_author_70,brac_paper_41,Finding the appropriate meaning of polysemous words using context dependency
brac_author_71,brac_paper_41,Finding the appropriate meaning of polysemous words using context dependency
brac_author_58,brac_paper_41,Finding the appropriate meaning of polysemous words using context dependency
brac_author_59,brac_paper_41,Finding the appropriate meaning of polysemous words using context dependency
brac_author_72,brac_paper_42,Articulatory feature extraction for speech recognition using neural network
brac_author_73,brac_paper_42,Articulatory feature extraction for speech recognition using neural network
brac_author_74,brac_paper_42,Articulatory feature extraction for speech recognition using neural network
brac_author_75,brac_paper_42,Articulatory feature extraction for speech recognition using neural network
brac_author_66,brac_paper_42,Articulatory feature extraction for speech recognition using neural network
brac_author_76,brac_paper_42,Articulatory feature extraction for speech recognition using neural network
brac_author_77,brac_paper_42,Articulatory feature extraction for speech recognition using neural network
brac_author_78,brac_paper_42,Articulatory feature extraction for speech recognition using neural network
brac_author_79,brac_paper_42,Articulatory feature extraction for speech recognition using neural network
brac_author_80,brac_paper_42,Articulatory feature extraction for speech recognition using neural network
brac_author_58,brac_paper_42,Articulatory feature extraction for speech recognition using neural network
brac_author_59,brac_paper_42,Articulatory feature extraction for speech recognition using neural network
brac_author_81,brac_paper_43,Evolutionary multi-objective whale optimization algorithm
brac_author_82,brac_paper_43,Evolutionary multi-objective whale optimization algorithm
brac_author_58,brac_paper_43,Evolutionary multi-objective whale optimization algorithm
brac_author_59,brac_paper_43,Evolutionary multi-objective whale optimization algorithm
brac_author_63,brac_paper_44,A new approach of Boosting using decision tree classifier for classifying noisy data.
brac_author_64,brac_paper_44,A new approach of Boosting using decision tree classifier for classifying noisy data.
brac_author_83,brac_paper_44,A new approach of Boosting using decision tree classifier for classifying noisy data.
brac_author_84,brac_paper_44,A new approach of Boosting using decision tree classifier for classifying noisy data.
brac_author_58,brac_paper_44,A new approach of Boosting using decision tree classifier for classifying noisy data.
brac_author_59,brac_paper_44,A new approach of Boosting using decision tree classifier for classifying noisy data.
brac_author_85,brac_paper_45,Development of grammatical attributes for Bangla root and primary suffix for universal networking language
brac_author_71,brac_paper_45,Development of grammatical attributes for Bangla root and primary suffix for universal networking language
brac_author_51,brac_paper_45,Development of grammatical attributes for Bangla root and primary suffix for universal networking language
brac_author_65,brac_paper_45,Development of grammatical attributes for Bangla root and primary suffix for universal networking language
brac_author_86,brac_paper_45,Development of grammatical attributes for Bangla root and primary suffix for universal networking language
brac_author_54,brac_paper_45,Development of grammatical attributes for Bangla root and primary suffix for universal networking language
brac_author_72,brac_paper_45,Development of grammatical attributes for Bangla root and primary suffix for universal networking language
brac_author_73,brac_paper_45,Development of grammatical attributes for Bangla root and primary suffix for universal networking language
brac_author_53,brac_paper_45,Development of grammatical attributes for Bangla root and primary suffix for universal networking language
brac_author_59,brac_paper_45,Development of grammatical attributes for Bangla root and primary suffix for universal networking language
brac_author_87,brac_paper_45,Development of grammatical attributes for Bangla root and primary suffix for universal networking language
brac_author_88,brac_paper_45,Development of grammatical attributes for Bangla root and primary suffix for universal networking language
brac_author_85,brac_paper_46,Formation of Bangla word dictionary compatible with UNL structure
brac_author_71,brac_paper_46,Formation of Bangla word dictionary compatible with UNL structure
brac_author_86,brac_paper_46,Formation of Bangla word dictionary compatible with UNL structure
brac_author_54,brac_paper_46,Formation of Bangla word dictionary compatible with UNL structure
brac_author_89,brac_paper_46,Formation of Bangla word dictionary compatible with UNL structure
brac_author_54,brac_paper_46,Formation of Bangla word dictionary compatible with UNL structure
brac_author_72,brac_paper_46,Formation of Bangla word dictionary compatible with UNL structure
brac_author_73,brac_paper_46,Formation of Bangla word dictionary compatible with UNL structure
brac_author_53,brac_paper_46,Formation of Bangla word dictionary compatible with UNL structure
brac_author_59,brac_paper_46,Formation of Bangla word dictionary compatible with UNL structure
brac_author_87,brac_paper_46,Formation of Bangla word dictionary compatible with UNL structure
brac_author_88,brac_paper_46,Formation of Bangla word dictionary compatible with UNL structure
brac_author_77,brac_paper_47,Bangla phoneme recognition using hybrid features
brac_author_78,brac_paper_47,Bangla phoneme recognition using hybrid features
brac_author_51,brac_paper_47,Bangla phoneme recognition using hybrid features
brac_author_90,brac_paper_47,Bangla phoneme recognition using hybrid features
brac_author_66,brac_paper_47,Bangla phoneme recognition using hybrid features
brac_author_76,brac_paper_47,Bangla phoneme recognition using hybrid features
brac_author_79,brac_paper_47,Bangla phoneme recognition using hybrid features
brac_author_80,brac_paper_47,Bangla phoneme recognition using hybrid features
brac_author_72,brac_paper_47,Bangla phoneme recognition using hybrid features
brac_author_73,brac_paper_47,Bangla phoneme recognition using hybrid features
brac_author_58,brac_paper_47,Bangla phoneme recognition using hybrid features
brac_author_59,brac_paper_47,Bangla phoneme recognition using hybrid features
brac_author_85,brac_paper_48,"Development of morphological rules for Bangla root, verbal suffix and primary suffix for universal networking language"
brac_author_71,brac_paper_48,"Development of morphological rules for Bangla root, verbal suffix and primary suffix for universal networking language"
brac_author_72,brac_paper_48,"Development of morphological rules for Bangla root, verbal suffix and primary suffix for universal networking language"
brac_author_73,brac_paper_48,"Development of morphological rules for Bangla root, verbal suffix and primary suffix for universal networking language"
brac_author_53,brac_paper_48,"Development of morphological rules for Bangla root, verbal suffix and primary suffix for universal networking language"
brac_author_59,brac_paper_48,"Development of morphological rules for Bangla root, verbal suffix and primary suffix for universal networking language"
brac_author_87,brac_paper_48,"Development of morphological rules for Bangla root, verbal suffix and primary suffix for universal networking language"
brac_author_88,brac_paper_48,"Development of morphological rules for Bangla root, verbal suffix and primary suffix for universal networking language"
brac_author_91,brac_paper_49,Disjunctive naïve bayesian classifier to enhance accuracy for dynamic prediction
brac_author_54,brac_paper_49,Disjunctive naïve bayesian classifier to enhance accuracy for dynamic prediction
brac_author_92,brac_paper_49,Disjunctive naïve bayesian classifier to enhance accuracy for dynamic prediction
brac_author_93,brac_paper_49,Disjunctive naïve bayesian classifier to enhance accuracy for dynamic prediction
brac_author_94,brac_paper_49,Disjunctive naïve bayesian classifier to enhance accuracy for dynamic prediction
brac_author_95,brac_paper_49,Disjunctive naïve bayesian classifier to enhance accuracy for dynamic prediction
brac_author_51,brac_paper_49,Disjunctive naïve bayesian classifier to enhance accuracy for dynamic prediction
brac_author_96,brac_paper_49,Disjunctive naïve bayesian classifier to enhance accuracy for dynamic prediction
brac_author_58,brac_paper_49,Disjunctive naïve bayesian classifier to enhance accuracy for dynamic prediction
brac_author_59,brac_paper_49,Disjunctive naïve bayesian classifier to enhance accuracy for dynamic prediction
brac_author_97,brac_paper_50,"A new supervised learning algorithm using naïve Bayesian classifier""."
brac_author_98,brac_paper_50,"A new supervised learning algorithm using naïve Bayesian classifier""."
brac_author_99,brac_paper_50,"A new supervised learning algorithm using naïve Bayesian classifier""."
brac_author_100,brac_paper_50,"A new supervised learning algorithm using naïve Bayesian classifier""."
brac_author_101,brac_paper_50,"A new supervised learning algorithm using naïve Bayesian classifier""."
brac_author_57,brac_paper_50,"A new supervised learning algorithm using naïve Bayesian classifier""."
brac_author_58,brac_paper_50,"A new supervised learning algorithm using naïve Bayesian classifier""."
brac_author_59,brac_paper_50,"A new supervised learning algorithm using naïve Bayesian classifier""."
brac_author_86,brac_paper_51,"Distinctive phonetic feature extraction for Japanese language"". SKIMA."
brac_author_54,brac_paper_51,"Distinctive phonetic feature extraction for Japanese language"". SKIMA."
brac_author_102,brac_paper_51,"Distinctive phonetic feature extraction for Japanese language"". SKIMA."
brac_author_103,brac_paper_51,"Distinctive phonetic feature extraction for Japanese language"". SKIMA."
brac_author_77,brac_paper_51,"Distinctive phonetic feature extraction for Japanese language"". SKIMA."
brac_author_78,brac_paper_51,"Distinctive phonetic feature extraction for Japanese language"". SKIMA."
brac_author_72,brac_paper_51,"Distinctive phonetic feature extraction for Japanese language"". SKIMA."
brac_author_73,brac_paper_51,"Distinctive phonetic feature extraction for Japanese language"". SKIMA."
brac_author_58,brac_paper_51,"Distinctive phonetic feature extraction for Japanese language"". SKIMA."
brac_author_59,brac_paper_51,"Distinctive phonetic feature extraction for Japanese language"". SKIMA."
brac_author_104,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_54,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_77,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_78,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_86,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_54,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_66,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_76,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_74,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_75,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_72,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_73,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_58,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_59,brac_paper_52,"Preparation of Bangla speech corpus for phoneme recognition"". SKIMA."
brac_author_51,brac_paper_53,"Comparative analysis on feature vectors for printed Bangla OCR""rd International Conference on Software"
brac_author_52,brac_paper_53,"Comparative analysis on feature vectors for printed Bangla OCR""rd International Conference on Software"
brac_author_56,brac_paper_53,"Comparative analysis on feature vectors for printed Bangla OCR""rd International Conference on Software"
brac_author_57,brac_paper_53,"Comparative analysis on feature vectors for printed Bangla OCR""rd International Conference on Software"
brac_author_105,brac_paper_53,"Comparative analysis on feature vectors for printed Bangla OCR""rd International Conference on Software"
brac_author_106,brac_paper_53,"Comparative analysis on feature vectors for printed Bangla OCR""rd International Conference on Software"
brac_author_49,brac_paper_53,"Comparative analysis on feature vectors for printed Bangla OCR""rd International Conference on Software"
brac_author_50,brac_paper_53,"Comparative analysis on feature vectors for printed Bangla OCR""rd International Conference on Software"
brac_author_58,brac_paper_53,"Comparative analysis on feature vectors for printed Bangla OCR""rd International Conference on Software"
brac_author_59,brac_paper_53,"Comparative analysis on feature vectors for printed Bangla OCR""rd International Conference on Software"
brac_author_107,brac_paper_54,Two-level dictionary-based text compression scheme
brac_author_108,brac_paper_54,Two-level dictionary-based text compression scheme
brac_author_53,brac_paper_54,Two-level dictionary-based text compression scheme
brac_author_109,brac_paper_54,Two-level dictionary-based text compression scheme
brac_author_58,brac_paper_54,Two-level dictionary-based text compression scheme
brac_author_59,brac_paper_54,Two-level dictionary-based text compression scheme
brac_author_110,brac_paper_55,Prediction of the density of active wireless device using markov model
brac_author_111,brac_paper_55,Prediction of the density of active wireless device using markov model
brac_author_112,brac_paper_55,Prediction of the density of active wireless device using markov model
brac_author_113,brac_paper_55,Prediction of the density of active wireless device using markov model
brac_author_114,brac_paper_55,Prediction of the density of active wireless device using markov model
brac_author_54,brac_paper_55,Prediction of the density of active wireless device using markov model
brac_author_49,brac_paper_55,Prediction of the density of active wireless device using markov model
brac_author_50,brac_paper_55,Prediction of the density of active wireless device using markov model
brac_author_58,brac_paper_55,Prediction of the density of active wireless device using markov model
brac_author_59,brac_paper_55,Prediction of the density of active wireless device using markov model
brac_author_115,brac_paper_56,"On analysis of multi-dimensional features for signature verification""rd International Conference on Electrical and Computer Engineering."
brac_author_100,brac_paper_56,"On analysis of multi-dimensional features for signature verification""rd International Conference on Electrical and Computer Engineering."
brac_author_58,brac_paper_56,"On analysis of multi-dimensional features for signature verification""rd International Conference on Electrical and Computer Engineering."
brac_author_59,brac_paper_56,"On analysis of multi-dimensional features for signature verification""rd International Conference on Electrical and Computer Engineering."
brac_author_53,brac_paper_57,"A new approach for compressing color images using neural network""st National Conference on Computer and Information Systems."
brac_author_116,brac_paper_57,"A new approach for compressing color images using neural network""st National Conference on Computer and Information Systems."
brac_author_58,brac_paper_57,"A new approach for compressing color images using neural network""st National Conference on Computer and Information Systems."
brac_author_59,brac_paper_57,"A new approach for compressing color images using neural network""st National Conference on Computer and Information Systems."
brac_author_53,brac_paper_58,"Learning simple recursive concepts by discovering missing examples""th International Workshop on Inductive Logic Programming."
brac_author_59,brac_paper_58,"Learning simple recursive concepts by discovering missing examples""th International Workshop on Inductive Logic Programming."
brac_author_60,brac_paper_58,"Learning simple recursive concepts by discovering missing examples""th International Workshop on Inductive Logic Programming."
brac_author_54,brac_paper_58,"Learning simple recursive concepts by discovering missing examples""th International Workshop on Inductive Logic Programming."
brac_author_53,brac_paper_59,Constructive induction for recursive programs
brac_author_59,brac_paper_59,Constructive induction for recursive programs
brac_author_60,brac_paper_59,Constructive induction for recursive programs
brac_author_54,brac_paper_59,Constructive induction for recursive programs
brac_author_117,brac_paper_60,Anomaly Detection in IoT using Machine Learning
brac_author_118,brac_paper_60,Anomaly Detection in IoT using Machine Learning
brac_author_119,brac_paper_60,Anomaly Detection in IoT using Machine Learning
brac_author_120,brac_paper_61,Extensive Study of Pocket Switched Network Protocols
brac_author_119,brac_paper_61,Extensive Study of Pocket Switched Network Protocols
brac_author_121,brac_paper_62,A Novel Extended-Cloud Based Approach for Internet of Things
brac_author_122,brac_paper_62,A Novel Extended-Cloud Based Approach for Internet of Things
brac_author_123,brac_paper_62,A Novel Extended-Cloud Based Approach for Internet of Things
brac_author_124,brac_paper_62,A Novel Extended-Cloud Based Approach for Internet of Things
brac_author_119,brac_paper_62,A Novel Extended-Cloud Based Approach for Internet of Things
brac_author_119,brac_paper_63,Cost Efficient Implementation of Multistage Symmetric Repackable Networks
brac_author_125,brac_paper_63,Cost Efficient Implementation of Multistage Symmetric Repackable Networks
brac_author_119,brac_paper_64,Adaptive Routing Strategy for Large Scale Rearrangeable Symmetric Networks
brac_author_125,brac_paper_64,Adaptive Routing Strategy for Large Scale Rearrangeable Symmetric Networks
brac_author_126,brac_paper_64,Adaptive Routing Strategy for Large Scale Rearrangeable Symmetric Networks
brac_author_127,brac_paper_65,Semantic Segmentation on Panoramic Dental X-Ray Images Using U-Net Architectures
brac_author_128,brac_paper_65,Semantic Segmentation on Panoramic Dental X-Ray Images Using U-Net Architectures
brac_author_129,brac_paper_65,Semantic Segmentation on Panoramic Dental X-Ray Images Using U-Net Architectures
brac_author_119,brac_paper_65,Semantic Segmentation on Panoramic Dental X-Ray Images Using U-Net Architectures
brac_author_130,brac_paper_65,Semantic Segmentation on Panoramic Dental X-Ray Images Using U-Net Architectures
brac_author_131,brac_paper_65,Semantic Segmentation on Panoramic Dental X-Ray Images Using U-Net Architectures
brac_author_130,brac_paper_66,Aggregating Different Scales of Attention on Feature Variants for Tomato Leaf Disease Diagnosis from Image Data A Transformer Driven Study
brac_author_132,brac_paper_66,Aggregating Different Scales of Attention on Feature Variants for Tomato Leaf Disease Diagnosis from Image Data A Transformer Driven Study
brac_author_119,brac_paper_66,Aggregating Different Scales of Attention on Feature Variants for Tomato Leaf Disease Diagnosis from Image Data A Transformer Driven Study
brac_author_131,brac_paper_66,Aggregating Different Scales of Attention on Feature Variants for Tomato Leaf Disease Diagnosis from Image Data A Transformer Driven Study
brac_author_130,brac_paper_67,"Vision Transformers, Ensemble Model, and Transfer Learning Leveraging Explainable AI for Brain Tumor Detection and Classification"
brac_author_119,brac_paper_67,"Vision Transformers, Ensemble Model, and Transfer Learning Leveraging Explainable AI for Brain Tumor Detection and Classification"
brac_author_133,brac_paper_67,"Vision Transformers, Ensemble Model, and Transfer Learning Leveraging Explainable AI for Brain Tumor Detection and Classification"
brac_author_134,brac_paper_67,"Vision Transformers, Ensemble Model, and Transfer Learning Leveraging Explainable AI for Brain Tumor Detection and Classification"
brac_author_135,brac_paper_67,"Vision Transformers, Ensemble Model, and Transfer Learning Leveraging Explainable AI for Brain Tumor Detection and Classification"
brac_author_136,brac_paper_68,Emotional State Classification from MUSIC Based Features of Multichannel EEG Signals
brac_author_137,brac_paper_68,Emotional State Classification from MUSIC Based Features of Multichannel EEG Signals
brac_author_119,brac_paper_68,Emotional State Classification from MUSIC Based Features of Multichannel EEG Signals
brac_author_138,brac_paper_68,Emotional State Classification from MUSIC Based Features of Multichannel EEG Signals
brac_author_139,brac_paper_68,Emotional State Classification from MUSIC Based Features of Multichannel EEG Signals
brac_author_140,brac_paper_68,Emotional State Classification from MUSIC Based Features of Multichannel EEG Signals
brac_author_141,brac_paper_69,A Spatio-Temporal Graph Convolutional Network Model for Internet of Medical Things (IoMT)
brac_author_119,brac_paper_69,A Spatio-Temporal Graph Convolutional Network Model for Internet of Medical Things (IoMT)
brac_author_142,brac_paper_69,A Spatio-Temporal Graph Convolutional Network Model for Internet of Medical Things (IoMT)
brac_author_135,brac_paper_69,A Spatio-Temporal Graph Convolutional Network Model for Internet of Medical Things (IoMT)
brac_author_143,brac_paper_70,Multi-label Extreme Learning Machine (MLELMs) for Bangla Regional Speech Recognition
brac_author_119,brac_paper_70,Multi-label Extreme Learning Machine (MLELMs) for Bangla Regional Speech Recognition
brac_author_144,brac_paper_70,Multi-label Extreme Learning Machine (MLELMs) for Bangla Regional Speech Recognition
brac_author_135,brac_paper_70,Multi-label Extreme Learning Machine (MLELMs) for Bangla Regional Speech Recognition
brac_author_145,brac_paper_71,Botnet Detection in IoT Devices using Random Forest Classifier with ICA and High Correlation Filter
brac_author_146,brac_paper_71,Botnet Detection in IoT Devices using Random Forest Classifier with ICA and High Correlation Filter
