Title,Authors
Muhammad Kamal Hossen and Mohammad Shorif Uddin,"A dataset for assessing real-time attention levels of the students during online classes,"
"Tania Khatun, Abdur Razzak, Md. Shofiul Islam, Mohammad Shorif Uddin","An extensive real-world in field tomato image dataset involving maturity classification and recognition of fresh and defect tomatoes,"
"Kanija Muntarina, Rafid Mostafiz, Fahmida Khanom, Sumaita Binte Shorif, Mohammad Shorif Uddin","MultiResEdge: A Deep Learning-Based Edge Detection Approach,"
"Nusrat Sultana, Sumaita Binte Shorif, Morium Akter, Mohammad Shorif Uddin","A dataset for successful recognition of cucumber diseases,"
"Shinthi Tasnim Himi, Natasha Tanzila Monalisa, Md Whaiduzzaman, Alistair Barros, Mohammad Shorif Uddin","MedAi: A Smartwatch-Based Application Framework for Common Diseases Prediction using Machine Learning,"
"Mostafiz Ahammed, Md. Al Mamun, Mohammad Shorif Uddin","A machine learning approach for skin disease detection and classification using image segmentation,"
"Nusrat Sultana, Musfika Jahan, Mohammad Shorif Uddin","An extensive dataset for successful recognition of fresh and rotten fruits,"
"Md. Al Mamun, Md. Solaiman Kabir, Morium Akter, Mohammad Shorif Uddin","Recognition of human skin diseases using inception-V3 with transfer learning,"
"Umme Sara, Aditya Rajbongshi, Rashiduzzaman Shakil, Bonna Akter, Mohammad Shorif Uddin","VegNet: An organized dataset of cauliflower disease for a sustainable agro-based automation system,"
"Md. Sabab Zulfiker, Nasrin Kabir, Al Amin Biswas, Sunjare Zulfiker, Mohammad Shorif Uddin","Analyzing the public sentiment on COVID-19 vaccination in social media: Bangladesh context,"
"Rafid Mostafiz, Mohammad Shorif Uddin, Khandaker Mohammad Mohi Uddin, Mohammad Motiur Rahman","COVID-19 along with Other Chest Infections Diagnosis Using Faster R-CNN and Generative Adversarial Network,"
"Umme Sara, Aditya Rajbongshi, Rashiduzzaman Shakil, Bonna Akter, Sadia Sazzad, Mohammad Shorif Uddin","An extensive sunflower dataset representation for successful identification and classification of sunflower diseases,"
"Rafid Mostafiz, Mohammad Shorif Uddin, Iffat Jabin, Muhammad Minoar Hossain, Mohammad Motiur Rahman","Automatic Brain Tumor Detection from MRI using Curvelet Transform and Neural Features,"
Fauzia Yasmeen and Mohammad Shorif Uddin,"An efficient image steganography approach based on QR factorization and singular value decomposition in non-subsampled contourlet transform domain,"
Fauzia Yasmeen and Mohammad Shorif Uddin,"A Novel Watermarking Scheme Based on DWT-SVD,"
"Mohammad Meraj Khan, Mohammad Shorif Uddin, Mohammad Zavid Parvez, Lutfur Nahar, Jia Uddin","A Deep Convolution Neural Network-Based SE-ResNext Model for Bangla Handwritten Basic to Compound Character Recognition,"
Mahbuba Begum and Mohammad Shorif Uddin,"Towards the development of an effective image watermarking system,"
"Md. Zahid Hasan, Mohammad Shorif Uddin, Mohammad Shahidul Islam","An expert system for selecting optimal cloud-service provider,"
"Md. Al Mamun, Mohammad Shorif Uddin","A Survey on a Skin Disease Detection System,"
"Tarek Habib, Md. Jueal Mia, Mohammad Shorif Uddin, Faruk Ahmed","An Explorative Analysis on the Machine-Vision-Based Disease Recognition of Three Available Fruits of Bangladesh,"
"Rafid Mostafiz, Khandaker Mohammad Mohi Uddin, Mohammad Shorif Uddin, Farhana Binte Hasan, Mohammad Motiur Rahman","Diagnosis of diabetes: A machine learning paradigm using optimized features,"
"Mahbuba Begum, Jannatul Ferdush, Mohammad Shorif Uddin","Hybrid Robust Watermarking System Based on Discrete Cosine Transform, Discrete Wavelet Transform, and Singular Value Decomposition,"
"Sk. Fahmida Islam, Morium Akter, Mohammad Shorif Uddin","Design and implementation of an internet of things based low-cost smart weather prediction system,"
"Md. Asadur Rahman, Anika Anjum, Md. Mahmudul Haque Milu, Farzana Khanam, Mohammad Shorif Uddin, Md. Nurunnabi Mollah","Emotion recognition from EEG-based relative power spectral topography using convolutional neural network,"
"Jannatul Ferdush, Mahbuba Begum, Mohammad Shorif Uddin","Chaotic Lightweight Cryptosystem for Image Encryption,"
"Md. Sabab Zulfiker, Nasrin Kabir, Al Amin Biswas, Tahmina Nazneen, Mohammad Shorif Uddin","An In-Depth Analysis of Machine Learning Approaches to Predict Depression,"
"Mahbuba Begum, Mohammad Shorif Uddin","Implementation of Secured and Robust DFT-Based Image Watermark Through Hybridization with Decomposition Algorithm,"
"Kanija Muntarina, Sumaita Binte Shorif, Mohammad Shorif Uddin","Notes on edge detection approaches,"
"Mohammad Meraj Khan, Mohammad Shorif Uddin, Mohammad Zavid Parvez, Lutfur Nahar","A Squeeze and Excitation ResNeXt-Based Deep Learning Model for Bangla Handwritten Compound Character Recognition,"
Fauzia Yasmeen and Mohammad Shorif Uddin,"An Efficient Watermarking Approach Based on LL and HH Edges of DWT–SVD,"
"Rafid Mostafiz, Mohammad Shorif Uddin, Nur-A. Alam, Md. Mahmodul Hasan, Mohammad Motiur Rahman","MRI-based brain tumor detection using the fusion of histogram oriented gradients and neural features,"
"Rafid Mostafiz, Mohammad Shorif Uddin, Nur-A. Alam, Md. Mahfuz Reza, Mohammad Motiur Rahman","Covid-19 Detection in Chest X-ray Through Random Forest Classifier using a Hybridization of Deep CNN and DWT Optimized Features,"
"Mohammad Reduanul Haque, Rubaiya Hafiz, Alauddin Al Azad, Yeasir Adnan, Sharmin Akter Mishu, Amina Khatun, Mohammad Shorif Uddin","Crime Detection and Criminal Recognition to Intervene in Interpersonal Violence Using Deep Convolutional Neural Network With Transfer Learning,"
"Rubaiya Hafiz, Mohammad Reduanul Haque, Aniruddha Rakshit, Mohammad Shorif Uddin","Image-Based Soft Drink Type Classification  and  Dietary  Assessment  System  Using  Deep  Convolutional  Neural  Network  with  Transfer Learning,"
Mahbuba Begum and Mohammad Shorif Uddin,"Analysis of Digital Image Watermarking Techniques through Hybrid Methods,"
"Sushil K Paul,  S. Bouakaz, C M Rahman, Mohammad Shorif Uddin","Component-based face recognition using statistical pattern matching analysis,"
"Marjia Sultana, Tasniya Ahmed, Partha Chakraborti, Mahmuda Khatun, Rakib Hasan Riyad, Mohammad Shorif Uddin","Object Detection using Template and HOG Feature Matching,"
"Md. Asadur Rahman, Farzana Khanam, Mohiuddin Ahmad, Mohammad Shorif Uddin","Multiclass EEG signal classification utilizing Rényi min-entropy-based feature selection from wavelet packet transformation,"
"Md. Zahid Hasan, Shakhawat Hossain, Mohammad Shorif Uddin, Mohammad Shahidul Islam","A Generic Feature Extraction Approach for Dealing with Multiple Attribute Decision Analysis Problems under Risk and Uncertainty,"
"R. Mostafiz, M. M. Rahman, Mohammad Shorif Uddin","Gastrointestinal polyp classification through empirical mode decomposition and neural features,"
"Tarek Habib, Md. Jueal Mia, Mohammad Shorif Uddin, Faruk Ahmed","An In-Depth Exploration of Automated Jackfruit Disease Recognition,"
Mahbuba Begum and Mohammad Shorif Uddin,"Digital Image Watermarking Techniques: A Review,"
"Moushumi Zaman Bonny, Mohammad Shorif Uddin","A Technique for Panorama-Creation using Multiple Images,"
"Md. Zahid Hasan, Shakhawat Hossain, Mohammad Shorif Uddin, Mohammad Shahidul Islam","A Generic Approach for Weight Assignment to the Decision Making Parameters,"
"Md. Asadur Rahman, Mohammad Shorif Uddin, Mohiuddin Ahmad","Modeling and classification of voluntary and imagery movements for brain–computer interface from fNIR and EEG signals through convolutional neural network,"
"Masashi Yamaguchi, Hiroyuki Yamada, Kimitaka Higuchi, Yuta Yamamoto, Shigeo Arai, Kazuyoshi Murata, Yuko Mori, Hiromitsu Furukawa, M Shorif Uddin, and Hiroji Chibana","High-voltage electron microscopy tomography and structome analysis of unique spiral bacteria from the deep sea,"
"M. Motiur Rahman, Mithun Kumar PK, Mohammad Shorif Uddin","Optimum Threshold Parameter Estimation of Bidimensional Empirical Mode Decomposition Using Fisher Discriminant Analysis for Speckle Noise Reduction,"
"Motiur Rahman, Mithun Kumar PK, Mohammad Shorif Uddin","Optimum Threshold Parameter Estimation of Wavelet Coefficients using Fisher Discriminant Analysis for Speckle Noise Reduction,"
"Mohammad Shorif Uddin, Hwee Kuan Lee, Stephan Preibisch, Pavel Tomancak","Restoration of uneven illumination in light sheet microscopy images,"
Mohammad Shorif Uddin and T. Shioyama,"Detection of pedestrian crossing using bipolarity feature - an image- based technique,"
Mohammad Shorif Uddin and T. Shioyama,"An image processing approach for the measurement of pedestrian crossing length using vector geometry,"
T. Shioyama and Mohammad Shorif Uddin,"Detection of pedestrian crossings with projective invariants from image data,"
"Mohammad Shorif Uddin, H. Inaba, Y. Itakura, Y. Yoshida, M. Kasahara","Large motion estimation by gradient technique - application to debris flow velocity field,"
"Mohammad Shorif Uddin, H. Inaba, Y. Itakura, Y. Yoshida, M. Kasahara","Adaptive computer-based spatial filtering method for more accurate estimation of the surface velocity of debris flow,"
"Mohammad Shorif Uddin, H. Inaba, Y. Itakura, M. Kasahara","Estimation of the surface velocity of debris flow with computer-based spatial filtering,"
Md. Abdur Rashid and Mohammad Shorif Uddin,"Process Improvement Hypothesis Testing in an e-Procurement Implementation Assessment Model Framework: A Case Study of Bangladesh’s Roads and Highways Division,"
Md. Abdur Rashid and Mohammad Shorif Uddin,"Hypothesis Test on Boosting Competition in an eProcurement Implementation Assessment Model Framework: A Case Study on the Roads and Highways Division in Bangladesh,"
Md. Abdur Rashid and Mohammad Shorif Uddin,"Efficiency Hypothesis Testing in an e-Procurement Implementation Assessment Model Framework: A Case Study of Bangladesh's Roads and Highways Division,"
"Morium Akter, M. Abu Baker, Mohammad Shorif Uddin","Smart Home Security System,"
Md. Abdur Rashid and Mohammad Shorif Uddin,"Comparing the Efficiency of Manual and Electronic Tender Document Preparation: Cost and Time Context,"
Md. Abdur Rashid and Mohammad Shorif Uddin,"Time and Cost Efficiency Analysis of Manual and e-Procurement Systems in Roads and Highways Department: TEC Meeting Arrangement Perspective,"
Md. Abdur Rashid and Mohammad Shorif Uddin,"Tender Dropping Efficiency in the Roads and Highways Department of Bangladesh: A Cost and Time Context Comparison of Manual and E-procurement,"
Md. Abdur Rashid and Mohammad Shorif Uddin,"Comparing the Cost and Time of Tender Opening Committee Report Preparation for Manual and E-Procurement Tenders in the Roads and Highways Department of Bangladesh,"
Md. Abdur Rashid and Mohammad Shorif Uddin,"Analysis of a Conceptual Model and Assessment of the e-Procurement System in Bangladesh,"
"Md. Al Mamun, Mohammad Shorif Uddin","Hybrid Methodologies for Segmentation and Classification of Skin Diseases: A Study,"
"Sk. Fahmida Islam, Md. Iqramul Hasan, Morium Akter, Mohammad Shorif Uddin","Implementation and Analysis of an IoT-Based Home Automation Framework,"
"Mahbuba Begum, Mohammad Shorif Uddin","Multiple Image Watermarking with Discrete Cosine Transform,"
"Md. Mafiul Hasan Matin, Amina Khatun, Md. Golam Moazzam, Mohammad Shorif Uddin","An Efficient Disease Detection Technique of Rice Leaf Using AlexNet,"
"Moushumi Zaman Bonny, Mohammad Shorif Uddin","A Hybrid-Binarization Approach for Degraded Document Enhancement,"
"Amina Khatun, Mohammad Reduanul Haque, Rabeya Basri, Mohammad Shorif Uddin","Single Image Dehazing: An Analysis on Generative Adversarial Network,"
"Saikat Goswami, Mohammad Shorif Uddin, Maisha Rowshon Islam","Implementation of Active Learning for ICT Education in Schools,"
"Md. Tariqulhasan Fazle Rabbi,  S. M. Tanjilur Rahman,  Prokash Biswash,  Jinsul Kim,  Alamin Sheikh,  Aloke Kumar Saha,  Mohammad Shorif Uddin","Handwritten Signature Verification Using CNN with Data Augmentation,"
Md. Abdur Rashid and Mohammad Shorif Uddin,"Factors Influencing Public Sector e-Procurement System in Bangladesh: From a Critical Literature Review to a Conceptual Framework,"
"Md. Al Mamun, Morium Akter, Mohammad Shorif Uddin","A Survey on Matching of Shoeprint with Reference Footwear in Forensic Study,"
"Md. Golam Moazzam, M. Reduanul Haque, Mohammad Shorif Uddin","Image-Based Vehicle Recognition using Neural Network,"
"Dewan Md. Mostafezur Rahman, Abu Sayed Md. Mostafizur Rahaman, Md. Imdadul Islam, Mohammad Shorif Uddin and Md. Akram Hossain","Traffic Modeling of Mobile Cellular Network Using Combination of Limited and Unlimited User Groups,"
"Dewan Md Mostafezur Rahman, Md Imdadul Islam, Abu Sayed Md Mostafizur Rahaman, Mohammad Shorif Uddin, Md. Akram Hossain","Resource Management of Mobile Communication System,"
"Liton Jude Rozario, Mohammad Reduanul Haque, Md. Ziarul Islam, Mohammad Shorif Uddin","Vehicle Classification Using Gabor Filter and Support Vector Machine,"
"Mohammad Shorif Uddin, Akkas Ali, M. Motiur Rahman, Mithun Kumar, Gauhar Arefin","Speckle Noise Reduction fromUltrasound Images using Principal Component Analysis in Nonlinear Diffusion Domain,"
"Mahbuba Begum, Md. Golam Moazzam, Mohammad Shorif Uddin",Quantitative Analysis on Robustness of FLD and PCA-based Face Recognition Algorithms
"Liton Jude Rozario, Mohammad Reduanul Haque, Md. Ziarul Islam, Mohammad Shorif Uddin","Quantitative Analysis of PCA, ICA, LDA and SVM in Face Recognition,"
Morium Akter and Mohammad Shorif Uddin,A Review on Automated Diagnosis of Diabetic Retinopathy
Morium Akter and Mohammad Shorif Uddin,Morphology-Based Exudates Detection in Diabetic Retinopathy
Sonia Corraya and Mohammad Shorif Uddin,Global Contrast Enhancement for Effective Medical Image Segmentation
"Debashish Das, Mohammad Shorif Uddin","Data mining and neural network techniques in stock market prediction: A Methodological review,"
"Mostofa Kamal Nasir, Mohammad Shorif Uddin","Hand Written Bangla Numerals Recognition for Automated Postal System,"
"Mahbuba Ferdous, Mahmuda Ferdous, Mohammad Shorif Uddin","Invisible Watermarking Technique for Copyright Protection,"
"Sushil Kumar Paul, Mohammad Shorif Uddin, Saida Bouakaz","Extraction of Facial Feature Points from CDF using Otsu Thresholding,"
"Madeena Sultana, Sabrina Sharmin, Farhana Sabrina, Mohammad Shorif Uddin","An Improved Approach for Localization of Text Regions from Complex Document Images,"
"Mohammad Shorif Uddin, Tanzila Rahman, Umme Sayma Busra, and Madeena Sultana","Automated Extraction of Text from Images using Morphology Based Approach,"
"Sushil Kumar Paul, Mohammad Shorif Uddin, Saida Bouakaz","Extraction of Facial Feature Points Using Cumulative Histogram,"
"M. Motiur Rahman, Abdul Aziz, Mithun Kumar PK, M. A. Naim Uddin Rajiv, Mohammad Shorif Uddin","An Optimized Speckle Noise Reduction Filter for Ultrasound Images using Anisotropic Diffusion Technique,"
"M. Motiur Rahman, M. Azim, Mina, Mohammad Shorif Uddin","Speckle Noise Reduction in Ultrasound Images by Wavelet Thresholding based on Subband Mean Difference,"
"Madeena Sultana, Moushumi Zaman Bonny, Mohammad Shorif Uddin","Video Text Extraction using Discrete Wavelet Transform,"
"Mohammad Shorif Uddin, Madeena Sultana, Md. Ziarul Islam","Fast Holographic Image Reconstruction using Graphics Processing Unit,"
"M.N. Haque, Mohammad Shorif Uddin","Accelerating Fast Fourier Transformation for Image Processing using Graphics Processing Unit,"
Mehnaz Tabassum and Mohammad Shorif Uddin,"Extraction of ROI in Geographical Map Image,"
"M. Mosaddik Hasan, M. Motiur Rahman, Mohammad Shorif Uddin","Extraction of 3D Heart Shape using CT Image,"
"M. Shahidul Islam, M. S. Islam, Mohammad Shorif Uddin","Analysis of Odd Order Distortion in MachZehnder Modulator for CATV System,"
"S. Ratna, M. A. Haqu, Mohammad Shorif Uddin","Robust face recognition system in application to access control and payroll management,"
"M. M. H. Chowdhury, Mohammad Shorif Uddin, M. A. Bhuiyan","Fuzzy filtering supported stereo correspondence estimation for 3D scene reconstruction,"
M. Faisal Al Ameen and Mohammad Shorif Uddin,"An educational toolkit for artificial neural network,"
"N. K. Siddika, M. Faisal Al Ameen, Mohammad Shorif Uddin","An improved memory management-based flexible human health monitoring system,"
Mohammad Shorif Uddin and T. Shioyama,"Towards an image-based road crossing system for the visually impaired,"
Mohammad Shorif Uddin,"Fast estimation of stereo correspondence using window-based techniques,"
"Mohammad Shorif Uddin, H. Inaba, Y. Yoshida, Y. Itakura, M. Kasahara","Velocity field estimation of debris flow by image sequence processing,"
"Md Abdul Based, Rahat Kabir, A.B.M. Toufique-Ul Islam, Mohammad Shorif Uddin","Secure Transmission of Ballots Using Blind Signature for Electronic Voting,"
"Kamelia Zaman Moon, Umma Salma, Mohammad Shorif Uddin","BERT-Based Personalized Course Recommendation System from Online Learning Platform,"
"Fauzia Yasmeen, Mahbuba Begum, Mohammad Shorif Uddin","A Hybrid Watermarking Technique Based on LH-HL Subbands of DWT and SVD,"
"Natasha Tanzila Monalisa, Shinthi Tasnim Himi, Kohinur Parvin and Mohammad Shorif Uddin","Shanketik: Revolutionizing Communication for the Deaf and Mute - A Reinforcement Learning-Enhanced Bangla AAC Application,"
"Mahbuba Begum, Mohammad Shorif Uddin","Notes on Image Watermarking and Steganography,"
"A. Raihan, M. Z. H. Monju, M. M. Hasan, M. T. Habib, M. I. Jabiullah, Mohammad Shorif Uddin","CNN Modeling for Recognizing Local Fish,"
"Sumaita Binte Shorif, Sadia Afrin, Anup Majumder, Mohammad Shorif Uddin","Computer Vision-Based Algorithms on Zebra Crossing Navigation,"
"Kaniz Fatema, Md. Awlad Hossen Rony, Kazi Mumtahina Puspita, Md. Zahid Hasan, Mohammad Shorif Uddin","Deep Learning-Based Lentil Leaf Disease Classification,"
"Md. Biplob Hosen, Nusrat Jahan Farin, Mehrin Anannya, Khadija Islam, Mohammad Shorif Uddin","Service Quality Analysis for Ride-sharing Services: PATHAO,"
"Shakhawat Hossain, Md Zahid Hasan, Muhammed J. A. Patwary, Mohammad Shorif Uddin","An Expert System to Determine Systemic Lupus Erythematosus under Uncertainty,"
"Md Zahid Hasan, Shakhawat Hossain, Mohammad Shorif Uddin, Md. Mehadi Hassan, Martina Chakma","A Genetic Algorithm Based Optimal Train Route Selection Model,"
"Md Zahid Hasan, Shakhawat Hossain, K. M. Zubair Hasan, Mohammad Shorif Uddin, Md. Ehteshamul Alam","Fuzzy Rule-based KNN for Rainfall Prediction: A case Study in Bangladesh,"
"Mohammad Reduanul Haque, Rubaiya Hafiz, Mohammad Zahidul Islam, Amina Khatun, Morium Akter, Mohammad Shorif Uddin","Handwritten Indic Digit Recognition using Deep Hybrid Capsule Network,"
"Mohammad Reduanul Haque, Md. Gausul Azam, Sarwar Mahmud Milon, Md. Shaheen Hossain, Md. Al-Amin Molla, Mohammad Shorif Uddin","Quantitative Analysis of Deep CNNs for Multilingual Handwritten Digit Recognition,"
"Md. Al Mamun, Mohammad Shorif Uddin","A Comparative Study Among Segmentation Techniques for Skin Disease Detection Systems,"
"Rabeya Basri, M. Reduanul Haque, Morium Akter, Mohammad Shorif Uddin","Bangla Handwritten Digit Recognition Using Deep Convolutional Neural Network,"
Moushumi Zaman Bonny and M. Shorif Uddin,"Degraded Document Enhancement through Binarization Techniques,"
"Morium Akter,  Jannatul Ferdous, Mahmuda Najnin Eva, Sumaita Binte Shorif, Sk. Fahmida Islam and M. Shorif Uddin","Vehicle Detection and Its Speed Measurement,"
"Nusrat Jahan Farin, Morium Akter, Mohammad Shorif Uddin","Data Mining Techniques for Predicting User Interest in Facebook Pages: A Comparison,"
"Md. Tarek Habib, Anup Majumder, Rabindra Nath Nandi, Farruk Ahmed, M. Shorif Uddin","A Comparative Study of Classifiers in the Context of Papaya Disease Recognition,"
"Sushil Kumar Paul, M. Shorif Uddin, Saida Bouakaz","Face Recognition using Eyes, Nostrils and Mouth Features,"
"Madeena Sultana, M. Shorif Uddin, Farhana Sabrina","High Density Impulse Denoising by a Novel Adaptive Fuzzy Filter,"
Tanzila Rahman and M. Shorif Uddin,"Speckle Noise Reduction and Segmentation of Kidney Regions From Ultrasound Image,"
"M. Motiur Rahman, Mithun Kumar PK, B. Borucki, K. S. Nowinski, M. Shorif Uddin","Speckle noise reduction of Ultrasound images Using Extra-Energy Reduction function,"
"M. Motiur Rahman, Mithun Kumar PK, Gauhar Arefin, M. Shorif Uddin","Speckle Noise Reduction from Ultrasound Images Principal Component Analysis with Bit Plane Slicing and Nonlineear Diffusion Method,"
"M. Shorif Uddin, Madeena Sultana, Tanzila Rahman, and Umme Sayma Busra","Extraction of Texts from a Scene Image using Morphology Based Approach,"
"Racy Gomes, M. Shorif Uddin, Sazzad Hossain","Vision-Based Recognition of Identity Card in Mobile Platform,"
"Sushil Kumar Paul, M. Shorif Uddin, Saida Bouakaz","Extraction of Facial Feature Points Using Cumulative Distribution Function by Varying Single Threshold Group,"
"Sushil Kumar Paul, Saida Bouakaz, M. Shorif Uddin","Automatic Adaptive Facial Feature Extraction Using CDF Analysis,"
"M.N. Haque, M.S. Uddin, M. Abdullah-Al-Wadud, Y. Chung",Fast Reconstruction Technique for Medical Images using Graphics Processing Unit
"Madeena Sultana, M. Shorif Uddin, Nurul Muntasir Mamun, Maaruf Ali","A GPU Based Efficient Trademark Retrieval Technique using a Weighted Combination of Multiple Image Features,"
"Morium Akter, M. Shorif Uddin, Aminul Haque","Diagnosis and Management of Diabetes Mellitus through a Knowledge-Based System,"
"Morium Akter, M. Shorif Uddin, Aminul Haque","Design of an Expert System for the Management of Hypertension in Patients with Diabetes Mellitus,"
"Nafisa Khundker, M. A. Arif, M. Shorif Uddin","Development of a Bangla handwritten postal code recognition system using artificial neural network,"
"Nusrat Jahan, Rofiqun Nahar, M. Shorif Uddin","Web camera based face recognition system for personnel management,"
M. Shorif Uddin and T. Shioyama,"Detection of pedestrian crossing and measurement of crossing length - an image-based navigational aid for blind people,"
M. Shorif Uddin and T. Shioyama,"Robust zebra-crossing detection using bipolarity and projective invariant,"
M. Shorif Uddin and T. Shioyama,"Bipolarity- and projective invariant-based zebra-crossing detection for the visually impaired,"
M. Shorif Uddin and T. Shioyama,"Measurement of the length of pedestrian crossings - a navigational aid for blind people,"
M. Shorif Uddin and T. Shioyama,"Measurement of the length of pedestrian crossings from image data,"
M. Shorif Uddin and T. Shioyama,"Measurement of the length of pedestrian crossings through image processing,"
"T. Shioyama, M. Shorif Uddin, Y. Kawai","Vehicle detection using Gabor filters and affine moment invariants from image data,"
M. Shorif Uddin and T. Shioyama,"Measurement of pedestrian crossing length using vector geometry - an image based technique,"
"M. Shorif Uddin, Y. Yoshida, T. Shioyama","Computer vision-based air bubble detection in gas pipe joints, "
"M. Shorif Uddin, T. T. Son, S. Mita","Fast implementation of window-based methods for stereo correspondence,"
"M. Shorif Uddin, H. Inaba, Y. Yoshida, Y. Itakura","Debris flow velocity estimation: a comparison between gradient-based method and cross-correlation method,"
