Authors,Title
"Recent Trends, Techniques of Blood Glucose Level Prediction for Diabetes Control",Smart Health
"Jamalia Sultana, Mahmuda Naznin, Tanvir Md. Faisal",SSDL–An efficient automated semi-supervised deep learning approach for patient-specific 3D reconstruction of proximal femur from QCT images
"Md Ehtesham-Ul-Haque, Jacob D’Rozario, Rudaiba Adnin, Farhan Tanvir Utshaw, Fabiha Tasneem, Israt Jahan Shefa, A.B.M. Alim Al Islam",EmoBot: Artificial emotion generation through an emotional chatbot during general-purpose conversations
"Md. Shohrab Hossain, Ying-Dar Lin",Offloading in P4 switch Integrated with multiple Virtual Network Function Servers
"Md. Ruhul Amin, Md. Shohrab Hossain",Mohammed Atiquzzaman
"Md Saiful Islam, Wasifur Rahman, Abdelrahman Abdelkader",Sangwu Lee
"Wearable, Ubiquitous Technologies",7(1)
"Md Saiful Islam, Adiba Mahbub Proma, Caleb Wohn, Karen Berger, Serena Uong, Varun Kumar, Katrina Smith Korfmacher, Ehsan Hoque",SEER: Sustainable E-commerce with Environmental-impact Rating
"A novel approach for standardizing clinical laboratory categorical test results using machine learning, string distance similarity",Heliyon
"Rahman Mohammad Nuwaisir, Noman Abdullah Al, Turza Abir Mohammad, Abrar Mohammed Abid, Samee Md Abul Hassan, Rahman M Saifur",ScribbleDom: using scribble-annotated histology images to identify domains in spatial transcriptomics data
"Sarif Sultan Saruar Jahan, Raqeebir Rab, Peom Dutta, Hossain Muhammad Mahdi Hassan Khan, Muhammad Shahariar Karim Badhon, Sumaiya Binte Hassan and",Deep Learning Based Misogynistic Bangla Text Identification from Social Media
"Sanzana Karim Lora, Ishrat Jahana, Rahad Hussain",Rifat Shahriyar
"Samiul Anwar, A. B. M. Alim Al Islam",Efficient algorithms for community aware ridesharing
"Md Ashiqur Rahman, Abdullah Aman Tutul, Mahfuza Sharmin, Md Shamsuzzoha Bayzid",BEENE: deep learning-based nonlinear embedding improves batch effect estimation
"Ishrat Jahan, Najla Abdulrahman Al-Nabhan, Jannatun Noor",Masfiqur Rahaman
"Focusing on the Unfocused: Corresponding Perspectives on Connectivity among Small-Scale Non-Profit Organizations Working for Street Children in Bangladesh, Their Donors",ACM Journal on Computing and Sustainable Societies
"N. A. Al-Nabhan, A. B. M. A. A. Islam",RemOrphan: Object Storage Sustainability through Removing Offline-Processed Orphan Garbage Data
"Sarfaraz Newaz, Md Toki Tahmid, Nadia Al-Aboody & A. B. M. Alim Al Islam",A ubiquitous method for predicting underground petroleum deposits based on satellite data
"Inferring Optimal Species Trees in the Presence of Gene Duplication, Loss: Beyond Rooted Gene Trees",Journal of Computational Biology
"Punam Biswas, Tanzima Hashem, Muhammad Aamir Cheema",Safest Nearby Neighbor Queries in Road Networks
"Tanzima Hashem, Matt Duckham, Mahathir Monjur, Fariha Tabassum Islam",Representative dissimilar path queries: accommodating human movement dynamics in road networks
"Nenad Radosevic, Matt Duckham, Mohammad Saiedur Rahaman, Serene Ho, Katherine Williams, Tanzima Hashem, Yaguang Tao",Spatial data trusts: an emerging governance framework for sharing spatial data
"A Crowd-Enabled Approach for Privacy-Enhanced, Personalized Safe Route Planning for Fixed or Flexible Destinations",IEEE Transactions on Knowledge and Data Engineering
"Developer discussion topics on the adoption, barriers of low code software development platforms",Empirical software engineering
"Actual rating calculation of the zoom cloud meetings app using user reviews on google play store with sentiment annotation of BERT, hybridization of RNN, LSTM",Actual rating calculation of the zoom cloud meetings app using user reviews on google play store with sentiment annotation of BERT and hybridization of RNN and LSTM
"Information, Software Technology",161
"Ammar Sohail, Muhammad Aamir Cheema, Mohammed Eunus Ali, Adel N Toosi, Hesham A Rakha",Data-driven approaches for road safety: A comprehensive systematic literature review
"IEEE Transactions on Knowledge, Data Engineering",35
"Nabil Ibtehaz, SM Shakhawat Hossain Sourav, Md Shamsuzzoha Bayzid, M Sohel Rahman",Align-gram: Rethinking the Skip-gram Model for Protein Sequence Analysis
"Multi-objective optimization, heuristic based solutions for evacuation modeling",Transportation research interdisciplinary perspectives
"Nabil Ibtehaz, Muhammad EH Chowdhury, Amith Kh,akar, Serkan Kiranyaz, M Sohel Rahman, Susu M Zughaier",RamanNet: a generalized neural network architecture for Raman spectrum analysis
"Ahmed Shehab Sarar, Rifat Zaara Tasnim, Rahman M Saifur, Rahman M Sohel",Succinylated lysine residue prediction revisited
"Nayeem Muhammad Ali, Samudro Naser Anjum, Rahman M Saifur, Rahman M Sohel",MAMMLE: A Framework for Phylogeny Estimation Based on Multiobjective Application-aware Multiple Sequence Alignment and Maximum Likelihood Ensemble
"Mim Sharmin Akter, Md Zarif-Ul-Alam, Rezwana Reaz",Md Shamsuzzoha Bayzid
"Abrar Mohammed Abid, Kaykobad M, Rahman M Saifur, Samee Md Abul Hassan",NoVaTeST: identifying genes with location-dependent noise variance in spatial transcriptomics data
"Journal of Network, Systems Management",Springer
"Jamalia Sultana, Benzir Md Ahmed, Mohammad Mehedy Masud, A. K. Obidul Huq, Mohammed Eunus Ali, Mahmuda Naznin",A Study on Food Value Estimation From Images: Taxonomies
"Towards associating negative experiences, recommendations reported by Hajj pilgrims in a mass-scale survey",Heliyon
"SAINT-Angle: self-attention augmented inception-inside-inception network, transfer learning improve protein backbone torsion angle prediction",Bioinformatics Advances
"Santa Maria Shithil, Muhammad Abdullah Adnan",A Prediction Based Replica Selection Strategy for Reducing Tail Latency in Geo-Distributed Systems
"Navid Bin Hasan, Metin Balaban, Avijit Biswas",Md. Shamsuzzoha Bayzid
"Mohammad Tawhidul Hasan Bhuiyan, Muhammad Rashed Alam, M. Sohel Rahman",Computing the longest common almost-increasing subsequence
"CHAPAO: likelihood, hierarchical reference based representation of biomolecular sequences, applications to compressing multiple sequence alignments",PLoS ONE
"Md. Adnanul Islam, Md. Saidul Hoque Anik, and A. B. M. Alim Al Islam",An enhanced rbmt: When rbmt outperforms modern data-driven translators
"Crowd Evacuation in Hajj Stoning Area: Planning through Modeling, Simulation",Sustainability
"Taslim Arefin Khan, Tarik Reza Toha, Saiful Islam Salim",Md Toki Tahmid
"Tarik Reza Toha, Najla Abdulrahman Al-Nabhan, Saiful Islam Salim, Masfiqur Rahaman, Uday Kamal, and A.B.M. Alim Al Islam",LC-Net: Localized Counting Network for Extremely Dense Crowds
"Orchestrating Image Retrieval, Storage Over a Cloud System",IEEE Transactions on Cloud Computing
"Metin Balaban, Nishat Anjum Bristy, Ahnaf Faisal",Md Shamsuzzoha Bayzid
"EGRET: edge aggregated graph attention networks, transfer learning improve proteinâ€“protein interaction site prediction",Briefings in Bioinformatics
"Md Ruhul Amin, Md Shohrab Hossain, An RTS-CTS based medium access control protocol for full-duplex wireless local area networks",Ad Hoc Networks
"Security, privacy threats for bluetooth low energy in iot, wearable devices: A comprehensive survey",IEEE Open Journal of the Communications Societ
"Asad Ali, Samin Rahman Khan, Sadman Sakib, Md Shohrab Hossain, Ying-Dar Lin",Federated 3GPP Mobile Edge Computing systems: a transparent proxy for third party authentication with application mobility support
"Information, Software Technology",143
"Md Ashraful Islam, Mir Mahathir Mohammad, Sarkar Snigdha Sarathi Das",Mohammed Eunus Ali
"Md Saddam Hossain Mukta, Salekul Islam, Swakkhar Shatabda, Mohammed Eunus Ali, Akib Zaman",Predicting academic performance: Analysis of studentsâ€™ mental health condition from social media interactions
"Syed Moshfeq Salaken, Imali Hettiarachchi, Afsana Ahmed Munia, Md Mehedi Hasan, Abbas Khosravi, Shady Mohamed, Ashikur Rahman",Predicting Cognitive Load of an Individual With Knowledge Gained From Others: Improvements in Performance Using Crowdsourcing
"Md Adnan Arefeen, Sumaiya Tabassum Nimi, M Sohel Rahman, Neural Network-Based Undersampling Techniques, IEEE Transactions on Systems, Man",and Cybernetics: Systems
"Sazan Mahbub, Shashata Sawmya, Arpita Saha",Rezwana Reaz
"A Shallow U-Net Architecture for Reliably Predicting Blood Pressure (BP) from Photoplethysmogram (PPG), Electrocardiogram (ECG) Signals",Sensors
"Md Zahangir Alam, Albino Simonetti, Raffaele Brillantino, Nick Tayler, Chris Grainge, P,ula Siribaddana, SA Reza Nouraei, James Batchelor, M Sohel Rahman, Eliane V Mancuzo, John W Holloway, Judith A Holloway, Faisal I Rezwan",Predicting Pulmonary Function From the Analysis of Voice: A Machine Learning Approach
"Bassam Ali Jaber, Mowafa Househ, Zubair Shah",M Sohel Rahman
"Shehab S Ahmed, Zaara T Rifat, Ruchi Lohia",Arthur J Campbell
"Farhanaz Farheen, Md Salman Shamil, Nabil Ibtehaz",M Sohel Rahman
"Recommendations, Preliminary Implications for ICT Curriculum Reform",Education Sciences
"Multinomial Convolutions for Joint Modeling of Regulatory Motifs, Sequence Activity Readouts",Genes
"Mohammad Tawhidul Hasan Bhuiyan, Muhammad Rashed Alam, M Sohel Rahman",Computing the longest common almost-increasing subsequence
"Nabil Ibtehaz, Sakib Mahmud, Muhammad EH Chowdhury, Amith Kh,akar, Muhammad Salman Khan, Mohamed Arselene Ayari, Anas M Tahir, M Sohel Rahman",PPG2ABP: Translating Photoplethysmogram (PPG) Signals to Arterial Blood Pressure (ABP) Waveforms
"Mahdi Baghbanzadeh, Madison Smith, Juergen Pilz, M Sohel Rahman, Ajlina Karamehic-Muratovic, Ashvita Garg, Esther Annan, Uyen-Sa DT Nguyen, Nathan Schedler, Rajesh N,y, Rafiul Islam, Ubydul Haque, Country-Level Governance Indicators as Predictors of COVID-19 Morbidity, Mortality",and Vaccination Coverage: An Exploratory Global Analysis
"Deponker Sarker Depto, Md Mashfiq Rizvee, Aimon Rahman",Hasib Zunair
"NABNet: A Nested Attention-guided BiConvLSTM network for a robust prediction of Blood Pressure components from reconstructed Arterial Blood Pressure waveforms using PPG, ECG signals",Biomedical Signal Processing
"Md. Manzurul Hasan, Shaheena Sultana, Md. Saidur Rahman",Sliding column model for t- unit bar visibility representations of graphs
"Jony Sheikh Saifur Rahman, Shahriyar Rifat, Rahman M Saifur, Rahman M Sohel, Alam Tanvir",Linking Tweets Towards Geo-Localized Policies: COVID-19 Perspective
"Sana Joydeb Kumar, Abedin Mohammad Zoynul, Rahman M Sohel, Rahman M Saifur",A novel customer churn prediction model for the telecommunication industry using data transformation methods and feature selection
"Tarafder Sumit, Islam Mazharul, Shatabda Swakkhar, Rahman Atif",Figbird: a probabilistic method for filling gaps in genome assemblies
"Md. Afzalur Rahaman, Abu Sayed Md. Latiful Hoque, An effective evaluation system to grade programming assignments automatically",Int. J. Learning Technology
"Abir Bin Ayub Khan, Abu Sayed Md Latiful Hoque",Privacy preserved incremental record linkage
"Tanveer Awal, Md. Masum Mushfiq, A. B. M. Alim Al Islam",Fault Tolerance Analysis of Car-Following Models for Autonomous Vehicles
"r -Gatherings on a star, uncertain r-gatherings on a line",Discrete Mathematics
"Das Sarkar Snigdha Sarathi, Shanto Subangkar Karmaker, Rahman Masum, Islam Md Saiful, Rahman Atif Hasan, Masud Mohammad M, Ali Mohammed Eunus",BayesBeat: Reliable Atrial Fibrillation Detection from Noisy Photoplethysmography Data
"A privacy-preserving National Clinical Data Warehouse: Architecture, analysis",Smart Health
"Algorithms, Applications (DMAA)",2022.
"Sheikh Azizul Hakim, Bishal Basak Papan, Md. Saidur Rahman",New results on pairwise compatibility graphs
"Md. Manzurul Hasan, Debajyoti Mondal, Md. Saidur Rahman",Positive planar satisfiability problems under 3-connectivity constraints
"Information, Software Technology",142
"Social Network Analysis, Mining (SNAM)",12
"Md Saiful Islam, Mohammed Eunus Ali, Yong-Bin Kang",Timos Sellis
"Computational Biology, Chemistry",To appear
"Bishal Basak Papan, Protik Bose Pranto, Md Saidur Rahman",On 2-Interval Pairwise Compatibility Properties of Two Classes of Grid Graphs
"Journal on Social Network Analysis, Mining (SNAM)",Springer
"Mahim Mahbub, Muhammad Abdullah Adnan",
"Compressed Neural Architecture Utilizing Dimensionality Reduction, Quantization",Applied Intelligence (APIN)
"Improving Lookup, Query Execution Performance in Distributed Big Data Systems using Cuckoo Filter",Journal of Big Data
"Sustainable Cities, Society",76
"Junaed Younus Khan, Md Tawkat Islam Khondaker, Sadia Afroz",Gias Uddin
"The Disproportionate Impact of COVID-19 among Undocumented Immigrants, Racial Minorities in the US",International Journal of Environmental Research and Public Health
"Zakaria Mehrab, Jaiaid Mobin, Ibrahim Asadullah Tahmid",and Atif Rahman
"Experiments, Detection",IEEE Transactions on Dependable and Secure Computing
"Strategizing secured image storing, efficient image retrieval through a new cloud framework",Journal of Network and Computer Applications
"Afnan Alhindi, Deem Alyami, Aziza Alsubki",Razan Almousa
"Species tree estimation from gene trees by minimizing deep coalescence, maximizing quartet consistency: a comparative study, the presence of pseudo species tree terraces",Systematic Biology
"Biological computation, computational biology: survey",challenges
"Neamat Al Sarah, Fahmida Yasmin Rifat, Md Shohrab Hossain",Husnu S Narman
"Denial-of-service attacks on wireless sensor network, defense techniques",Wireless Personal Communications
"Mahathir, Hoque",Iram Tazim and Hashem
"An Intelligent IoT Approach for Analyzing, Managing Crowds",IEEE Access
"Towards achieving a delicate blending between rule-based translator, neural machine translator",Neural Computing and Applications
"Junaed Younus Khan, Md Tawkat Islam Khondaker, Sadia Afroz",Gias Uddin
"Masum Hasan, Anindya Iqbal, Mohammad Rafid Ul Islam, AJM Imtiajur Rahman, Amiangshu Bosu",Using a balanced scorecard to identify opportunities to improve code review effectiveness: an industrial experience report
"Analyzing Predictors of Control Measures, Psychosocial Problems Associated with COVID-19 Pandemic: Evidence from Eight Countries",Behavioral Sciences
"Md. Salman Shamil, Farhanaz Farheen, Nabil Ibtehaz, Irtesam Mahmud Khan, M. Sohel Rahman",An Agent-Based Modeling of COVID-19: Validation
"Md Saddam Hossain Mukta, Ahmed Shahriar Sakib, Md Adnanul Islam",Mohammed Eunus Ali
"Dhaka, Copenhagen Road Networks",34
"ACM Transactions on Spatial Algorithms, Systems (TSAS)",8
"Data Mining, Knowledge Discovery",35
"Ahmed Shahriar Sakib, Md Saddam Hossain Mukta, Fariha Rowshan Huda, AKM Najmul Islam, Tohedul Islam, Mohammed Eunus Ali",Identifying insomnia from social media posts: psycholinguistic analyses of user tweets
"Nabil Ibtehaz, M Kaykobad, M Sohel Rahman",Multidimensional segment trees can do range updates in poly-logarithmic time
"Md Shariful Islam Bhuyan, Itsik Peâ€™er, M Sohel Rahman",SICaRiO: short indel call filtering with boosting
"Aimon Rahman, M Sohel Rahman, MRC Mahdy",3C-GAN: class-consistent CycleGAN for malaria domain adaptation model
"Tissue, Cell",73
"COVID-19 infection localization, severity grading from chest X-ray images",Computers in biology and medicine
"The Disproportionate Impact of COVID-19 among Undocumented Immigrants, Racial Minorities in the US",International Journal of Environmental Research and Public Health
"Nabil Ibtehaz, Muhammad EH Chowdhury, Amith Khandakar, Serkan Kiranyaz, M Sohel Rahman, Anas Tahir, Yazan Qiblawey, Tawsifur Rahman",EDITH : ECG Biometrics Aided by Deep Learning for Reliable Individual Authentication
"Nabil Ibtehaz, Ishtiaque Ahmed, Md Sabbir Ahmed, M Sohel Rahman, Rajeev K Azad, Md Shamsuzzoha Bayzid",SSG-LUGIA: Single Sequence based Genome Level Unsupervised Genomic Island Prediction Algorithm
"Saiful Islam Salim, Najla Abdulrahman Al-Nabhan, Masfiqur Rahaman, Nafisa Islam, Tarik Reza Toha, Jannatun Noor, Adnan Quaium, Aaiyeesha Mostak, Mainul Hossain, Md. Masum Mushfiq, A B M Alim Al Islam",Human-Survey Interaction HSI: A Study on Integrity of Human Data Collectors in a Mass-Scale Hajj Pilgrimage Survey
"Rahman Atif, Pachter Lior",SWALO: scaffolding with assembly likelihood optimization
"Proceedings of International Conference on Recent Theories, Applications in Transportation, Mobility (RTATM ) October 14-15",2021 Prague
"Sajeda Akter, Sriram Chellappan, Tusher Chakraborty, Taslim Arefin Khan, Ashikur Rahman, A. B. M. Alim Al Islam",Man-in-the-Middle Attack on Contactless Payment over NFC Communications: Design Implementation Experiments and Detection
"How Do Developers Discuss, Support New Programming Languages in Technical Q&A Site? An Empirical Study of Go",Swift
"Wasifur Rahman, Sangwu Lee, Md Saiful Islam, Victor Nikhil Antony, Harshil Ratnu, Mohammad Rafayet Ali, Abdullah Al Mamun, Ellen Wagner, Stella Jensen-Roberts, Emma Waddell, Taylor Myers, Meghan Pawlik, Julia Soto, Madeleine Coffey, Aayush Sarkar, Ruth Sc",Detecting Parkinson Disease Using a Web-Based Speech Task: Observational Study
"Zzaman Rashed Uz, Nowreen Sara, Khan Irtesam Mahmud, Islam Md, Ibtehaz Nabil, Rahman M Saifur, Zahid Anwar, Farzana Dilruba, Sharmin Afroza, Rahman M Sohel, others",A Machine Learning-based Approach for Groundwater Mapping
"Mahim Mahbub, and Zahin Wahab, Rezwana Reaz, M Saifur Rahman, and Md Shamsuzzoha Bayzid",wQFM: highly accurate genome-scale species tree estimation from weighted quartets
"Anjum Naser, Nabil Raian Latif, Rafi Rakibul Islam, Bayzid Shamsuzzoha, Rahman M. Saifur",CD-MAWS: An Alignment-free Phylogeny Estimation Method Using Cosine Distance on Minimal Absent Word Sets
"r -Gatherings on a star, uncertain r -gatherings on a line",Discrete Mathematics
"Computer Methods, Programs in Biomedicine",213
"Automation of Photonic Networks Using Machine Learning: Case Studies, Future Works (Invited Paper)",IEEE Photonics Technology Letters (Impact factor - 2.46)
"Exploring the Tensions between the Owners, the Drivers of Uber Cars in Urban Bangladesh",Proceedings of the ACM on Human-Computer Interaction (PACMHCI)
"Md Aminur Rahman*, Rayhan Rashed*, Sharmin Akther Purabi, Noshin Ulfat, Sriram Chellappan, ABM Alim Al Islam",Dakter Bari: Introducing Intermediary to Ensure Healthcare Services to Extremely Impoverished People
"International Journal of Pattern Recognition, Artificial Intelligence (IJPRAI)",35
"An Experimental Approach to Exact, Random Boolean-widths, their Comparison with Other Width Parameters",The Computer Journal
"Hoque Iram Tazim, Ibtehaz Nabil, Chakravarty Saumitra, Rahman M Saifur, Rahman M Sohel",A contour property based approach to segment nuclei in cervical cytology images
"Nayeem Muhammad Ali, Rahman M Sohel",Feature-ranking-based ensemble classifiers for survivability prediction of intensive care unit patients using lab test data
"Mehrab Zakaria, Mobin Jaiaid, Tahmid Ibrahim Asadullah, Rahman Atif",Efficient association mapping from k-mers—An application in finding sex-specific sequences
"Feasibility, Challenges of 5G Network Deployment in Least Developed Countries (LDC)",Wireless Sensor Network
"Scalable, Geo-Distributed PCA for Big Data Analytics",Elsevier Journal on Information Systems
"Mujtahid, Akon",Muntashir and Kabir
"Towards Greening MapReduce Clusters Considering both Computation Energy, Cooling Energy",IEEE Transactions on Parallel and Distributed Systems
"Md Fazal Naser, Mahmood Hasan, Md Waliul Islam, Tajkera Sultana Chowdhury, Md Shohrab Hossain",Low intensity Extra Corporeal Shock Wave Therapy in Patients with Erectile Dysfunction: Our experience in ACKU
"Md Tawkat Islam Khondaker, Junaed Younus Khan, Tanvir Alam, and M. Sohel Rahman",Agree-to-Disagree (A2D): A Deep Learning based Framework for Authorship Discrimination Task in Corpus-specificity Free Manner.
"Md Tawkat Islam Khondaker, Junaed Younus Khan, Mahmoud Ahmed Refaee, Nady El Hajj, M. Sohel Rahman, and Tanvir Alam",Obesity in Qatar: A Case-Control Study on the Identification of Associated Risk Factors.
"Toward Preparing a Knowledge Base to Explore Potential Drugs, Biomedical Entities Related to COVID-19: Automated Computational Approach.",JMIR Medical Informatics
"Nayeem Muhammad Ali, Bayzid Md Shamsuzzoha, Rahman Atif Hasan, Shahriyar Rifat, Rahman M Sohel",Multiobjective formulation of multiple sequence alignment for phylogeny inference (Can an application-aware measure guide towards better phylogeny estimation?)
"Ananya Bhattacharjee, Md. Shamsuzzoha Bayzid",Machine learning based imputation techniques for estimating phylogenetic trees from incomplete distance matrices
"Learning from Tweets: Opportunities, Challenges to Inform Policy Making During Dengue Epidemic",Proceedings of the ACM on Human-Computer Interaction
"Simulation Modelling Practice, Theory",105
"Mazharul Islam, Kowshika Sarker, Trisha Das, Rezwana Reaz, Md Shamsuzzoha Bayzid",STELAR: a statistically consistent coalescent-based species tree estimation method by maximizing triplet consistency
"Network, System Sciences",13
"The American Journal of Tropical Medicine, Hygiene",104
"Md Adnan Arefeen, Sumaiya Tabassum Nimi, M. Sohel Rahman, S. Hasan Arshad, John W. Holloway, Faisal I. Rezwan",Prediction of Lung Function in Adolescence Using Epigenetic Aging: A Machine Learning Approach
"Md. Tawkat Islam Khondaker, Junaed Younus Khan, Mahmoud Ahmed Refaee, Nady El Hajj, M. Sohel Rahman, Tanvir Alam",Obesity in Qatar: A Case-Control Study on the Identification of Associated Risk Factors
"Reaz Chowdhury, M. Arifur Rahman, M. Sohel Rahman, M.R.C. Mahdy",An approach to predict and forecast the price of constituents and index of cryptocurrency using machine learning
"Tanvir Alam, M. Sohel Rahman",To trace or not to trace: Saving lives from COVID-19 at the cost of privacy breach in Bangladesh
"Md. Tawkat Islam Khondaker, Junaed Younus Khan, Tanvir Alam, M. Sohel Rahman",Agree-to-Disagree (A2D): A Deep Learning-Based Framework for Authorship Discrimination Task in Corpus-Specificity Free Manner
"M R C Mahdy, Hamim Mahmud Rivy, Ziaur Rahman Jony, Nabila Binte Alam, Nabila Masud, Golam Dastegir Al Quaderi, Ibraheem Muhammad Moosa, Chowdhury Mofizur Rahman, M Sohel Rahman",Dielectric or plasmonic Mie object at airâ€“liquid interface: The transferred and the traveling momenta of photon
"Mathematical, Computational Applications",25
"Tissue, Cell",69
"Implementation of artificial intelligence, non-contact infrared thermography for prediction, personalized automatic identification of different stages of cellulite",EPMA Journal
"Khan Junaed Younus, Khondaker Md Tawkat Islam, Hoque Iram Tazim, Al-Absi Hamada RH, Rahman Mohammad Saifur, Guler Reto, Alam Tanvir, Rahman M Sohel",Toward Preparing a Knowledge Base to Explore Potential Drugs and Biomedical Entities Related to COVID-19: Automated Computational Approach
"Muhammad Ali Nayeem, Md Shamsuzzoha Bayzid, Atif Hasan Rahman",Rifat Shahriyar
"Saiful Islam, Khaled Hasan, Rifat Shahriyar",Mining Developer Questions about Major NoSQL Databases
"Mehrab Zakaria, Mobin Jaiaid, Tahmid Ibrahim Asadullah, Pachter Lior, Rahman Atif",Reference-free Association Mapping from Sequencing Reads Using k-mers
"Nayeem Muhammad Ali, Bayzid Md Shamsuzzoha, Rahman Atif Hasan, Shahriyar Rifat, Rahman M Sohel",Multiobjective Formulation of Multiple Sequence Alignment for Phylogeny Inference
"Evaluation of classification, forecasting methods on time series gene expression data",PLoS ONE
"Julian M. W. Quinn, A. H. M. Kamal",Lung cancer detection using enhanced segmentation accuracy
"Sumaiya Iqbal,Eduardo Pérez-Palma,Jakob B. Jespersen,Patrick May,David Hoksza,Henrike O. Heyne,Shehab S. Ahmed,Zaara T. Rifat,M. Sohel Rahman,Kasper Lage,Aarno Palotie,Jeffrey R. Cottrell,Florence F. Wagner,Mark J. Daly,Arthur J. Campbell,Dennis Lal, Comprehensive characterization of amino acid positions in protein structures reveals molecular effect of missense variants, Proceedings of the National Academy of Sciences of the United States of America",2020. DOI
"Farhana, Rahman",Wasifur and Rahman
"Sharmin, S., Chakma",D
"Shafayat Ahmed, Muhammad Abdullah Adnan",Improving End-to-End Bangla Speech Recognition with Semi-supervised Training
"Muhammed Mas-ud Hussain, Mir Imtiaz Mostafiz, S. M. Farabi Mahmud",Goce Trajcevski
"Modeling Weather-Aware Prediction of User Activities, Future Visits",IEEE Access
"Design Issues, Their Challenges",Journal of Information (MDPI)
"A Survey on Android Security: Development, Deployment Hindrance, Best Practices",Telecommunication Computing Electronics and Control (TELKOMNIKA)
"Mostofa Rafid Uddin, Sazan Mahbub, Mohammad Saifur Rahman, Md. Shamsuzzoha Bayzid",SAINT: Self-Attention Augmented Inception-Inside-Inception Network Improves Protein Secondary Structure Prediction
"Sumaiya Iqbal, David Hoksza, Eduardo Pérez-Palma, Patrick May, Jakob B Jespersen, Shehab Sarar Ahmed, Zaara Rifat, Henrike O Heyne, M. Sohel Rahman, Jeffrey R Cottrell, Florence F Wagner, Mark J Daly, Arthur J Campbell, Dennis Lal",MISCAST: MIssense variant to protein StruCture Analysis web SuiTe
"Abu Reyan Ahmed, Md. Saidur Rahman, Stephen G. Kobourov",Online facility assignment
"Shahidul Islam Khan, Abu Sayed Md. Latiful Hoque",SICE: an improved missing data imputation technique
