Authors,Title
"Farhana Huq, Nahar Sultana, Palash Roy, Md. Abdur Razzaque, Shamsul Huda, Mohammad Mehedi Hassan","Cross Regional Online Food Delivery: An E-business Framework, Service Quality Optimization, and Real-time Order Assignment"
"Sakib Al Jobaid, Upama Kabir, Mosarrat Jahan","Scalable data management in global health crises: Leveraging blockchain technology"
"Nahar Sultana, Farhana Huq, Palash Roy, Md. Abdur Razzaque, MM Rahman, T. Akter, MM Hassan","Context Aware Clustering and Meta Heuristic Resource Allocation for NB-IoT D2D Devices in Smart Healthcare Applications"
"Sudip CG, M. Maruf Hossain, BC Das, Palash Roy, Md. Abdur Razzaque, Saiful Azad, MM Hassan, C Savaglio, G Fortino","VESBELT: An Energy-Efficient and Low-Latency Aware Task Offloading in Maritime Internet-of-Things Networks Using Ensemble Neural Networks"
"Mohd Sayemul Haque, Md Fahim, Muhammad Ibrahim","An Exploratory Study on Simulated Annealing for Feature Selection in Learning-to-Rank"
"Nafis Sajid, Md Rashidul Hasan, Muhammad Ibrahim","Feature Engineering in Learning-to-Rank for Community Question Answering Task"
"Nazifa Hia, Ishrat Emu, Muhammad Ibrahim, Sumon Ahmed","A Differential Evolution-based Pseudotime Estimation Method for Single-cell Data"
"Safiqul Islam, Mahadi Ahammed, N. A. Siddiquee, Palash Roy, Md. Abdur Razzaque, MM Hassan, Kashif Saleem","QoE Aware Service Placement Scheme in Mobile Edge Computing Exploiting Hyper-Heuristic Approach"
"Sujan Sarker, Md. Tanvir Arafat, Aiman Lameesa, Mahbuba Afrin, Redowan Mahmud, Md. Abdur Razzaque, Tariq Iqbal","FOLD: Fog-Dew Infrastructure-aided Optimal Workload Distribution for Cloud Robotic Operations"
"Shamyo Brotee, Farhan Kabir, Md. Abdur Razzaque, Palash Roy, Md. Mamun-Or-Rashid, M.R. Hassan, M.M. Hassan","Optimizing UAV-UGV Coalition Operations: A Hybrid Clustering and Multi-Agent Reinforcement Learning Approach for Path Planning in Obstructed Environment"
"Nishat Tasnim Mim, Md Eusha Kadir, Suravi Akhter, Muhammad Asif Hossain Khan","An Overlapping Conscious Relief-based Feature Subset Selection Method"
"Md Ashraful Islam, Chowdhury Farhan Ahmed, Md Tanvir Alam, Carson Kai-Sang Leung","Graph-based substructure pattern mining with edge-weight"
"Saiful Azad, Mufti Mahmud, Kamal Z. Zamli, Sobhana Jahan, Shamim Kaiser, Md. Abdur Razzaque","iBUST: An intelligent behavioral trust model for securing industrial cyber-physical systems"
"Abdur Razzak, Md. Tariqul Islam, Palash Roy, Md. Abdur Razzaque, MM Hassan","Leveraging Deep Q-Learning to Maximize Consumer Quality of Experience in Smart Grid"
"Shabab Murshed, Abu Shaikh Nibir, Md. Abdur Razzaque, Palash Roy, Ahmed Z. E., MR Hassan, MM Hassan","Weighted Fair Energy Transfer in a UAV Network: A Multi-Agent Deep Reinforcement Learning Approach"
"Pranjal K. Nandi, Md. Reajul Islam, Sujan Sarker, Palash Roy, Md. Abdur Razzaque","Task Offloading to Edge Cloud Balancing Utility and Cost for Energy Harvesting IoT"
"Nujhat Nawmi, F. Shanta, Palash Roy, M. Rashid, Sujan Sarker, Md. Abdur Razzaque, MM Hassan","Task Execution Exploiting Grey Wolf Optimization in Collaborative Edge Computing"
"Zhang Wenhua, Mohammad Kamrul Hasan, Ahmad Fadzil Ismail, Zhang Yanke, Md Abdur Razzaque, Shayla Islam, Budati Anil Kumar","Data security in smart devices: Advancement, constraints and future recommendations"
"Md. Shafiqul Islam, Muntaha Tasnim, Upama Kabir, Mosarrat Jahan","Securing Smart Home against Sinkhole Attack using Weight-based IDS Placement Strategy"
"Md. Mahmudul Hasan, Mosarrat Jahan, Shaily Kabir","A Trust Model for Edge-Driven Vehicular Ad Hoc Networks Using Fuzzy Logic"
"Mosarrat Jahan, Fatema Tuz Zohra, Md. Kamal Parvez, Upama Kabir, Abdul Mohaimen Al Radi, Shaily Kabir","An end-to-end authentication mechanism for Wireless Body Area Networks"
"Md. Mahmudul Hasan, Mosarrat Jahan, Shaily Kabir","A Trust Model for Edge-Driven Vehicular Ad Hoc Networks using Fuzzy Logic"
"Syeda Nabila Akter, Afsana Kabir Sinthia, Palash Roy, Md. Abdur Razzaque, MM Hassan","Reputation Aware Optimal Team Formation for Collaborative Software Crowdsourcing in Industry 5.0"
"Hasin Rehana, Muhammad Ibrahim, Md. Haider Ali","Plant Disease Detection using Region-Based Convolutional Neural Network"
"Muhammad Aminur Rahaman, Md. Haider Ali, Md. Hasanuzzaman","Real-time computer vision-based gestures recognition system for bangla sign language using multiple linguistic features analysis"
"Mosarrat Jahan, Fatema Tuz Zohra, Md. Kamal Parvex, Upama Kabir, Abdul Mohaimen Al Radi, Shaily Kabir","An end-to-end authentication mechanism for wireless body area networks"
"Raihan Dewon Eman, Mosarrat Jahan, Upama Kabir","A multi-device user authentication mechanism for Internet of Things"
"Sarder Iftekhar Ahmed, Muhammad Ibrahim, Md Nadim, Md Mizanur Rahman, Maria Mehjabin Shejunti, Taskeed Jabid, Md Sawkat Ali","MangoLeafBD: A Comprehensive Image Dataset to Classify Diseased and Healthy Mango Leaves"
"Afsana Mimi, Sayeda Fatema Tuj Zohura, Muhammad Ibrahim, Riddho Ridwanul Haque, Omar Farrok, Taskeed Jabid, Md Sawkat Ali","Identifying Selected Diseases of Leaves using Deep Learning and Transfer Learning Models"
"Tashreef Muhammad, Anika Bintee Aftab, Muhammad Ibrahim, Md. Mainul Ahsan, Maishameem Meherin Muhu, Shahidul Islam Khan, Mohammad Shafiul Alam","Transformer-Based Deep Learning Model for Stock Price Prediction: A Case Study on Bangladesh Stock Market"
"Anika Tahsin, Palash Roy, Md. Abdur Razzaque, Md. Mamun-Or-Rashid, MM Hassan","Energy Cooperation among Sustainable Base Stations in Multi-Operator Cellular Networks"
"Shaily Kabir, Christian Wagner, Zack Ellerby","Towards Handling Uncertainty-at-Source in AI – A Review and Next Steps for Interval Regression"
"Mohammad Kamrul Hasan, AKM Ahasan Habiba, Zarina Shukur, Fazil Ibrahim, Shayla Islam, Md. Abdur Razzaque","Review on cyber-physical and cyber-security system in smart grid: Standards, protocols, constraints, and recommendations"
"Nadia Motalib Laboni, Sadia Jahangir Safa, Selina Sharmin, Md. Abdur Razzaque, Md. Mustafizur Rahman, MM Hassan","A Hyper Heuristic Algorithm for Efficient Resource Allocation in 5G Mobile Edge Clouds"
"Jesan Ahammed Ovi, Md. Ashraful Islam, Md. Rezaul Karim","BaNeP: An End-to-End Neural Network Based Model for Bangla Parts-of-Speech Tagging"
"M. Shahjalal, Nusrat Farhana, Palash Roy, Md. Abdur Razzaque, Kuljeet Kaur, MM Hassan","A Binary Gray Wolf Optimization algorithm for deployment of Virtual Network Functions in 5G hybrid cloud"
"Jesan Ahammed Ovi, Md Ashraful Islam, Md Rezaul Karim","BaNeP: An End-to-End Neural Network Based Model for Bangla Parts-of-Speech Tagging"
"Md Tanvir Alam, Chowdhury Farhan Ahmed, Md Samiullah, Carson Kai-Sang Leung","Discovering Interesting Patterns from Hypergraphs"
"Ekram Hossain, Md. Rezaul Karim, Mir Hasan, Syeed Abrar Jaoad, Tauhid Tanjim, Md. Mosadek Khan","SPaFE: A Crowdsourcing and Multimodal Recommender System to Ensure Travel Safety in a City"
"Farhana Huq, Nahar Sultana, Sujan Sarker, Md. Abdur Razzaque, MM Hassan","Profit and Satisfaction Aware Order Assignment for Online Food Delivery Systems Exploiting Water Wave Optimization"
"Md Rabiul Haque, Mohammad Shariful Islam, Md Khalid Hasan, Md Salim Hossain, Muhammad Asif Hossain Khan, Farhin Islam","Determinants of anxiety and depression among Bangladeshi adults during COVID-19 lockdown: An online survey"
"Dewan Tariq Hasan, Md Mosaddek Khan, Muhammad Ibrahim, Ibrahem Almansour","On Evaluation of Patrolling and Signalling Schemes to Prevent Poaching in Green Security Games"
"Md Tanvir Alam, Amit Roy, Chowdhury Farhan Ahmed, Md Ashraful Islam, Carson K. Leung","UGMINE: utility-based graph mining"
"Jargis Ahmed, Md. Abdur Razzaque, Md. Mustafizur Rahman, Salman A. AlQahtani, MM Hassan","A Stackelberg Game-Based Dynamic Resource Allocation in Edge Federated 5G Network"
"Md. Ashraful Islam, Md Towhiduzzaman, Md Bhuiyan, Tauhidul Islam, Abdullah Al Maruf, Jesan Ahammed Ovi","BaNeL: an encoder-decoder based Bangla neural lemmatizer"
"Md. Tanvir Alam, Amit Roy, Chowdhury Farhan Ahmed, Md. Ashraful Islam, Carson K. Leung","UGMINE: Utility Based Graph Mining"
"Muhammad Ibrahim","Evolution of Random Forest from Decision Tree and Bagging: A Bias- Variance Perspective"
"Md Tanvir Alam, Chowdhury Farhan Ahmed, Md Samiullah","A Vertex-extension based Algorithm for Frequent Pattern Mining from Graph Databases"
"Muhammad Ibrahim","Understanding Bias and Variance of Learning-to-Rank Algorithms: An Empirical Framework"
"Muhammad Ibrahim","Sampling Non-Relevant Documents of Training Sets for Learning-to-Rank Algorithms"
"M. W. Allvi, M. Hasan, L. Rayan, M. Shahabuddin, Md. Mosadek Khan, Muhammad Ibrahim","Feature Selection for Learning-to-Rank using Simulated Annealing"
"Muhammad Ibrahim","An Empirical Comparison of Random Forest-Based and Other Learning-to-Rank Algorithms"
"Md. Abdul Mannan Mondal, Mohammad Haider Ali","Self-Guided Stereo Correspondence Estimation Algorithm"
"Shaily Kabir, Christian Wagner, Timothy C. Havens, Derek T. Anderson","A Similarity Measure Based on Bidirectional Subsethood for Intervals"
"Md. Abdul Mannan Mondal, Mohammad Haider Ali","Disparity of Stereo Images by Self-Adaptive Algorithm"
"Md. Abdul Mannan Mondal, Mohammad Haider Ali","Stereo Correspondence Estimation by Two Dimensional Real Time Spiral Search Algorithm"
"Muhammad Ibrahim","Reducing Correlation of Random Forest-Based Learning-to-Rank Algorithms Using Sub-Sample Size"
"Maliha Momtaz, Abu Ahmed Ferdaus, Chowdhury Farhan Ahmed, Mohammad Samiullah","Maximal and closed frequent itemsets mining from uncertain database and data stream"
"M. Momtaz, A.A. Ferdaus, C.F. Ahmed, M. Samiullah","Maximal and closed frequent itemsets mining from uncertain database and data stream"
"Sadia Sharmin, Mohammad Shoyaib, Amin Ahsan Ali, Muhammad Asif Hossain Khan, Oksam Chae","Simultaneous Feature Selection and Discretization based on Mutual Information"
"Tahira Alam, Chowdhury Farhan Ahmed, Sabit Anwar Zahin, Muhammad Asif Hossain Khan, Maliha Tashfia Islam","An Effective Recursive Technique for Multi-Class Classification and Regression for Imbalanced Data"
"Md Mahmudur Rahman, Chowdhury Farhan Ahmed, Carson Kai-Sang Leung","Mining weighted frequent sequences in uncertain databases"
"Muhammad Aminur Rahaman, Mahmood Jasim, Md Haider Ali, Md Hasanuzzaman","Bangla Language Modeling Algorithm for Automatic Recognition of Hand-Sign-Spelled Bangla Sign Language"
"Md Mahmudur Rahman, Chowdhury Farhan Ahmed, Carson Kai-Sang Leung","Mining weighted frequent sequences in uncertain databases"
"S Akther, MR Karim, Md Samiullah, CF Ahmed","Mining non-redundant closed flexible periodic patterns"
"Md Mofijul Islam, Sanjay Saha, Md Mahmudur Rahman, Swakkhar Shatabda, Dewan Md Farid, Abdollah Dehzangi","iProtGly-SS: Identifying Protein Lysine Glycation Sites Using Sequence and Structure Based Features"
"Mubin Ul Haque, Zarrin Tasnim Sworna, Hafiz Md Hasan Babu, Ashis Kumar Biswas","A Fast FPGA-Based BCD Adder"
"Minhas Kamal, Amin Ahsan Ali, Muhammad Asif Hossain Khan, Mohammad Shoyaib","Braille to Text Translation for Bengali Language: A Geometric Approach"
"Muhammad Asif Hossain Khan, Anindya Sundar Paul, Muhammad Jawad Iqbal","Printed Bangla Character Image Segmentation: A Font Invariant Approach"
"Md. Ahsan Habib, Sajeeb Saha, Md. Abdur Razzaque, Md. Mamun-Or-Rashid, Giancarlo Fortino, Mohammad Mehedi Hassan","Starfish routing for sensor networks with mobile sink"
"Sayma Akther, Md. Rezaul Karim, Md. Samiullah, Chowdhury Farhan Ahmed","Mining non-redundant closed flexible periodic patterns"
"Maheen Islam, Md. Abdur Razzaque, Md. Mamun Or Rashid, Mohammad Mehedi Hasan, Abdulhameed Alelaiwi","Traffic Engineering in Cognitive Mesh Networks: Joint Link-Channel Selection and Power Allocation"
"Md Mofijul Islam, Md. Abdur Razzaque, Mohammad Mehedi Hassan, Walaa Nagy, Biao Song","iProtGly‐SS: Identifying protein glycation sites using sequence and structure based features"
"Muhammad Aminur Rahaman, Mahmood Jasim, Md. Haider Ali, Md. Hasanuzzaman","A real-time hand-signs segmentation and classification system using fuzzy rule based RGB model and grid-pattern analysis"
"Mosarrat Jahan, Suranga Seneviratne, Partha Sarathi Roy, Kouichi Sakurai, Aruna Seneviratne, Sanjay Jha","Light Weight and fine-grained Access Mechanism for Secure Access to Outsourced Data"
"Mosarrat Jahan, Mohsen Rezvani, Qianrui Zhao, Partha Sarathi Roy, Kouichi Sakurai, Aruna Seneviratne, Sanjay Jha","Light Weight Write Mechanism for Cloud Data"
"Mubin Ul Haque, Zarrin Tasnim Sworna, Hafiz Md Hasan Babu, Ashis Kumar Biswas","A Fast FPGA-Based BCD Adder"
"Partha Protim Ghosh, Rezvi Shahariar, Muhammad Asif Hossain Khan","A Rule Based Extractive Text Summarization Technique for Bangla News Documents"
"Khalid Hussain, Shanto Rahman, Md. Mostafijur Rahman, Shah Mostafa Khaled, M. Abdullah-Al Wadud, Muhammad Asif Hossain Khan, Mohammad Shoyaib","Histogram Specification Technique for Dark Image Enhancement Using a Local Transformation Method"
"Sabit Anwar Zahin, Chowdhury Farhan Ahmed, Tahira Alam","An effective method for classification with missing values"
"Sayma Akther, Md. Rezaul Karim, Md. Samiullah, Chowdhury Farhan Ahmed","Mining non-redundant closed flexible periodic patterns"
"Md. Rezaul Karim, Michael Cochez, Oya Deniz Beyan, Chowdhury Farhan Ahmed, Stefan Decker","Mining maximal frequent patterns in transactional databases and dynamic data streams: A spark-based approach"
"AK Chanda, CF Ahmed, Md Samiullah, CK Leung","A new framework for mining weighted periodic patterns in time series databases"
"S. Halder, Md Samiullah, Y-K Lee","Supergraph based periodic pattern mining in dynamic social networks"
"T. Hashem, M. R. Karim, Md Samiullah, C. F. Ahmed","An efficient dynamic superset bit-vector approach for mining frequent closed itemsets and their lattice structure"
"M. M. Haque, Suraiya Pervin, Zerina Begum","An Innovative Approach of Bangla text summarization by introducing pronoun replacement and improved sentence ranking"
"Md. Haider Ali, Israt Rahman Sami, Mahzabeen Islam, Mohammad Shahiduzzaman","Mathematical Morphology Based Automated Control Point Detection from Human Facial Image"
"Md Mofijul Islam, Md. Abdur Razzaque, Mohammad Mehedi Hassan, Walaa Nagy, Biao Song","Mobile Cloud-Based Big Healthcare Data Processing in Smart Cities"
"Tahrima Hashem, Md. Rezaul Karim, Md. Samiullah, Chowdhury Farhan Ahmed","An efficient dynamic superset bit-vector approach for mining frequent closed item sets and their lattice structure"
"Muhammad Aminur Rahaman, Mahmood Jasim, Md. Haider Ali, Md. Hasanuzzaman","A Real-Time Appearance-Based Bengali Alphabet and Numeral Signs Recognition System"
"Selina Sharmin, Fernaz Narin Nur, Md. Abdur Razzaque, Md. Mustafizur Rahman, A. Almogren, MM Hassan","Tradeoff Between Sensing Quality and Network Lifetime for Heterogeneous Target Coverage Using Directional Sensor Nodes"
"Md. Abdul Mannan Mondal, Md. Haider Ali","Performance Review of the Stereo Matching Algorithms"
"Muntasir Wahid, M. Abid Naziri, Mohammad Shoyaib, Muhammad Asif Hossain Khan","Bangla Spell Checker: A Distance and Prior Probability based Approach"
"Tahrima Hashem, Md. Rezaul Karim, Md. Samiullah, Chowdhury Farhan Ahmed","An efficient dynamic superset bit-vector approach for mining frequent closed itemsets and their lattice structure"
"Ashis Kumar Chanda, Chowdhury Farhan Ahmed, Md. Samiullah, Carson K. Leung","A new framework for mining weighted periodic patterns in time series databases"
"S. Halder, Md Samiullah, Y-K Lee","Supergraph based periodic pattern mining in dynamic social networks"
"T. Hashem, M. R. Karim, Md Samiullah, C. F. Ahmed","An efficient dynamic superset bit-vector approach for mining frequent closed itemsets and their lattice structure"
"M. M. Haque, Suraiya Pervin, Zerina Begum","An Innovative Approach of Bangla text summarization by introducing pronoun replacement and improved sentence ranking"
"Md. Haider Ali, Israt Rahman Sami, Mahzabeen Islam, Mohammad Shahiduzzaman","Mathematical Morphology Based Automated Control Point Detection from Human Facial Image"
"Md Mofijul Islam, Md. Abdur Razzaque, Mohammad Mehedi Hassan, Walaa Nagy, Biao Song","Mobile Cloud-Based Big Healthcare Data Processing in Smart Cities"
"Tahrima Hashem, Md. Rezaul Karim, Md. Samiullah, Chowdhury Farhan Ahmed","An efficient dynamic superset bit-vector approach for mining frequent closed item sets and their lattice structure"
"Muhammad Aminur Rahaman, Mahmood Jasim, Md. Haider Ali, Md. Hasanuzzaman","A Real-Time Appearance-Based Bengali Alphabet and Numeral Signs Recognition System"
"Selina Sharmin, Fernaz Narin Nur, Md. Abdur Razzaque, Md. Mustafizur Rahman, A. Almogren, MM Hassan","Tradeoff Between Sensing Quality and Network Lifetime for Heterogeneous Target Coverage Using Directional Sensor Nodes"
"Md. Abdul Mannan Mondal, Md. Haider Ali","Performance Review of the Stereo Matching Algorithms"
"Muntasir Wahid, M. Abid Naziri, Mohammad Shoyaib, Muhammad Asif Hossain Khan","Bangla Spell Checker: A Distance and Prior Probability based Approach"
"Tahrima Hashem, Md. Rezaul Karim, Md. Samiullah, Chowdhury Farhan Ahmed","An efficient dynamic superset bit-vector approach for mining frequent closed itemsets and their lattice structure"
"Ashis Kumar Chanda, Chowdhury Farhan Ahmed, Md. Samiullah, Carson K. Leung","A new framework for mining weighted periodic patterns in time series databases"
"S. Halder, Md Samiullah, Y-K Lee","Supergraph based periodic pattern mining in dynamic social networks"
"T. Hashem, M. R. Karim, Md Samiullah, C. F. Ahmed","An efficient dynamic superset bit-vector approach for mining frequent closed itemsets and their lattice structure"
"M. M. Haque, Suraiya Pervin, Zerina Begum","An Innovative Approach of Bangla text summarization by introducing pronoun replacement and improved sentence ranking"
"Md. Haider Ali, Israt Rahman Sami, Mahzabeen Islam, Mohammad Shahiduzzaman","Mathematical Morphology Based Automated Control Point Detection from Human Facial Image"
"Md Mofijul Islam, Md. Abdur Razzaque, Mohammad Mehedi Hassan, Walaa Nagy, Biao Song","Mobile Cloud-Based Big Healthcare Data Processing in Smart Cities"
"Tahrima Hashem, Md. Rezaul Karim, Md. Samiullah, Chowdhury Farhan Ahmed","An efficient dynamic superset bit-vector approach for mining frequent closed item sets and their lattice structure"
"Tahrima Hashem, Chowdhury Farhan Ahmed, Md. Samiullah, Sayma Akther, Byeong-Soo Jeong, Seokhee Jeon","An efficient approach for mining cross-level closed itemsets and minimal association rules using closed itemset lattices."
"Shihab Rahman, Dolon Chapa, Shaily Kabir","A New Weighted Keyword Based Similarity Measure for Clustering Webpages"
"Rifatul Islam, Umama Tasnim, Mosarrat Jahan, Shaily Kabir","Modified Centralized Set Cover based Approximation(CSCA) for Duty-Cycled Wireless Sensor Networks"
"Md. Sajidul Islam, Imtiaz Rahim, Mosarrat Jahan","An Energy-Efficient Data Aggregation Tree Construction Algorithm for Wireless Sensor Networks"
"Rifatul Islam, Umama Tasnim, Mosarrat Jahan, Shaily Kabir","Modiﬁed Centralized Set Cover based Approximation (CSCA) for Duty-Cycled Wireless Sensor Networks"
"Shahnila Zaman, Sabiha Salma, Shaily Kabir","Eﬃcient Grouping of Tourism Webpages Considering Ratings and Reviews"
"Maheen Islam, M. Lutfar Rahman, Md. Mamun Or Rashid","Traffic Priority Based Adaptive and Responsive Congestion and Rate Control for Wireless Mesh Networks"
"Maeen Islam, M. Lutfar Rahman, Md. Mamun Or Rashid","An Efficient Traffic- Load and Link-Interference Aware Routing Metric for Multi Radio Multi Channel Wireless Mesh Networks Based on Link's Effective Capacity Estimation"
"Ashin Ara Bithi, Abu Ahmed Ferdaus","Sequential Pattern Tree Mining"
"Emon Kumar Dey, Mohsin Khan, Md. Haider Ali","Computer Vision-Based Gender Detection from Facial Image"
"Sheikh Mohammad Sarwar, Md. Mustafizur Rahman, Md. Haider Ali, Ashique Mahmood Adnan","A Scalable Image Snippet Extraction Framework for Integration with Search Engines"
"M. M. Haque, Suraiya Pervin, Zerina Begum","Literature review of automatic single documents text summarization using NLP"
"M. A. Nishi, C. F. Ahmed, Md Samiullah, B. S. Jeong","Effective periodic pattern mining in time series databases"
"Manziba Akanda Nishi, Chowdhury Farhan Ahmed, Md. Samiullah, Byeong-Soo Jeong","Effective periodic pattern mining in time series databases."
"Md. Manzurul Hasan, Md. Saidur Rahman, Md. Rezaul Karm","Box-rectangular drawing of planar graphs"
"M Haque, Suraiya Pervin, Zerina Begum","Literature review of automatic multiple documents text summarization"
"Muhammad Asif Hossain Khan, Danushka Bollegala, Guangwen Li, Kaoru Sezaki","Delineating Real-Time Events by Identifying Relevant Tweets with Popular Discussion Points"
"Muhammad Asif Hossain Khan, Masayuki Iwai, Kaoru Sezaki","An Improved Classification Strategy for Filtering Relevant Tweets Using Bag-of-Word Classifiers"
"Md. Ashrafuddin, Md. Mamun Or Rashid","Energy Efficient Fitness based Routing Protocol for Underwater Sensor Network"
"Ashin Ara Bithi, Manira Akhter, Abu Ahmed Ferdaus","Tree Based Sequential Pattern Mining"
"Muhammad Ibrahim, Nasimul Noman, Hitoshi Iba","Finding perfect and imperfect biclusters from gene expression data: A Heuristic and a meta-heuristic approach"
"Shabbir Ahmed, Salil S. Kanhere","On the Characterization of Vehicular Mobility in a Large-Scale Public Transport Network"
"Muhammad Ibrahim, Ahsan Raja Chowdhury","An Improved Heuristic Algorithm to Minimize Complete Test Set of K-CNOT Circuits for Single and Multiple Stuck-at Fault Model"
"Md. Safiuddin Sheikh, Md. Haider Ali","Straight Polygon Simplification of 3D Graphical Models"
"Nurul Ahad Tawhid, Nasir Uddin Laskar, Md. Haider Ali","A Vision-based Facial Expression Recognition and Adaptation System from Video Stream"
"Shuvra Chakraborty, Md. Haider Ali","Iris Texture Recognition with DCT Compression for Small Scale System"
"Md. Aktaruzzaman, Bulbul Ahmed, Md. Haider Ali","Rotation Invariant Object Detection Using Circular Features"
"Chowdhury Farhan Ahmed, Syed Khairuzzaman Tanbeer, Byeong-Soo Jeong, Young-Koo Lee, Ho-Jin Choi","Single-pass incremental and interactive mining for weighted frequent patterns."
"Chowdhury Farhan Ahmed, Syed Khairuzzaman Tanbeer, Byeong-Soo Jeong, Ho-Jin Choi","Interactive mining of high utility patterns over data streams."
"Shabbir Ahmed, Salil S. Kanhere","HUBCODE: hub-based forwarding using network coding in delay tolerant networks"
"A S Md. Mokarrom Hossain, Shaily Kabir, Md. Haider Ali","Video Conferencing over Very Narrow Band Internet Using Image Metamorphosis"
"Imran Ahmed, S. Sadeque, Suraiya Pervin","Margin adaptive resource allocation for multiuser OFDM systems by particle swarm optimization and differential evolution"
"Chowdhury Farhan Ahmed, Syed Khairuzzaman Tanbeer, Byeong-Soo Jeong, Young-Koo Lee","HUC-Prune: an efficient candidate pruning technique to mine high utility patterns."
"Chowdhury Farhan Ahmed, Syed Khairuzzaman Tanbeer, Byeong-Soo Jeong, Ho-Jin Choi","A framework for mining interesting high utility patterns with a strong frequency affinity."
"Md. Rezaul Karm, Md. Jawaherul Alam, Md. Saidur Rahman","Straight-line grid drawings of label-constrained outerplanar graphs with O(n logn) area"
"S. Md. Mukarram Hossain, Shaily Kabir, Md. Haider Ali","Video Conferencing Over Very Narrow Band Internet Using Image Metamorphosis"
"Faisal Sikder, Abu Ahmed Ferdaus","Data Mining Based Motif Detection in Biological Sequences"
"Computer Engineering, Dhaka, Bangladesh Nazia Zaman, Kazi Chandrima Rahman, Syed Faisal Hasan","Explicit Rate-based Congestion Control for Multimedia Streaming over Mobile Ad hoc Networks"
"Md. Mustafizur RAHMAN, Choong Seon HONG, Sungwon LEE, JangYeon LEE, Jin Woong CHO","IP-MAC: A Distributed MAC for Spatial Reuse in Wireless Networks"
"Md. Jawaherul Alam, Mashfiqui Rabbi, Md. Saidur Rahman, Md. Rezaul Karim","Upright drawings of graphs on three layers"
"Md. Mustafizur Rahman, Choong Seon Hong, Sungwon Lee","A High Throughput On-Demand Routing Protocol for Multirate Ad Hoc Wireless Networks"
"Mosarrat Jahan, Shaily Kabir, Mohammad Asif Hossain Khan","A Modified Approach to Improve the Performance of Lazy Release Consistency (LRC) Model"
"Ahmedul Kabir, Shaily Kabir","Human Facial Expression Recognition Using Region based Motion Estimation"
"Mosarrat Jahan, Shaily Kabir, Mohammad Asif Hossain Khan","A Modiﬁed Approach to Improve the Performance of Lazy Release Consistency (LRC) Model"
"Md. Saiful Islam, Md. Haider Ali","A Miniature-Based Image Retrieval System"
"Md. Alamgir Hossain, Md. Haider Ali","Three-Dimensional Shape Reconstruction in Medical Imaging"
"Chowdhury Farhan Ahmed, Syed Khairuzzaman Tanbeer, Byeong-Soo Jeong, Young-Koo Lee","An Efficient Algorithm for Sliding Window-Based Weighted Frequent Pattern Mining over Data Streams."
"Syed Khairuzzaman Tanbeer, Chowdhury Farhan Ahmed, Byeong-Soo Jeong, Young-Koo Lee","Efficient single-pass frequent pattern mining using a prefix-tree."
"Syed Khairuzzaman Tanbeer, Chowdhury Farhan Ahmed, Byeong-Soo Jeong, Young-Koo Lee","Sliding window-based frequent pattern mining over data streams."
"Chowdhury Farhan Ahmed, Syed Khairuzzaman Tanbeer, Byeong-Soo Jeong, Young-Koo Lee","Efficient Tree Structures for High Utility Pattern Mining in Incremental Databases."
"Md. Rezaul Karim, Md. Saidur Rahman","On a class of planar graphs with straight-line grid drawing with linear area"
