Author Name,Author ID
Mim Sharmin Akter,buet_author_162
Md Zarif-Ul-Alam,buet_author_163
Rezwana Reaz,buet_author_164
Kaykobad M,buet_author_165
Journal of Network,buet_author_166
Systems Management,buet_author_167
A. K. Obidul Huq,buet_author_168
Towards associating negative experiences,buet_author_169
recommendations reported by Hajj pilgrims in a mass-scale survey,buet_author_170
SAINT-Angle: self-attention augmented inception-inside-inception network,buet_author_171
transfer learning improve protein backbone torsion angle prediction,buet_author_172
Santa Maria Shithil,buet_author_173
Muhammad Abdullah Adnan,buet_author_174
Navid Bin Hasan,buet_author_175
Metin Balaban,buet_author_176
Avijit Biswas,buet_author_177
Mohammad Tawhidul Hasan Bhuiyan,buet_author_178
Muhammad Rashed Alam,buet_author_179
M. Sohel Rahman,buet_author_180
CHAPAO: likelihood,buet_author_181
hierarchical reference based representation of biomolecular sequences,buet_author_182
applications to compressing multiple sequence alignments,buet_author_183
Md. Adnanul Islam,buet_author_184
Md. Saidul Hoque Anik,buet_author_185
and A. B. M. Alim Al Islam,buet_author_186
Crowd Evacuation in Hajj Stoning Area: Planning through Modeling,buet_author_187
Simulation,buet_author_188
Taslim Arefin Khan,buet_author_189
Tarik Reza Toha,buet_author_190
Saiful Islam Salim,buet_author_191
Masfiqur Rahaman,buet_author_192
Uday Kamal,buet_author_193
and A.B.M. Alim Al Islam,buet_author_194
Orchestrating Image Retrieval,buet_author_195
Storage Over a Cloud System,buet_author_196
Nishat Anjum Bristy,buet_author_197
Ahnaf Faisal,buet_author_198
EGRET: edge aggregated graph attention networks,buet_author_199
transfer learning improve proteinâ€“protein interaction site prediction,buet_author_200
Md Ruhul Amin,buet_author_201
Md Shohrab Hossain,buet_author_202
An RTS-CTS based medium access control protocol for full-duplex wireless local area networks,buet_author_203
Security,buet_author_204
privacy threats for bluetooth low energy in iot,buet_author_205
wearable devices: A comprehensive survey,buet_author_206
Asad Ali,buet_author_207
Samin Rahman Khan,buet_author_208
Sadman Sakib,buet_author_209
Md Ashraful Islam,buet_author_210
Mir Mahathir Mohammad,buet_author_211
Sarkar Snigdha Sarathi Das,buet_author_212
Md Saddam Hossain Mukta,buet_author_213
Salekul Islam,buet_author_214
Swakkhar Shatabda,buet_author_215
Akib Zaman,buet_author_216
Syed Moshfeq Salaken,buet_author_217
Imali Hettiarachchi,buet_author_218
Afsana Ahmed Munia,buet_author_219
Md Mehedi Hasan,buet_author_220
Abbas Khosravi,buet_author_221
Shady Mohamed,buet_author_222
Md Adnan Arefeen,buet_author_223
Sumaiya Tabassum Nimi,buet_author_224
Neural Network-Based Undersampling Techniques,buet_author_225
IEEE Transactions on Systems,buet_author_226
Man,buet_author_227
Sazan Mahbub,buet_author_228
Shashata Sawmya,buet_author_229
Arpita Saha,buet_author_230
A Shallow U-Net Architecture for Reliably Predicting Blood Pressure (BP) from Photoplethysmogram (PPG),buet_author_231
Electrocardiogram (ECG) Signals,buet_author_232
Md Zahangir Alam,buet_author_233
Albino Simonetti,buet_author_234
Raffaele Brillantino,buet_author_235
Nick Tayler,buet_author_236
Chris Grainge,buet_author_237
P,buet_author_238
ula Siribaddana,buet_author_239
SA Reza Nouraei,buet_author_240
James Batchelor,buet_author_241
Eliane V Mancuzo,buet_author_242
John W Holloway,buet_author_243
Judith A Holloway,buet_author_244
Faisal I Rezwan,buet_author_245
Bassam Ali Jaber,buet_author_246
Mowafa Househ,buet_author_247
Zubair Shah,buet_author_248
Shehab S Ahmed,buet_author_249
Zaara T Rifat,buet_author_250
Ruchi Lohia,buet_author_251
Farhanaz Farheen,buet_author_252
Md Salman Shamil,buet_author_253
Recommendations,buet_author_254
Preliminary Implications for ICT Curriculum Reform,buet_author_255
Multinomial Convolutions for Joint Modeling of Regulatory Motifs,buet_author_256
Sequence Activity Readouts,buet_author_257
Sakib Mahmud,buet_author_258
Muhammad Salman Khan,buet_author_259
Mohamed Arselene Ayari,buet_author_260
Anas M Tahir,buet_author_261
Mahdi Baghbanzadeh,buet_author_262
Madison Smith,buet_author_263
Juergen Pilz,buet_author_264
Ajlina Karamehic-Muratovic,buet_author_265
Ashvita Garg,buet_author_266
Esther Annan,buet_author_267
Uyen-Sa DT Nguyen,buet_author_268
Nathan Schedler,buet_author_269
Rajesh N,buet_author_270
y,buet_author_271
Rafiul Islam,buet_author_272
Ubydul Haque,buet_author_273
Country-Level Governance Indicators as Predictors of COVID-19 Morbidity,buet_author_274
Mortality,buet_author_275
Deponker Sarker Depto,buet_author_276
Md Mashfiq Rizvee,buet_author_277
Aimon Rahman,buet_author_278
NABNet: A Nested Attention-guided BiConvLSTM network for a robust prediction of Blood Pressure components from reconstructed Arterial Blood Pressure waveforms using PPG,buet_author_279
ECG signals,buet_author_280
Md. Manzurul Hasan,buet_author_281
Shaheena Sultana,buet_author_282
Md. Saidur Rahman,buet_author_283
Jony Sheikh Saifur Rahman,buet_author_284
Shahriyar Rifat,buet_author_285
Alam Tanvir,buet_author_286
Sana Joydeb Kumar,buet_author_287
Abedin Mohammad Zoynul,buet_author_288
Tarafder Sumit,buet_author_289
Islam Mazharul,buet_author_290
Shatabda Swakkhar,buet_author_291
Md. Afzalur Rahaman,buet_author_292
Abu Sayed Md. Latiful Hoque,buet_author_293
An effective evaluation system to grade programming assignments automatically,buet_author_294
Abir Bin Ayub Khan,buet_author_295
Abu Sayed Md Latiful Hoque,buet_author_296
Tanveer Awal,buet_author_297
Md. Masum Mushfiq,buet_author_298
r -Gatherings on a star,buet_author_299
uncertain r-gatherings on a line,buet_author_300
Das Sarkar Snigdha Sarathi,buet_author_301
Shanto Subangkar Karmaker,buet_author_302
Rahman Masum,buet_author_303
Islam Md Saiful,buet_author_304
Masud Mohammad M,buet_author_305
Ali Mohammed Eunus,buet_author_306
A privacy-preserving National Clinical Data Warehouse: Architecture,buet_author_307
analysis,buet_author_308
Algorithms,buet_author_309
Applications (DMAA),buet_author_310
Bishal Basak Papan,buet_author_311
Debajyoti Mondal,buet_author_312
Mining (SNAM),buet_author_313
Yong-Bin Kang,buet_author_314
Computational Biology,buet_author_315
Chemistry,buet_author_316
Protik Bose Pranto,buet_author_317
Md Saidur Rahman,buet_author_318
Journal on Social Network Analysis,buet_author_319
Mahim Mahbub,buet_author_320
Compressed Neural Architecture Utilizing Dimensionality Reduction,buet_author_321
Quantization,buet_author_322
Improving Lookup,buet_author_323
Query Execution Performance in Distributed Big Data Systems using Cuckoo Filter,buet_author_324
Sustainable Cities,buet_author_325
Society,buet_author_326
Junaed Younus Khan,buet_author_327
Md Tawkat Islam Khondaker,buet_author_328
Sadia Afroz,buet_author_329
The Disproportionate Impact of COVID-19 among Undocumented Immigrants,buet_author_330
Racial Minorities in the US,buet_author_331
Zakaria Mehrab,buet_author_332
Jaiaid Mobin,buet_author_333
Ibrahim Asadullah Tahmid,buet_author_334
Experiments,buet_author_335
Detection,buet_author_336
Strategizing secured image storing,buet_author_337
efficient image retrieval through a new cloud framework,buet_author_338
Afnan Alhindi,buet_author_339
Deem Alyami,buet_author_340
Aziza Alsubki,buet_author_341
Species tree estimation from gene trees by minimizing deep coalescence,buet_author_342
maximizing quartet consistency: a comparative study,buet_author_343
the presence of pseudo species tree terraces,buet_author_344
Biological computation,buet_author_345
computational biology: survey,buet_author_346
Neamat Al Sarah,buet_author_347
Fahmida Yasmin Rifat,buet_author_348
Denial-of-service attacks on wireless sensor network,buet_author_349
defense techniques,buet_author_350
Mahathir,buet_author_351
Hoque,buet_author_352
An Intelligent IoT Approach for Analyzing,buet_author_353
Managing Crowds,buet_author_354
Towards achieving a delicate blending between rule-based translator,buet_author_355
neural machine translator,buet_author_356
Masum Hasan,buet_author_357
Anindya Iqbal,buet_author_358
Mohammad Rafid Ul Islam,buet_author_359
AJM Imtiajur Rahman,buet_author_360
Amiangshu Bosu,buet_author_361
Analyzing Predictors of Control Measures,buet_author_362
Psychosocial Problems Associated with COVID-19 Pandemic: Evidence from Eight Countries,buet_author_363
Md. Salman Shamil,buet_author_364
Irtesam Mahmud Khan,buet_author_365
Ahmed Shahriar Sakib,buet_author_366
Md Adnanul Islam,buet_author_367
Dhaka,buet_author_368
Copenhagen Road Networks,buet_author_369
ACM Transactions on Spatial Algorithms,buet_author_370
Systems (TSAS),buet_author_371
Data Mining,buet_author_372
Knowledge Discovery,buet_author_373
Fariha Rowshan Huda,buet_author_374
AKM Najmul Islam,buet_author_375
Tohedul Islam,buet_author_376
M Kaykobad,buet_author_377
Md Shariful Islam Bhuyan,buet_author_378
Itsik Peâ€™er,buet_author_379
MRC Mahdy,buet_author_380
Tissue,buet_author_381
Cell,buet_author_382
COVID-19 infection localization,buet_author_383
severity grading from chest X-ray images,buet_author_384
Amith Khandakar,buet_author_385
Anas Tahir,buet_author_386
Yazan Qiblawey,buet_author_387
Tawsifur Rahman,buet_author_388
Ishtiaque Ahmed,buet_author_389
Md Sabbir Ahmed,buet_author_390
Rajeev K Azad,buet_author_391
Nafisa Islam,buet_author_392
Adnan Quaium,buet_author_393
Aaiyeesha Mostak,buet_author_394
Mainul Hossain,buet_author_395
A B M Alim Al Islam,buet_author_396
Pachter Lior,buet_author_397
Proceedings of International Conference on Recent Theories,buet_author_398
Applications in Transportation,buet_author_399
Mobility (RTATM ) October 14-15,buet_author_400
Sajeda Akter,buet_author_401
Sriram Chellappan,buet_author_402
Tusher Chakraborty,buet_author_403
How Do Developers Discuss,buet_author_404
Support New Programming Languages in Technical Q&A Site? An Empirical Study of Go,buet_author_405
Sangwu Lee,buet_author_406
Victor Nikhil Antony,buet_author_407
Harshil Ratnu,buet_author_408
Mohammad Rafayet Ali,buet_author_409
Abdullah Al Mamun,buet_author_410
Ellen Wagner,buet_author_411
Stella Jensen-Roberts,buet_author_412
Emma Waddell,buet_author_413
Taylor Myers,buet_author_414
Meghan Pawlik,buet_author_415
Julia Soto,buet_author_416
Madeleine Coffey,buet_author_417
Aayush Sarkar,buet_author_418
Ruth Sc,buet_author_419
Zzaman Rashed Uz,buet_author_420
Nowreen Sara,buet_author_421
Khan Irtesam Mahmud,buet_author_422
Islam Md,buet_author_423
Ibtehaz Nabil,buet_author_424
Zahid Anwar,buet_author_425
Farzana Dilruba,buet_author_426
Sharmin Afroza,buet_author_427
others,buet_author_428
and Zahin Wahab,buet_author_429
and Md Shamsuzzoha Bayzid,buet_author_430
Anjum Naser,buet_author_431
Nabil Raian Latif,buet_author_432
Rafi Rakibul Islam,buet_author_433
Bayzid Shamsuzzoha,buet_author_434
Rahman M. Saifur,buet_author_435
uncertain r -gatherings on a line,buet_author_436
Computer Methods,buet_author_437
Programs in Biomedicine,buet_author_438
Automation of Photonic Networks Using Machine Learning: Case Studies,buet_author_439
Future Works (Invited Paper),buet_author_440
Exploring the Tensions between the Owners,buet_author_441
the Drivers of Uber Cars in Urban Bangladesh,buet_author_442
Md Aminur Rahman*,buet_author_443
Rayhan Rashed*,buet_author_444
Sharmin Akther Purabi,buet_author_445
Noshin Ulfat,buet_author_446
ABM Alim Al Islam,buet_author_447
International Journal of Pattern Recognition,buet_author_448
Artificial Intelligence (IJPRAI),buet_author_449
An Experimental Approach to Exact,buet_author_450
Random Boolean-widths,buet_author_451
their Comparison with Other Width Parameters,buet_author_452
Hoque Iram Tazim,buet_author_453
Chakravarty Saumitra,buet_author_454
Mehrab Zakaria,buet_author_455
Mobin Jaiaid,buet_author_456
Tahmid Ibrahim Asadullah,buet_author_457
Feasibility,buet_author_458
Challenges of 5G Network Deployment in Least Developed Countries (LDC),buet_author_459
Scalable,buet_author_460
Geo-Distributed PCA for Big Data Analytics,buet_author_461
Mujtahid,buet_author_462
Akon,buet_author_463
Towards Greening MapReduce Clusters Considering both Computation Energy,buet_author_464
Cooling Energy,buet_author_465
Md Fazal Naser,buet_author_466
Mahmood Hasan,buet_author_467
Md Waliul Islam,buet_author_468
Tajkera Sultana Chowdhury,buet_author_469
Tanvir Alam,buet_author_470
and M. Sohel Rahman,buet_author_471
Mahmoud Ahmed Refaee,buet_author_472
Nady El Hajj,buet_author_473
and Tanvir Alam,buet_author_474
Toward Preparing a Knowledge Base to Explore Potential Drugs,buet_author_475
Biomedical Entities Related to COVID-19: Automated Computational Approach.,buet_author_476
Bayzid Md Shamsuzzoha,buet_author_477
Ananya Bhattacharjee,buet_author_478
Md. Shamsuzzoha Bayzid,buet_author_479
Learning from Tweets: Opportunities,buet_author_480
Challenges to Inform Policy Making During Dengue Epidemic,buet_author_481
Simulation Modelling Practice,buet_author_482
Theory,buet_author_483
Mazharul Islam,buet_author_484
Kowshika Sarker,buet_author_485
Trisha Das,buet_author_486
Network,buet_author_487
System Sciences,buet_author_488
The American Journal of Tropical Medicine,buet_author_489
Hygiene,buet_author_490
S. Hasan Arshad,buet_author_491
John W. Holloway,buet_author_492
Faisal I. Rezwan,buet_author_493
Md. Tawkat Islam Khondaker,buet_author_494
Reaz Chowdhury,buet_author_495
M. Arifur Rahman,buet_author_496
M.R.C. Mahdy,buet_author_497
M R C Mahdy,buet_author_498
Hamim Mahmud Rivy,buet_author_499
Ziaur Rahman Jony,buet_author_500
Nabila Binte Alam,buet_author_501
Nabila Masud,buet_author_502
Golam Dastegir Al Quaderi,buet_author_503
Ibraheem Muhammad Moosa,buet_author_504
Chowdhury Mofizur Rahman,buet_author_505
Mathematical,buet_author_506
Computational Applications,buet_author_507
Implementation of artificial intelligence,buet_author_508
non-contact infrared thermography for prediction,buet_author_509
personalized automatic identification of different stages of cellulite,buet_author_510
Khan Junaed Younus,buet_author_511
Khondaker Md Tawkat Islam,buet_author_512
Al-Absi Hamada RH,buet_author_513
Rahman Mohammad Saifur,buet_author_514
Guler Reto,buet_author_515
Muhammad Ali Nayeem,buet_author_516
Saiful Islam,buet_author_517
Khaled Hasan,buet_author_518
Rifat Shahriyar,buet_author_519
Evaluation of classification,buet_author_520
forecasting methods on time series gene expression data,buet_author_521
Julian M. W. Quinn,buet_author_522
A. H. M. Kamal,buet_author_523
Sumaiya Iqbal,buet_author_524
Eduardo Pérez-Palma,buet_author_525
Jakob B. Jespersen,buet_author_526
Patrick May,buet_author_527
David Hoksza,buet_author_528
Henrike O. Heyne,buet_author_529
Shehab S. Ahmed,buet_author_530
Zaara T. Rifat,buet_author_531
Kasper Lage,buet_author_532
Aarno Palotie,buet_author_533
Jeffrey R. Cottrell,buet_author_534
Florence F. Wagner,buet_author_535
Mark J. Daly,buet_author_536
Arthur J. Campbell,buet_author_537
Dennis Lal,buet_author_538
Comprehensive characterization of amino acid positions in protein structures reveals molecular effect of missense variants,buet_author_539
Proceedings of the National Academy of Sciences of the United States of America,buet_author_540
Farhana,buet_author_541
Rahman,buet_author_542
Sharmin,buet_author_543
S.,buet_author_544
Chakma,buet_author_545
Shafayat Ahmed,buet_author_546
Muhammed Mas-ud Hussain,buet_author_547
Mir Imtiaz Mostafiz,buet_author_548
S. M. Farabi Mahmud,buet_author_549
Modeling Weather-Aware Prediction of User Activities,buet_author_550
Future Visits,buet_author_551
Design Issues,buet_author_552
Their Challenges,buet_author_553
A Survey on Android Security: Development,buet_author_554
Deployment Hindrance,buet_author_555
Best Practices,buet_author_556
Mostofa Rafid Uddin,buet_author_557
Mohammad Saifur Rahman,buet_author_558
Jakob B Jespersen,buet_author_559
Shehab Sarar Ahmed,buet_author_560
Zaara Rifat,buet_author_561
Henrike O Heyne,buet_author_562
Jeffrey R Cottrell,buet_author_563
Florence F Wagner,buet_author_564
Mark J Daly,buet_author_565
Arthur J Campbell,buet_author_566
Abu Reyan Ahmed,buet_author_567
Stephen G. Kobourov,buet_author_568
Shahidul Islam Khan,buet_author_569
AKCE International Journal of Graphs,buet_author_570
Combinatorics,buet_author_571
Ali Haisam Muhammad Rafid,buet_author_572
Md. Toufikuzzaman,buet_author_573
Identification,buet_author_574
recognition of rice diseases,buet_author_575
pests using convolutional neural networks,buet_author_576
Mohammad Mahfuzul Islam,buet_author_577
Zahedul Islam,buet_author_578
Ranak Roy Chowdhury,buet_author_579
Rajesh Gupta,buet_author_580
Suraiya Tairin,buet_author_581
Zakirul Alam Bhuiya,buet_author_582
Advanced Communications in Cyber Physical Systems,buet_author_583
Naifa Ahmed Moumi,buet_author_584
Badhan Das,buet_author_585
Tasnim Zarin Promi,buet_author_586
A new network paradigm for low-cost,buet_author_587
lightweight real-time communication between train,buet_author_588
rail track to detect missing,buet_author_589
faulty rail blocks,buet_author_590
Amam Siddiki,buet_author_591
Masum Billah,buet_author_592
Mohammad Alam,buet_author_593
Amam Zonaed Siddiki,buet_author_594
Abdul Baten,buet_author_595
Najla Al-Nabhan,buet_author_596
Nadia Al-Aboody,buet_author_597
Novia Nurain,buet_author_598
Shahad Ishraq,buet_author_599
Tanvir Ahmed Khan and,buet_author_600
Enhancing throughput in multi-radio cognitive radio networks,buet_author_601
Mobile Networks,buet_author_602
Applications,buet_author_603
Swarm,buet_author_604
Evolutionary Computation,buet_author_605
Jalal Mahmud,buet_author_606
Temporal modeling of basic human values from social network usage,buet_author_607
J. Assoc. Inf. Sci. Technol.,buet_author_608
Protecting Privacy for Distance,buet_author_609
Rank based Group Nearest Neighbor Queries,buet_author_610
Systems,buet_author_611
Nusrat Jahan Mozumder,buet_author_612
Maitraye Das,buet_author_613
Nazmun Naher,buet_author_614
International Journal of Electronics,buet_author_615
Telecommunications (JET),buet_author_616
Constraints,buet_author_617
Future Challenge Perspectives,buet_author_618
Performance Modeling,buet_author_619
Analysis of TCP,buet_author_620
UDP flows over Software Defined Networks,buet_author_621
Roksana Jahan,buet_author_622
Flora D. Salim,buet_author_623
Shehab Ahmed,buet_author_624
Map of Genetically Constrained Regions in Human Intrinsically Disordered Proteins,buet_author_625
Md. Mahmudul Hasan,buet_author_626
Mohammad Imran Hossain,buet_author_627
Two Tell-tale Perspectives of PTSD: Neurobiological Abnormalities,buet_author_628
Bayesian Regulatory Network of the Underlying Disorder in a Refugee Context,buet_author_629
Challenges,buet_author_630
Needs of Blockchain Software Developers: A Survey,buet_author_631
International Journal of Multimedia Intelligence,buet_author_632
VFPred: A fusion of signal processing,buet_author_633
machine learning techniques in detecting ventricular fibrillation from ECG signals,buet_author_634
Proceedings of International Conference on Computational Intelligence,buet_author_635
Data Engineering. Lecture Notes on Data Engineering,buet_author_636
Communications Technologies,buet_author_637
Md. khaledur Rahman,buet_author_638
Sanjay Saha,buet_author_639
M. Kaykobad,buet_author_640
Basir Sabquat Chowdhury,buet_author_641
Tanzila Chowdhury,buet_author_642
N. I. Tripto,buet_author_643
M. Nahar,buet_author_644
SMARTLET: A Dynamic Architecture for Real Time Face Recognition in Smartphone Using Cloudlets,buet_author_645
Cloud,buet_author_646
Towards devising a low-cost,buet_author_647
easy-to-use arithmetic learning framework for economically less-privileged visually impaired children,buet_author_648
Computer Applications,buet_author_649
Tandy Warnow,buet_author_650
Policy expressions,buet_author_651
the bottom-up design of computing policies,buet_author_652
Privacy-Enhanced,buet_author_653
Personalised Location Based Services with Quality Guarantee,buet_author_654
Comparison of NFV Integrated with SDN: Under or Aside?,buet_author_655
Journal of Network Protocols,buet_author_656
Survivability,buet_author_657
Scalability of Space Networks: A survey,buet_author_658
The Flexible Socio Spatial Group Queries,buet_author_659
PVLDB,buet_author_660
Shadman Saqib Eusuf,buet_author_661
Kaysar Abdullah,buet_author_662
A New Histogram-Shifting-Imitated Embedding Scheme,buet_author_663
Chinmay Bepery,buet_author_664
Md. Mahbubur Rahman,buet_author_665
M. A. Nayeem,buet_author_666
Md. Monirul Islam,buet_author_667
Xin Yao,buet_author_668
A. H. Rahman,buet_author_669
Ingilief Hallgrimsdottir,buet_author_670
Michael Eisen,buet_author_671
M. R. Hera,buet_author_672
Amatur Rahman,buet_author_673
Hua-Jun Hong,buet_author_674
Maximizing Heterogeneous Coverage in Over,buet_author_675
Under Provisioned Visual Sensor Networks,buet_author_676
Katsuhisa Yamanaka,buet_author_677
Shin-Ichi Nakano,buet_author_678
Realizability of graphs as triangle cover contact graphs,buet_author_679
RBSURFpred: Modeling Protein Accessible Surface Area in Real,buet_author_680
Binary Space using Regularized,buet_author_681
Optimized Regression,buet_author_682
Computational Geometry: Theory,buet_author_683
Md. Yusuf Sarwar Uddin,buet_author_684
Tahmid Hasan,buet_author_685
isGPT: An optimized model to identify sub-Golgi protein types using SVM,buet_author_686
Random Forest based feature selection,buet_author_687
Shaikh Shahriar Hassan,buet_author_688
Soumik Das Bibon,buet_author_689
evolutionary computation,buet_author_690
Kezban Dilek Onal,buet_author_691
Ye Zhang,buet_author_692
Ismail Sengor Altingovde,buet_author_693
Md. Mustafizur Rahman,buet_author_694
Pinar Karagoz,buet_author_695
Alex Braylan,buet_author_696
Brandon Dang,buet_author_697
Heng-Lu Chang,buet_author_698
Henna Kim,buet_author_699
Quinten McNamara,buet_author_700
Aaron Angert,buet_author_701
Edward Banner,buet_author_702
Vivek Khetan,buet_author_703
Tyler McDonnell,buet_author_704
An Thanh Nguyen,buet_author_705
Dan Xu,buet_author_706
,buet_author_707
International Journal of Advances in Electronics,buet_author_708
Computer Science,buet_author_709
Chaluka Salgado,buet_author_710
Palindromic Subsequence Automata,buet_author_711
Longest Common Palindromic Subsequence,buet_author_712
S. M. Ferdous,buet_author_713
Solving the Minimum Common String Partition Problem with the Help of Ants,buet_author_714
Md Mahfuzer Rahman,buet_author_715
Ratul Sharker,buet_author_716
