author,title
Fast Object Classification Using Texture and Color Information for Video Surveillance Applications,"8th Asian Control Conference (ASCC), Kaohsiung, Taiwan, 1398-1401, May - 2011"
"The Journal of Korea Navigation Institute, South Korea, vol. 15, no. 1, 140-146, February - 2011","Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, Joong-Hwan Baek"
"Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min and Joong-Hwan Baek",Fast Object Classification Using Texture and Color Information for Video Surveillance Applications
Security Analysis of Peer-to-Peer based Soft System Bus based Systems,"The Journal of Korea Navigation Institute, South Korea,, vol. 15, no. 1, pp. 140-146, February - 2011"
"International Journal of Computer Science and Network Security 11 (2), 164-172, February - 2011","Muhammad Anwarul Azim, Yuichi Goto, Jingde Cheng"
"Tassnim Manami Zaman, A.H.M. Sajedul Hoque, Md. Al-Amin Bhuiyan",Knowledge Discovery and Intelligent Query Employing Fuzzy Logic
This paper provides the demonstration of building fuzzy association rules.,"International Conference on Mathematics and Computer Science, ICMCS, January - 2011"
"MH Seddiqui, S Das, I Ahmed, RPD Nath, M Aono",Augmentation of ontology instance matching by automatic weight generation
Intelligent Computer Vision System for Segregating Recyclable Waste Papers,"2011 World Congress on Information and Communication Technologies, 1390-1395, 2011, 2011"
"Expert Systems with Applications, 2011","Mohammad Osiur Rahman, Aini Hussain, M A Hannan, Edgar Scavino, Hassan Basri"
Object detection and classification using extended descriptors for video surveillance applications,"doi:10.1016/j.eswa.2011.02.112, pp.10398-10407, 2011 (ISI Q1, Impact Factor 2.908 on 2009, 5-years impact factor 3.162)."
"The Journal of The Institute of Electronics Engineers of Korea (IEEK), vol. 48, no. 4, 456-464, 2011","Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, Joong-Hwan Baek"
"MH Seddiqui, S Das, I Ahmed, RPD Nath, M Aono",Augmentation of ontology instance matching by automatic weight generation
Object Classification Using Spatial and Color Covariance Descriptors,"2011 World Congress on Information and Communication Technologies, 1390-1395, 2011, 2011"
"KISPS Summer Conference, 24-25 June 2011, pp. 70-72, Yeungnam University, Daegu, Korea., 2011","Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, In-kyu Kim and Joong-Hwan Baek"
"In-kyu Kim, Jae-Hong Min, Sung-Jun Hwang, Khairul Islam, Farah Jahan, and Joong-Hwan Baek",Road and Shoreline Detection for Automatic Flight Path Decision of Vision-Based UAV
Object classification based on visual and extended features for video surveillance application,"KISPS Summer Conference, 24-25 June 2011, pp. 70-72, Yeungnam University, Daegu, Korea., 2011"
"8th Asian Control Conference (ASCC), Kaohsiung, Taiwan, pp. 1398-1401, May 15-18, 2011., 2011","Mohammad Khairul Islam, Farah Jahan, Jae-Hong Min, and Joong-Hwan Baek"
"MH Seddiqui, S Das, I Ahmed, RPD Nath, M Aono",Augmentation of ontology instance matching by automatic weight generation
Knowledge Discovery in Banking System Employing Classical Logic versus Fuzzy Logic,"2011 World Congress on Information and Communication Technologies, 1390-1395, 2011, 2011"
"Second International Conference on Computational Intelligence Applications 2011, ICCIA, 9-13, 2011","A.H.M. Sajedul Hoque, Tassnim Manami Zaman, Sujit Kumer Mondol, Md. Al-Amin Bhuiyan"
A Naive Clustering Approach in Travel Time Prediction,This article provides an analysis of classifiers using classical and fuzzy logic in the domain of banking system.
"Computer Science Journals, International Journal of Data Engineering (IJDE), Vol. 2 Issue 2 pp:62-74, 2011","Nath, R.P.D., Chowdhury, N.K., and Aono, M."
"Chowdhury, N.K., and Leung, C.K.-S.",Improved Travel Time Prediction Algorithms for Intelligent Transportation Systems.
