Authors,Title
md. reazul islam,"""machine learning-driven iot device for women’s safety: a real-time sexual harassment prevention system"""
"mayesha sharmim tisha, md. kamrujjaman , ishrat zahan","""dynamics of reaction–diffusion–advection system and its impact on river ecology in the presence of spatial heterogeneity"""
mayesha sharmim tisha,N/A
bithi  paul,"""crystallographic structure, antibacterial effect, and catalytic activities of fig extract mediated silver nanoparticles"""
"shuvo biswas, rafid mostafiz, bikash kumar paul, khandaker mohammad mohi uddin, md. abdul hadi, fahmida khanom","""dfu_xai: a deep learning-based approach to diabetic foot ulcer detection using feature explainability"""
"md. mortuza ahmmed,  shalini puri","""current trends and future trajectories: polymer-modified concrete in the context of bangladesh"""
kh. abdul maleque,"""combined fluid and ferrofluid buoyancy force, heat absorption and non linear ferro-viscosity effects on ferro- hydrodynamics fluid flow in orthogonal porous surface"""
"rifat al mamun rudro ,  kamruddin nur ,  md. faruk abdullah al sohan,  m.f. mridha,  sultan alfarhood,  mejdl safran,  karthick kanagarathinam","""spf-net: solar panel fault detection using u-net based deep learning image classification"""
"abhijit bhowmik, noorhozaimi mohd. nur, m. saef ullah miah, debajyoti karmekar","""aspect-based sentiment analysis model for evaluating teachers' performance from students' feedback"""
"mohammad sojon beg, muhammad yusri ismail, md. saef ullah miah","""evaluating the performance of a visual support system for driving assistance using a deep learning algorithm"""
"md. reazul islam, md. mohsin kabir, muhammadfiroz mridha, sultan alfarhood, mejdl safran, dunrenche","""deep learning-based iot system for remote monitoring and early detection of health issues in real-time"""
"b. rajini kanth,  md. sarowar hossain, p. k. mukhopadhyay","""structure, microstructure and magneto-elastic property study on co40ni29al31 ferromagnetic shapememory alloy ribbon"""
"kazi sadia, ariyan jahangir","""blockchain based agriculture using the application of uav and deep learning technique: alexnet cnn"""
"khondokar oliullah, mahedi hasan rasel, md. manzurul islam, md. reazul islam, md. anwar hussen wadud & md. whaiduzzaman","""a stacked ensemble machine learning approach for the prediction of diabetes"""
dr. mahfuza khatun,N/A
tusar saha,N/A
"razuan karim, mukter zaman, wong hin yong","""a non-invasive methods for neonatal jaundice detection and monitoring to assess bilirubin level: a review"""
md. faruk abdullah al sohan,"""utilization of machine learning strategies in the investigation of suspected credit card fraud"""
"m ferdows, e e tzirtzilakis","""hyperthermia temperature reduction in biomagnetic flow: thermal transfer in fe3o4–blood particle suspension with uniform and non-uniform effects"""
md. nazmul  hossain,N/A
md. al-amin,N/A
"d. mistry, m. f. mridha, m. safran, s. alfarhood, a. k. saha and d. che",N/A
"a. j. keya, m. m. kabir, n. j. shammey, m. f. mridha, m. r. islam and y. watanobe",N/A
"khan md hasib , nurul akter towhid , kazi omar faruk , jubayer al mahmud, m. f. mridha",N/A
"m. s. h. shovon, s. j. mozumder, o. k. pal, m. f. mridha, n. asai and j. shin",N/A
"k. mridha, m. m. uddin, j. shin, s. khadka and m. f. mridha",N/A
"mohammad, zabir, arif reza anwary, muhammad firoz mridha, md sakib hossain shovon, and michael vassallo",N/A
"k. mridha, s. ghimire, j. shin, a. aran, m. m. uddin and m. f. mridha",N/A
"8.	hosen, sabbir, jannatul ferdous eva, ayman hasib, aloke kumar saha, m. f. mridha, and anwar hussen wadud",N/A
"islam, md. reazul, md. mohsin kabir, muhammad firoz mridha, sultan alfarhood, mejdl safran, and dunren che.",N/A
dr. md. abdullah - al - jubair,N/A
dr. md. abdullah - al - jubair,N/A
"md. abu jubaer, md. nabobi hasan, mufrad mustavi, md. tanvir shahriar, tanvir ahmed","""potato leaf disease detection using image processing"""
"pradipta chakraborty, santanu dey, shovan kumar kundu & soumen basu","""influence of sm and fe co-doping on structural and electrical features of yttrium chromite nanoparticles"""
"md. tanjimul islam , shahid uddin fahim , fatema jahan , humayra ferdous , md.  ehasanul haque","""a study on the effectiveness of online classes in bangladesh  during the covid-19 pandemic"""
"shethil ahammed, ayesha amin, m. junayed ibne mohiuddin udoy, abdullah al maruf, kazi sadia, md. abdullah-al-jubair, mohammad shidujaman",N/A
"yahaya saadu itas, kamaluddeen abubakar isah, awwal hussain nuhu, razif razali, salisu tata, naseer k. a, abubakr m. idris, md. habib ullah, mayeen uddin khandaker","""the potentials of boron-doped (nitrogen deficient) and nitrogen-doped (boron deficient) bnnt photocatalysts for decontamination of pollutants from water bodies"""
"shrabonti mitra, md. abdul malek, tanzin sultana, abhijit pathak, md. jainal abedin, khadizatul kobra, md. habib ullah, mayeen uddin khandaker","""blended learning pedagogy and its implementation in the tertiary education: bangladesh perspectives"""
"sabbir hossain, rahman sharar, md. ibrahim bahadur, abu sufian, rashidul hasan nabil","""medibert: a medical chatbot built using keybert, biobert and gpt-2"""
"md. sohidul islam, md. sajjad, mohammad mahmudul hasan, mohammad sakib islam mazumder","""phishing attack detecting system using dns and ip filtering"""
"foysal ahamed ni̇rob, mohammad mahmudul hasan","""predicting stock price from historical data using lstm technique"""
"fariya sultana prity, mohammad mahmudul hasan","""mapping gaps between academic resources and industrial works in software testing"""
"26)	abhijit bhowmik, noorhuzaimi mohd noor, m. saef ullah miah, md. mazid-ul-haque, debajyoti karmaker",N/A
"abhijit bhowmik, noorhuzaimi mohd noor, m. saef ullah miah, md. mazid-ul-haque, and debajyoti karmaker","""a comprehensive dataset for aspect-based sentiment analysis in evaluating teacher performance"""
dr. md. mozahar  ali,"""dft approach into the physical properties of mte3 (m= hf, zr) superconductors: a comprehensive study"""
dr. md. saef ullah miah,N/A
dr. md. saef ullah miah,N/A
"md. manzurul hasan, debajyoti mondal, and md. saidur rahman","""relating planar graph drawings to planar satisfiability problems"""
"hiroaki fukuoka, mahjabin taskin, kungen teii, and yoshimine kato",N/A
mohammad ferdows; abid hossain; m.j uddin; fahiza tabassum mim; shuyu sun,"""lie group analysis of magnetohydrodynamic flow with nonlinear hydrodynamic, linear thermal and mass slips"""
"r: shahriar fahim, sm katibur rahman, sharfuddin mahmood",N/A
"kanija muntarina, rafid mustafa, fahmida khanom, sumaita binte shorif, mohammad shorif uddin","""multiresedge: a deep learning-based edge detection approach"""
"md shakhawat hossain ,md. mahmudur rahman, m. mahbubul syeed , mohammad faisal uddin, mahady hasan , md. aulad hossain , amel ksibi , mona m. jamjoom , zahid ullah , and md abdus samad",N/A
"dr. rehena parveen, s. m. nasim azad,  sharmin islam,  samira salam",N/A
"samira salam , md. abul kalam azad, rehena parveen",N/A
anika saba ibte sum,"""a comprehensive analysis of machine learning approaches for fake news detection and its effects"""
md. faruk abdullah al sohan,N/A
dr. akinul islam  jony,N/A
dr. akinul islam  jony,N/A
kh. abdul maleque,"""the thermal absorption/generation on ferro-fluid combined convective flow over curvilinear porous surfaces"""
mst. ummay sumaya,N/A
dr. samia mahjabin,N/A
"m.t. aziz, s.m.h. mahmud, m.f. elahe, h. jahan, m.h. rahman, d. nandi, l.k. smirani, k. ahmed, f.m. bui, m.a moni","""a novel hybrid approach for classifying osteosarcoma using deep feature extraction and multilayer perceptron"""
"utshab das, hasan sanjary islam, kakon paul avi, ajmayeen adil, dip nandi","""comparative analysis of data mining techniques for predicting the yield of agricultural crops"""
"s m hasan mahmud, md mamun ali, mohammad fahim shahriar, fahad ahmed al-zahrani, kawsar ahmed, dip nandi, francis m bui","""detection of different stages of alzheimer’s disease using cnn classifier"""
"snigdho dip howlader, tushar biswas, aishwarjyo roy, golam mortuja, dip nandi",N/A
"sadi mohammad, ibrahim adnan chowdhury, niloy roy, md. nazim hasan, dip nandi","""investigation of student dropout problem by using data mining technique"""
"ahmed sikder, william ghann, md rafsun jani, md tohidul islam, saquib ahmed, mohammed m. rahman, md abdul majed patwary, mohsin kazi, jahidul islam, faisal i. chowdhury, mohammad a. yousuf, mohammad mahbub rabbani, mohammad hossain shariare, and jamal uddin","""characterization and comparison of dsscs fabricated with black natural dyes extracted from jamun, black plum, and blackberry"""
md. faruk abdullah al sohan,"""enhancing ddos attack detection using machine learning: a framework with feature selection and comparative analysis of algorithms"""
"sagar dutta , md. shahjahan ali , angkita mistry tama , md. masud parvez , m.a. hakim , md. sarowar hossain, humayra ferdous","""enhancement of dielectric properties and conduction mechanism in bati0.85sn0.15o3 for energy storage application"""
"yahaya saadu itas, abdussalam balarabe suleiman, chifu e. ndikilar, abdullahi lawal, razif razali, md. habib ullah, hamid osman, and mayeen uddin khandaker","""dft studies of the photocatalytic properties of mos2-doped boron nitride nanotubes for hydrogen production"""
"ayesha u, mamun asma, islam mn, hossain mr, tasmia sa and hossain mg. 2023.","""early initiation of breastfeeding and its determinants of mothers in rajshahi district, bangladesh: a cross-sectional study"""
"keya, ashfia jannat, arpona, sayefa arafah, kabir, muhammad mohsin, and mridha","""recurrent albert for recommendation: a hybrid architecture for accurate and lightweight restaurant recommendations"""
"j. r. jim, m. t. hosain, m. f. mridha, m. m. kabir and j. shin","""toward trustworthy metaverse: advancements and challenges"""
"m. s. h. shovon, m. f. mridha, k. m. hasib, s. alfarhood, m. safran and d. che","""addressing uncertainty in imbalanced histopathology image classification of her2 breast cancer: an interpretable ensemble approach with threshold filtered single instance evaluation (sie)"""
"jahin, md abrar, shovon, md sakib hossain, islam, md. saiful, shin, jungpil, mridha, m. f. and okuyama",N/A
sagar dutta and md. shahjahan ali and angkita mistry tama and md. masud parvez and humayra ferdous and m.a. hakim and md. sarowar hossain,"""enhancement of dielectric properties and conduction mechanism in bati0.85sn0.15o3 for energy storage application"""
"sagar dutta, md. shahjahan ali, angkita mistry tama, md. masud parvez, humayra ferdous, m.a. hakim, md. sarowar hossain","""enhancement of dielectric properties and conduction mechanism in bati0.85sn0.15o3 for energy storage application"""
mohammad rabiul islam,"""cnn based covid-19 detection from image processing"""
"s. parvin, n.c. roy, l.k. saha","""natural convective non-newtonian nanofluid flow in a wavy-shaped enclosure with a heated elliptic obstacle"""
prof. dr. md. rafiqul  islam,N/A
prof. dr. md. rafiqul  islam,N/A
prof. dr. md. rafiqul  islam,N/A
prof. dr. md. rafiqul  islam,N/A
prof. dr. md. rafiqul  islam,N/A
prof. dr. md. rafiqul  islam,N/A
prof. dr. md. rafiqul  islam,N/A
"md. md. ariful islam, md antonin islam, md. amzad hossain jacky, md.al- amin, m. saef ullah miah, muhidul islam khan, md. iqbal hossain",N/A
"mustak un nobi, md., md. rifat, m. f. mridha, sultan alfarhood, mejdl safran, and dunren che","""gld-det: guava leaf disease detection in real-time using lightweight deep learning approach based on mobilenet"""
"shakila rahman, jahid hasan rony,  jia uddin, md abdus samad","""real-time obstacle detection with yolov8 in a wsn using uav aerial photography"""
"m. atikur rahman, zahid hasan, jahidul islam, d. k. das, faisal i. chowdhury, mayeen uddin khandaker,  hossain m. zabed, d. a. bradley,  hamid osman, and md. habib ullah","""tailoring the properties of bulk batio3 based perovskites by heteroatom-doping towards multifunctional applications: a review"""
"nafiz fahad, kah ong michael goh, md. ismail hossen,  connie tee, md. asraf ali","""building a fortress against fake news harnessing the power of subfields in artificial intelligence"""
3,"""dsc index: measuring the digital supply chain practice among the higher education institutions community in least developed countries"""
"shams forruque ahmed, md sakib bin alam, mahfara hoque, aiman lameesa, shaila afrin, tasfia farah, maliha kabir, gm shafiullah, sm muyeen","""industrial internet of things enabled technologies, challenges, and future directions"""
"md. abu jafor, md. anwar hussen wadud, kamruddin nur and mohammad motiur rahman","""employee promotion prediction using improved adaboost machine learning approach"""
"faruk abdullah al sohan, syma kamal chaity, rubina islam reya","""enhancing ddos attack detection using machine learning: a framework with feature selection and comparative analysis of algorithms"""
rifat al mamun rudro,N/A
akinul islam jony,N/A
"md. asraf ali , md. kishor morol , muhammad f mridha, nafiz fahad , md sadi al huda, nasim ahmed","""exploring a novel machine learning approach for evaluating parkinson's disease, duration, and vitamin d level"""
"abhijit bhowmik, noorhozaimi mohd. nur, m. saef ullah miah, debajyoti karmekar","""aspect-based sentiment analysis model for evaluating teachers' performance from students' feedback"""
"md reazul islam, khondokar oliullah, md mohsin kabir, munzirul alom,  m.f. mridha","""machine learning enabled iot system for soil nutrients monitoring and crop recommendation"""
"mustak un nobi m, rifat m, mridha mf, alfarhood s, safran m, che d.","""gld-det: guava leaf disease detection in real-time using lightweight deep learning approach based on mobilenet"""
md. mortuza ahmmed,N/A
"sm hasan mahmud, md mamun ali, mohammad fahim shahriar, fahad ahmed al-zahrani, kawsar ahmed, dip nandi, francis m bui","""detection of different stages of alzheimer’s disease using cnn classifier"""
"tofayet sultan, nusrat jahan, ritu basak, mohammed shaheen alam jony, rashidul hasan nabil",N/A
"md ohiduzzaman, mni khan, ka khan, bithi paul","""green synthesis of silver nanoparticles by using allium sativum extract and evaluation of their electrical activities in bio-electrochemical cell"""
"sayma alam suha, muhammad nazrul islam","""exploring the dominant features and data-driven detection of polycystic ovary syndrome through modified stacking ensemble machine learning technique"""
"sayma alam suha, muhammad nazrul islam","""a systematic review and future research agenda on detection of polycystic ovary syndrome (pcos) with computer-aided techniques"""
sayma alam suha and tahsina farah sanam,"""exploring dominant factors for ensuring the sustainability of utilizing artificial intelligence in healthcare decision making: an emerging country context"""
"rajarshi roy chowdhury, azam che idris, pg emeroylariffion abas","""identifying sh-iot devices from network traffic characteristics using random forest classifier"""
"rajarshi roy chowdhury, azam che idris and pg emeroylariffion abas",N/A
"rajarshi roy chowdhury, azam che idris, pg emeroylariffion abas","""device identification using optimized digital footprints"""
"rajarshi roy chowdhury, debashish roy, md mamunur rashid, md sumon reza","""social, economic, and environmental impacts of the one belt one road initiatives"""
"b. gul, md. fayz-al-asad, m.s. khan, m. rahaman, g. periyasami, h. ahmad",N/A
"tarikul islam, md. nur alam, shafiullah niazai, ilyas khan, md. fayz-al-asad & sultan alqahtani",N/A
"h. goni, f. khanom, t. s. khaleque*","""convection in the earth-like mantle with the influence of strong viscosity variation"""
"s m hasibul hoque ,giovanni pirrone, fabio matrone, alessandra donofrio , giuseppe fanetti, angela caroli, rahnuma shahrin rista, roberto bortolus, michele avanzo, annalisa drigo andpaola chiovati","""clinical use of a commercial artificial intelligence-based software for autocontouring in radiation therapy: geometric performance and dosimetric impact"""
syma kamal chaity,N/A
syma kamal chaity,N/A
"md reazul islam, khondokar oliullah, md mohsin kabir, munzirul alom, mf mridha",N/A
"ashfia jannat keya, hasibul hossain shajeeb, md saifur rahman, mf mridha",N/A
"abdul ahad, jiban podder, tusar saha, hn das",N/A
"md mortuza ahmmed, m mostafizur rahman, mahfuz khatun","""unraveling the burden of t2d among the adolescents in bangladesh: a statistical exploration of prevalence and influencing factors"""
"m.s. sikder, m.d. hossain, i. sardar, md. sarowar hossain, m.n.i. khan, m.r. rahman","""improved magnetic and dielectric quality factors with low losses in rare earth (eu) substituted co-ni-zn ferrites for high frequency devices"""
"s. a. tarek,1a) s. b. faruque,1 s. m. sharafuddin,1 k. m. e. hasan,1 a. k. m. m. hossain,1 h. ara,1 m. k. biswas,2 y. haque1","""linear and thermo-optically generated nonlinear optical response of bovine serum albumin and its constituent amino acids in continuous wave z-scan"""
"saiful islam, mahbuba khanom, md. al-amin, s. mosaddeq ahmed, farzana khalil, mohammad mahbub rabbani, mohammad tariqul islam & md. a. r. jamil","""porous hybrid electrode materials for high energy density li-ion and li-s batteries"""
"k. . biswas, n. k. paul, d. saha, t. ahmed, and r. mahmud","""detection of traffic rule violations using machine learning: an analytical review"""
"tofayet sultan, nusrat jahan, ritu basak, mohammed shaheen alam jony, rashidul hasan nabil",N/A
dr. kamruddin md.  nur,"""computer vision-based iot architecture for post covid-19 preventive measures"""
"pritam khan boni, md. rafiqul islam","""chemical reaction optimization for minimum weight dominating set"""
"md.ismail hossen, nafiz fahad, md. ridoy sarkar, mohammad ruhani rabbi","""artificial intelligencein agriculture: a systematicliterature review"""
"m. f. mridha, zabir mohammad, muhammad mohsin kabir, aklima akter lima, sujoy chandra das, md. rashedul islam, and yutaka watanobe",N/A
"2.	ahsanul akib, kamruddin nur, suman saha, jannatul ferdous srabonee , and m. f. mridha",N/A
"anima baroi, md. abu bakar siddique, md. ahedul akbor, farah noshin chowdhury, md. a. r. jamil, md. khabir uddin & md. mostafizur rahman","""exposure and health risks of metals in imported and local brands’ lipsticks and eye pencils from bangladesh"""
"tahseen asma meem, shaira tashnub torsa, mehedi hasan, mahfujur rahman","""a comparative study of fixing one barrier varying another barrier for a resonant tunneling diode"""
shahriar atik fahim,"""b–sn/tio2 nanoparticles for photodegradation of metronidazole antibiotics under different lights"""
"hafijur rahman, gour chandra paul","""tripartite sub-image histogram equalization for slightly low contrast gray-tone image enhancement"""
"b. himabindu, n.s.m.p. latha devi, g. sandhya, t. naveen reddy, tusar saha, b. rajini kanth, md. sarowar hossain","""structure based photocatalytic efficiency and optical properties of zno nanoparticles modified by annealing including williamson-hall microstructural investigation"""
"bijoya bose, nishat tasnim khan, sumaiya ashreen, faisal ahmed, md. mazid-ul-haque, abhijit bhowmik","""hybrid scrum-xp: a proposed model based on effectiveness of agile model on varieties of software companies in bangladesh"""
"tonima mustafa1* , trishna roy1 , mst hasina begum1 , md masud rana1 , shanzida islam2 , farzana khalil3 and md. amjad hossain4","""proximate composition and mineral content of three wild and cultured fish species of bangladesh"""
"kaushik biswas, niloy kanti paul, dipanwita saha, tanvir ahmed, and rifath mahmud","""detection of traffic rule violations using machine learning: an analytical review"""
dr. md. saef ullah miah,N/A
dr. md. saef ullah miah,N/A
dr. md. saef ullah miah,N/A
"anik sen , rasel ahmed , samiha hossain , sazzad hossain tasnim , tanvir ahmed","""find out the innovative techniques of data sharing using cryptography by systematic literature review"""
1-15,"""bio-nanoconvective micropolar fluid flow in a darcy porous medium past a cone with second-order slips and stefan blowing: fem solution"""
"24)	bijoya bose khan, sumaiya, faisal, md. mazid-ul-haque, abhijit bhowmik","""hybrid scrum-xp: a proposed model based on effectiveness of agile model on varieties of software companies in bangladesh"""
"md. manzurul hasan, shaheena sultana, and md. saidur rahman","""sliding column model for t-unit bar visibility representations of graphs"""
"md rahat ibne sattar, md thowhid bin hossain efty, taiyaba shadaka rafa, tusar das, md sharif samad, abhijit pathak, mayeen uddin khandaker, md. habib ullah","""an advanced and secure framework for conducting online examination using blockchain method"""
dr. afroza nahar,N/A
"m. f. mridha, md. al imran, md. anwar hussen wadud and md. abdul hamid",N/A
") shahadat hossain, md. manzurul hasan, md. mahmudur rahman and mimun barid","""factors behind the world crime index: some parametric observations using dbscan and linear regression"""
"mahmudur rahman, shahadat hossain, mimun barid and md. manzurul hasan","""inductions of usernames' strengths in reducing invasions on social networking sites (snss)"""
"afroza nahar, hasanuzzaman, m., rahim, n. a., & parvin, s",N/A
"salma parvin, abrar islam and afroza nahar.",N/A
"nyme ahmed, md rifat-ibn-alam, golam ahsan akib, syed nafiul shefat, dip nandi","""an extensive analysis on computing students' academic performance in online environment using decision tree"""
"mohammed kaosar mohammad nuruzzaman bhuiyan, md. m billah, dipanita saha, md. mahbubur rahman","""iot based health monitoring system and its challenges and opportunities"""
md. masum  billah,N/A
"md ismail hossen, j. hossen, md nazmul hossain","""an approach to recognize handwritten digits using machine learning classifiers"""
"sultan abu saleh mahmud1 , tasnuva ferdous2 , md morshedul alam3 , md. shohag hossain2 , habibul bari shozib1 , farzana khalil4 , faija akter5 , mohammad nazir hossain3 *","""para-phenylenediamine (ppd) in commercially available henna preparations in bangladesh"""
"nurul absar, nazim uddin, mayeen uddin khandaker, md. habib ullah","""the efficacy of deep learning based lstm model in forecasting the outbreak of contagious diseases"""
md. mehedi hassan onik,N/A
"jahidul islam, mahmud shareef, hossain m zabed, xianghui qi, faisal islam chowdhury, jagotamoy das, jamal uddin, yusuf valentino kaneti, mayeen uddin khandaker, abubakr m idris, md. habib ullah, mostafa kamal masud","""electrochemical nitrogen fixation in metal-n2 batteries: a paradigm for simultaneous nh3 synthesis and energy generation"""
"md. al-amin, khondoker shahrina, rubyet hossain, debashish sarker, sumya sultana meem","""decentralized payment aggregator: hyperledger fabric"""
dr. md. rabiul  auwul,"""a review of security and privacy concerns in the internet of things (iot)"""
md. mortuza ahmmed,"""a cluster based feasible time interval for tracking lost or stolen vehicle"""
md. mortuza ahmmed,"""the mathematical and machine learning models to forecast the covid-19 outbreaks in bangladesh"""
md. mortuza ahmmed,"""public healthcare facilities and its utilization: bangladesh perspective"""
"tania rahman, shanto kumar saha, md. sajjadur rahman sohel, md. tamim maula, abhijit bhowmik, rashidul hasan nabil","""risk identification and analysis in software development in bangladesh it industry: a hybrid model"""
"hasan, md. nabobi, mufrad mustavi, md. abu jubaer, md. tanvir shahriar, and tanvir ahmed.","""plant leaf disease detection using image processing: a comprehensive review"""
"tanvir ahmed, rashidul hasan nabil, and md. siyamul islam","""detection of paddy blast: an image processing approach with threshold based otsu"""
"tanvir ahmed, rashidul hasan nabil, and md. siyamul islam","""detection of paddy blast: an image processing approach with threshold based otsu"""
"m.k. islam, afroza nahar, m. hasanuzzaman, n.a. rahim",N/A
rifat ibn alam; md. golam ahsan akib; nyme ahmed; syed nafiul shefat; dip nandi,N/A
"jubayer ahamed, maisha maliha, zeba labiba, md. ariful islam, dr. dip nandi","""a review report on the fingerprint-based biometric system in atm banking"""
anjir ahmed chowdhury; md abir hossen; md ali azam; md hafizur rahman,"""deepqgho: quantized greedy hyperparameter optimization in deep neural networks for on-the-fly learning"""
"mohammad fahim khan, mohammad mahmudul hasan, sheikh aysha khatun","""advancement of agri-trading systems towards improving farmers' economic situations in bangladesh"""
"rasel iqbal emon, md. mehedi hassan onik, abdullah al hussain1 , toufiq ahmed tanna1 , md. akhtaruzzaman emon, muhammad al amin rifat and mahdi h. miraz","""privacy-preserved secure medical data sharing using hierarchical blockchain in edge computing"""
"•	nusrat jahan,  m. n. i. khan,  m. r. hasan,  m. s. bashar, a. islam, m. k. alam,  m. a. hakim and j. i. khandaker",N/A
"nyme ahmed, rifat-ibn-alam, md. golam ahsan akib, syed nafiul shefat, dr. dip nandi","""an extensive analysis on computing students' academic performance in online environment using decision tree"""
"rifat-ibn-alam, md. golam ahsan akib, nyme ahmed, syed nafiul shefat, dip nandi","""a comparative analysis among online and oncampus students using decision tree"""
"syed nafiul shefat, md. golam ahsan akib, nyme ahmed, rifat-ibn-alam, dr. dip nandi","""investigation of computing students’ performances in a fully online environment during covid-19 pandemic"""
"nyme ahmed, syed nafiul shefat, taimur ahad","""keep me in distance: an internet of things based social distance monitoring system in covid19"""
"nyme ahmed, rifat-ibn-alam, syed nafiul shefat","""performance evaluation of data mining classification algorithms for predicting breast cancer"""
md. mortuza ahmmed,"""covid-19 and sustainable development goals: bangladesh perspective"""
"sajid bin-faisal, dip nandi, mashiour rahman","""dual layer encryption for iot based vehicle systems over 5g communication"""
"rashidul hasan nabil, aneem-al-ahsan rupai, mimun barid, adnan sami and md. nazmul hossain","""an intelligent examination monitoring tool for online student evaluation"""
"nyme ahmed, rifat-ibn-alam, md. golam ahsan akib, syed nafiul shefat, dip nandi","""an extensive analysis on computing students' academic performance in online environment using decision tree"""
"rifat-ibn-alam, md golam ahsan akib, nyme ahmed, syed nafiul shefat, dip nandi","""a comparative analysis among online and on-campus students using decision tree"""
"syed nafiul shefat, md golam ahsan akib, nyme ahmed, rifat-ibn-alam, dip nandi","""investigation of computing students’ performances in a fully online environment during covid-19 pandemic"""
"nyme ahmed, methila farzana woishe, nila sultana, tamanna zaman bristy","""table token generator and indicator in restaurant using micro-controller"""
"nyme ahmed, rifat-ibn-alam, syed nafiul shefat","""performance evaluation of data mining classification algorithms for predicting breast cancer"""
"18) tania rahman, shanto kumar saha, md. sajjadur rahman sohel, md. tamim maula, abhijit bhowmik","""risk identification and analysis in software development in bangladesh it industry: a hybrid model"""
syma kamal chaity,N/A
"md. manzurul hasan, debajyoti mondal, and md. saidur rahman, positive planar","""positive planar satisfiability problems under 3-connectivity constraints"""
"shahadat hossain, md. manzurul hasan, and mimun barid.","""a heuristic approach for analyzing some reading behaviors of online news viewers using  rf and knn"""
"saiful islam, seunggyeong lee, seulgi lee, muhammad hilmy alfaruqi, balaji sambandam, vinod mathew, jang-yeon hwang, jaekook kim","""triggering the theoretical capacity of na1.1v3o7.9 nanorod cathode by polypyrrole coating for high-energy zinc-ion batteries"""
"monowar, muhammad m., md. a. hamid, faris a. kateb, abu q. ohi, and m. f. mridha","""self-supervised clustering for leaf disease identification"""
dr. muhammad firoz mridha,"""a comprehensive survey on the detection, classification, and challenges of neurological disorders"""
"monowar, muhammad m., md. a. hamid, abu q. ohi, madini o. alassafi, and m. f. mridha","""autoret: a self-supervised spatial recurrent network for content-based image retrieval"""
"m. a. h. wadud, m. f. . mridha, and m. m. . rahman","""word embedding methods for word representation in deep learning for natural language processing"""
"md. mohsin kabir, adit ishraq, kamruddin nur, and m. f. mridha","""content-based image retrieval using autoembedder"""
dr. md. mozahar  ali,N/A
bithi  paul,"""green synthesis and characterization of silver nanoparticles by using bryophyllum pinnatum and the evaluation of its power generation activities on bio-electrochemical cell"""
abhijit bhowmik,"""a machine learning approach for bengali handwritten vowel character recognition"""
"shafin talukder, sk. tasnim bari ira, aseya khanom,  prantika biswas sneha and wardah saleh",N/A
wardah saleh and shahrin chowdhury,N/A
bithi  paul,N/A
"m. a. hussen wadud, m. f. mridha, jungpil shin, kamruddin nur, and aloke kumar saha","""deep-bert: transfer learning based deep learning model for classifying multilingual offensive texts on social media"""
"md. mohsin kabir, adit ishraq, kamruddin nur, and m. f. mridha","""content-based image retrieval using autoembedder"""
"md masuduzzaman  , anik islam  , kazi sadia  , soo young shin","""uav-based mec-assisted automated traffic management scheme using blockchain"""
md. mortuza ahmmed,"""the obstacles to combat against covid-19 pandemic and the remedies: bangladesh scenario"""
"md iftekharul alam efat, md shazzad hossain shihab, shuvra aditya, jahangir hossain setu, km imtiaz-ud-din",N/A
"md. navid bin anwar, afroza nahar,  nashid kamal md., mehedi hasan shuvo",N/A
methila farzana woishe,N/A
"nyme ahmed, methila farzana woishe, nila sultana, tamanna zaman bristy",N/A
"md ismail hossain sadhin, methila farzana woishe, nila sultana, tamanna zaman bristy",N/A
"nila sultana, methila farzana woishe, tamanna zaman bristy, dr. md taimur ahad",N/A
"vivek kumar singh, prashasti singh, ashraf uddin, parveen arora, sujit bhattacharya","""exploring the relationship between journals indexed from a country and its research output: an empirical investigation"""
"nyme ahmed, dip nandi, a. g. m zaman","""analyzing student evaluations of teaching in a completely online environment"""
"m.j uddin, na amirsom, oa beg, a.i.m ismail","""computation of bio-nano-convection power law slip flow from a needle with blowing effects in a porous medium"""
"o. a bég,tasveer bég,w. a. khan,m. j. uddin","""multiple slip effects on nanofluid dissipative flow in a converging/diverging channel: a numerical study"""
"m. f. mridha, md. kishor morol, md. asraf ali, md sakib hossain shovon","""convoher2: a deep neural network for multi-stage classification of her2 breast cancer"""
"tasriva sikandar, sam matiur rahman, dilshad islam, md asraf ali, md. abdullah al mamun, mohammad fazle rabbi, kamarul h. ghazali, omar altwijri, mohammed almijalli, nizam uddin ahamed","""walking speed classification from marker-free video images in two-dimension using optimum data and a deep learning method"""
dr. akinul islam  jony,N/A
dr. akinul islam  jony,N/A
dr. kamruddin md.  nur,"""deep-bert: transfer learning for classifying multilingual offensive texts on social media"""
"m.d. hossain, m.n.i. khan, md sarowar hossain, s. j. ahned, m. k. alam, s. i. liba, m. a.  hakim, a. t. m. k. jamil","""structure-based magnetic, electrical and transport properties of ni–zn–co ferrite by v5+ substitution"""
prof. dr. dip  nandi,N/A
prof. dr. dip  nandi,N/A
prof. dr. dip  nandi,N/A
shakila   rahman,N/A
shakila   rahman,N/A
"mohammad alahmad1,*, imad alshaikhli2 , abdulrahman alkandari3, abdullah alshehab4, mohamamd rabiul islam5, meshal alnasheet6","""influence of hedera hash graph over blockchain"""
"nyme ahmed, dip nandi, a. g. m. zaman",N/A
"md. tanvir mahtab, a. g. m. zaman, montasir rahman mahin, mohammad nazim mia, md. tanjirul islam","""stock price prediction: an incremental learning approach model of multiple linear regression"""
