Author ID,Paper ID,Title
nsu_author_37,nsu_paper_22,"Study of Race Condition: A Privilege Escalation Vulnerability,"
nsu_author_65,nsu_paper_23,"Study of the Dirty Copy on Write, a Linux Kernel memory allocation vulnerability,"
nsu_author_42,nsu_paper_23,"Study of the Dirty Copy on Write, a Linux Kernel memory allocation vulnerability,"
nsu_author_40,nsu_paper_23,"Study of the Dirty Copy on Write, a Linux Kernel memory allocation vulnerability,"
nsu_author_66,nsu_paper_23,"Study of the Dirty Copy on Write, a Linux Kernel memory allocation vulnerability,"
nsu_author_20,nsu_paper_24,"Performance modeling of sdn with nfv under or aside the controller,"
nsu_author_67,nsu_paper_24,"Performance modeling of sdn with nfv under or aside the controller,"
nsu_author_21,nsu_paper_24,"Performance modeling of sdn with nfv under or aside the controller,"
nsu_author_68,nsu_paper_24,"Performance modeling of sdn with nfv under or aside the controller,"
nsu_author_69,nsu_paper_24,"Performance modeling of sdn with nfv under or aside the controller,"
nsu_author_70,nsu_paper_25,"A Novel Method of Identifying Errors with the Analysis of Alarms in IGW Transmission,"
nsu_author_71,nsu_paper_26,"A Cost-effective SMS Based Tracking System Using GPS-GSM-GPRS Modules with Arduino and Smartphone,"
nsu_author_72,nsu_paper_26,"A Cost-effective SMS Based Tracking System Using GPS-GSM-GPRS Modules with Arduino and Smartphone,"
nsu_author_53,nsu_paper_26,"A Cost-effective SMS Based Tracking System Using GPS-GSM-GPRS Modules with Arduino and Smartphone,"
nsu_author_39,nsu_paper_27,"Assessment of vulnerabilities of web applications of Bangladesh: A case study of XSS & CSRF,"
nsu_author_73,nsu_paper_27,"Assessment of vulnerabilities of web applications of Bangladesh: A case study of XSS & CSRF,"
nsu_author_74,nsu_paper_27,"Assessment of vulnerabilities of web applications of Bangladesh: A case study of XSS & CSRF,"
nsu_author_37,nsu_paper_27,"Assessment of vulnerabilities of web applications of Bangladesh: A case study of XSS & CSRF,"
nsu_author_58,nsu_paper_28,"A packet level simulation study of adhoc network with Network Simulator-2 (NS-2),"
nsu_author_60,nsu_paper_28,"A packet level simulation study of adhoc network with Network Simulator-2 (NS-2),"
nsu_author_59,nsu_paper_28,"A packet level simulation study of adhoc network with Network Simulator-2 (NS-2),"
nsu_author_75,nsu_paper_29,"Characterizing End-to-End Delay Performance of Randomized TCP Using an Analytical Model,"
nsu_author_76,nsu_paper_29,"Characterizing End-to-End Delay Performance of Randomized TCP Using an Analytical Model,"
nsu_author_77,nsu_paper_29,"Characterizing End-to-End Delay Performance of Randomized TCP Using an Analytical Model,"
nsu_author_78,nsu_paper_30,"Softsense: sensing at software level,"
nsu_author_79,nsu_paper_30,"Softsense: sensing at software level,"
nsu_author_80,nsu_paper_30,"Softsense: sensing at software level,"
nsu_author_81,nsu_paper_30,"Softsense: sensing at software level,"
nsu_author_82,nsu_paper_30,"Softsense: sensing at software level,"
nsu_author_83,nsu_paper_30,"Softsense: sensing at software level,"
nsu_author_84,nsu_paper_31,"PSTN Connected With Wireless Multi Hop Radio Relay – A Solution for Disaster Aftermath Communication,"
nsu_author_85,nsu_paper_31,"PSTN Connected With Wireless Multi Hop Radio Relay – A Solution for Disaster Aftermath Communication,"
nsu_author_86,nsu_paper_31,"PSTN Connected With Wireless Multi Hop Radio Relay – A Solution for Disaster Aftermath Communication,"
nsu_author_87,nsu_paper_31,"PSTN Connected With Wireless Multi Hop Radio Relay – A Solution for Disaster Aftermath Communication,"
nsu_author_84,nsu_paper_32,"PSTN Connected with Wireless Multi Hop Radio Relay – A Solution for Disaster Aftermath Communication,"
nsu_author_85,nsu_paper_32,"PSTN Connected with Wireless Multi Hop Radio Relay – A Solution for Disaster Aftermath Communication,"
nsu_author_88,nsu_paper_32,"PSTN Connected with Wireless Multi Hop Radio Relay – A Solution for Disaster Aftermath Communication,"
nsu_author_40,nsu_paper_33,"SQLi Penetration Testing of Financial Web Applications: Investigation of Bangladesh Region,"
nsu_author_41,nsu_paper_33,"SQLi Penetration Testing of Financial Web Applications: Investigation of Bangladesh Region,"
nsu_author_89,nsu_paper_33,"SQLi Penetration Testing of Financial Web Applications: Investigation of Bangladesh Region,"
nsu_author_90,nsu_paper_33,"SQLi Penetration Testing of Financial Web Applications: Investigation of Bangladesh Region,"
nsu_author_40,nsu_paper_34,"SQLi Penetration Testing of Financial Web Applications: Investigation of Bangladesh Region,"
nsu_author_41,nsu_paper_34,"SQLi Penetration Testing of Financial Web Applications: Investigation of Bangladesh Region,"
nsu_author_89,nsu_paper_34,"SQLi Penetration Testing of Financial Web Applications: Investigation of Bangladesh Region,"
nsu_author_90,nsu_paper_34,"SQLi Penetration Testing of Financial Web Applications: Investigation of Bangladesh Region,"
nsu_author_41,nsu_paper_35,"Exploring the SQL injection vulnerabilities of .bd domain web applications,"
nsu_author_40,nsu_paper_35,"Exploring the SQL injection vulnerabilities of .bd domain web applications,"
nsu_author_89,nsu_paper_35,"Exploring the SQL injection vulnerabilities of .bd domain web applications,"
nsu_author_41,nsu_paper_36,"SQLi Vulnerabilty in Education Sector Websites of Bangladesh,"
nsu_author_90,nsu_paper_36,"SQLi Vulnerabilty in Education Sector Websites of Bangladesh,"
nsu_author_89,nsu_paper_36,"SQLi Vulnerabilty in Education Sector Websites of Bangladesh,"
nsu_author_40,nsu_paper_36,"SQLi Vulnerabilty in Education Sector Websites of Bangladesh,"
nsu_author_39,nsu_paper_37,"Investigation of Bangladesh Region Based Web Applications: A Case Study of 64 Based, Local, and Global SQLi Vulnerability,"
nsu_author_37,nsu_paper_37,"Investigation of Bangladesh Region Based Web Applications: A Case Study of 64 Based, Local, and Global SQLi Vulnerability,"
nsu_author_91,nsu_paper_37,"Investigation of Bangladesh Region Based Web Applications: A Case Study of 64 Based, Local, and Global SQLi Vulnerability,"
nsu_author_92,nsu_paper_37,"Investigation of Bangladesh Region Based Web Applications: A Case Study of 64 Based, Local, and Global SQLi Vulnerability,"
nsu_author_38,nsu_paper_38,"Evaluating the Readiness of Cyber Resilient Bangladesh,"
nsu_author_37,nsu_paper_38,"Evaluating the Readiness of Cyber Resilient Bangladesh,"
nsu_author_39,nsu_paper_38,"Evaluating the Readiness of Cyber Resilient Bangladesh,"
nsu_author_93,nsu_paper_39,"Anonym: a tool for anonymization of the Internet traffic,"
nsu_author_58,nsu_paper_40,"Energy Efficient Transmission Power Estimation for WLAN VoIP,"
nsu_author_5,nsu_paper_40,"Energy Efficient Transmission Power Estimation for WLAN VoIP,"
nsu_author_40,nsu_paper_41,"Collection of BCNET BGP traffic,"
nsu_author_94,nsu_paper_41,"Collection of BCNET BGP traffic,"
nsu_author_95,nsu_paper_41,"Collection of BCNET BGP traffic,"
nsu_author_96,nsu_paper_41,"Collection of BCNET BGP traffic,"
nsu_author_97,nsu_paper_41,"Collection of BCNET BGP traffic,"
nsu_author_98,nsu_paper_41,"Collection of BCNET BGP traffic,"
nsu_author_99,nsu_paper_41,"Collection of BCNET BGP traffic,"
nsu_author_94,nsu_paper_42,"Collection and characterization of BCNET BGP traffic,"
nsu_author_40,nsu_paper_42,"Collection and characterization of BCNET BGP traffic,"
nsu_author_95,nsu_paper_42,"Collection and characterization of BCNET BGP traffic,"
nsu_author_97,nsu_paper_42,"Collection and characterization of BCNET BGP traffic,"
nsu_author_96,nsu_paper_42,"Collection and characterization of BCNET BGP traffic,"
nsu_author_99,nsu_paper_42,"Collection and characterization of BCNET BGP traffic,"
nsu_author_95,nsu_paper_43,"Comparison of WiMAX and ADSL performance when streaming audio and video content,"
nsu_author_40,nsu_paper_43,"Comparison of WiMAX and ADSL performance when streaming audio and video content,"
nsu_author_99,nsu_paper_43,"Comparison of WiMAX and ADSL performance when streaming audio and video content,"
nsu_author_100,nsu_paper_44,"A Dynamic Encryption Algorithm for Multicast/Broadcast Streaming Applications,"
nsu_author_11,nsu_paper_45,"Blockchain and smart contract for IoT enabled smart agriculture,"
nsu_author_12,nsu_paper_45,"Blockchain and smart contract for IoT enabled smart agriculture,"
nsu_author_13,nsu_paper_45,"Blockchain and smart contract for IoT enabled smart agriculture,"
nsu_author_14,nsu_paper_45,"Blockchain and smart contract for IoT enabled smart agriculture,"
nsu_author_101,nsu_paper_46,"An algorithmic approach to estimate cognitive aesthetics of images relative to ground truth of human psychology through a large user study,"
nsu_author_102,nsu_paper_46,"An algorithmic approach to estimate cognitive aesthetics of images relative to ground truth of human psychology through a large user study,"
nsu_author_103,nsu_paper_46,"An algorithmic approach to estimate cognitive aesthetics of images relative to ground truth of human psychology through a large user study,"
nsu_author_104,nsu_paper_46,"An algorithmic approach to estimate cognitive aesthetics of images relative to ground truth of human psychology through a large user study,"
nsu_author_105,nsu_paper_46,"An algorithmic approach to estimate cognitive aesthetics of images relative to ground truth of human psychology through a large user study,"
nsu_author_106,nsu_paper_47,"A Web Application for Traffic Status Update using Crowd-Sourced Data Acquisition and Real-Time Modification,"
nsu_author_107,nsu_paper_47,"A Web Application for Traffic Status Update using Crowd-Sourced Data Acquisition and Real-Time Modification,"
nsu_author_108,nsu_paper_47,"A Web Application for Traffic Status Update using Crowd-Sourced Data Acquisition and Real-Time Modification,"
nsu_author_53,nsu_paper_47,"A Web Application for Traffic Status Update using Crowd-Sourced Data Acquisition and Real-Time Modification,"
nsu_author_109,nsu_paper_48,"Web and Mobile Based Solution to Lost and Found Items in North South University,"
nsu_author_110,nsu_paper_48,"Web and Mobile Based Solution to Lost and Found Items in North South University,"
nsu_author_111,nsu_paper_48,"Web and Mobile Based Solution to Lost and Found Items in North South University,"
nsu_author_53,nsu_paper_49,"A User-Friendly and Efficient Design of a Unified Online Survey and Quizzing System,"
nsu_author_112,nsu_paper_49,"A User-Friendly and Efficient Design of a Unified Online Survey and Quizzing System,"
nsu_author_104,nsu_paper_50,"Deep Learning and Data Balancing Approaches in Mining Hospital Surveillance Data,"
nsu_author_103,nsu_paper_50,"Deep Learning and Data Balancing Approaches in Mining Hospital Surveillance Data,"
nsu_author_113,nsu_paper_50,"Deep Learning and Data Balancing Approaches in Mining Hospital Surveillance Data,"
nsu_author_114,nsu_paper_51,"Big Graph Analytics,"
nsu_author_115,nsu_paper_52,"MediPro – A Cost Effective and User-Friendly Medical Information System,"
nsu_author_116,nsu_paper_52,"MediPro – A Cost Effective and User-Friendly Medical Information System,"
nsu_author_117,nsu_paper_52,"MediPro – A Cost Effective and User-Friendly Medical Information System,"
nsu_author_53,nsu_paper_52,"MediPro – A Cost Effective and User-Friendly Medical Information System,"
nsu_author_53,nsu_paper_53,"RFID Based Attendance System,"
nsu_author_54,nsu_paper_53,"RFID Based Attendance System,"
nsu_author_55,nsu_paper_53,"RFID Based Attendance System,"
nsu_author_56,nsu_paper_53,"RFID Based Attendance System,"
nsu_author_106,nsu_paper_54,"rTraffic – A Realtime Web Application for Traffic Status Update in the Streets of Bangladesh,"
nsu_author_107,nsu_paper_54,"rTraffic – A Realtime Web Application for Traffic Status Update in the Streets of Bangladesh,"
nsu_author_118,nsu_paper_54,"rTraffic – A Realtime Web Application for Traffic Status Update in the Streets of Bangladesh,"
nsu_author_46,nsu_paper_55,"A Cost Effective Security Technology Integrated with RFID Based Automated Toll Collection System,"
nsu_author_47,nsu_paper_55,"A Cost Effective Security Technology Integrated with RFID Based Automated Toll Collection System,"
nsu_author_57,nsu_paper_55,"A Cost Effective Security Technology Integrated with RFID Based Automated Toll Collection System,"
nsu_author_104,nsu_paper_56,"Critical condition classification of patients from ICCDR, B hospital surveillance data,"
nsu_author_113,nsu_paper_56,"Critical condition classification of patients from ICCDR, B hospital surveillance data,"
nsu_author_119,nsu_paper_57,"An In-silico Pharmacophore-Based Anti-Viral Drug Development for Hepatitis C Virus,"
nsu_author_120,nsu_paper_57,"An In-silico Pharmacophore-Based Anti-Viral Drug Development for Hepatitis C Virus,"
nsu_author_121,nsu_paper_57,"An In-silico Pharmacophore-Based Anti-Viral Drug Development for Hepatitis C Virus,"
nsu_author_122,nsu_paper_58,"Developing an E-Commerce Website,"
nsu_author_123,nsu_paper_58,"Developing an E-Commerce Website,"
nsu_author_124,nsu_paper_59,"Unstable Communities in Network Ensembles,"
nsu_author_125,nsu_paper_59,"Unstable Communities in Network Ensembles,"
nsu_author_126,nsu_paper_59,"Unstable Communities in Network Ensembles,"
nsu_author_127,nsu_paper_59,"Unstable Communities in Network Ensembles,"
nsu_author_128,nsu_paper_59,"Unstable Communities in Network Ensembles,"
nsu_author_129,nsu_paper_60,"Doctor Locator: A Web Application to Improve Online Doctor Directories in Bangladesh,"
nsu_author_130,nsu_paper_60,"Doctor Locator: A Web Application to Improve Online Doctor Directories in Bangladesh,"
nsu_author_131,nsu_paper_60,"Doctor Locator: A Web Application to Improve Online Doctor Directories in Bangladesh,"
nsu_author_53,nsu_paper_60,"Doctor Locator: A Web Application to Improve Online Doctor Directories in Bangladesh,"
nsu_author_132,nsu_paper_61,"Development of an Online Bus Ticket Booking System for Transportation Services in Bangladesh,"
nsu_author_133,nsu_paper_61,"Development of an Online Bus Ticket Booking System for Transportation Services in Bangladesh,"
nsu_author_134,nsu_paper_61,"Development of an Online Bus Ticket Booking System for Transportation Services in Bangladesh,"
nsu_author_135,nsu_paper_62,"The Online Laundry System,"
nsu_author_136,nsu_paper_62,"The Online Laundry System,"
nsu_author_137,nsu_paper_62,"The Online Laundry System,"
nsu_author_53,nsu_paper_63,"A Unified Online Survey and Quizzing System,"
nsu_author_138,nsu_paper_63,"A Unified Online Survey and Quizzing System,"
nsu_author_139,nsu_paper_63,"A Unified Online Survey and Quizzing System,"
nsu_author_140,nsu_paper_64,"Personalized Language Models for Computer-mediated Communication,"
nsu_author_141,nsu_paper_64,"Personalized Language Models for Computer-mediated Communication,"
nsu_author_142,nsu_paper_64,"Personalized Language Models for Computer-mediated Communication,"
nsu_author_143,nsu_paper_65,"Tapping the Power of Social Network Analysis for One Bank Limited Bangladesh,"
nsu_author_144,nsu_paper_65,"Tapping the Power of Social Network Analysis for One Bank Limited Bangladesh,"
nsu_author_145,nsu_paper_66,"Most Central Actors of an Unknown Network Using Friendship Paradox,"
nsu_author_146,nsu_paper_66,"Most Central Actors of an Unknown Network Using Friendship Paradox,"
nsu_author_147,nsu_paper_67,"Map Matching on Sparse GPS Data: A Perspective of a Developing City,"
nsu_author_61,nsu_paper_67,"Map Matching on Sparse GPS Data: A Perspective of a Developing City,"
nsu_author_148,nsu_paper_67,"Map Matching on Sparse GPS Data: A Perspective of a Developing City,"
nsu_author_149,nsu_paper_67,"Map Matching on Sparse GPS Data: A Perspective of a Developing City,"
nsu_author_150,nsu_paper_67,"Map Matching on Sparse GPS Data: A Perspective of a Developing City,"
nsu_author_151,nsu_paper_67,"Map Matching on Sparse GPS Data: A Perspective of a Developing City,"
nsu_author_152,nsu_paper_68,"Improving accuracy of students’ final grade prediction model using optimal equal width binning and synthetic minority over-sampling technique,"
nsu_author_153,nsu_paper_68,"Improving accuracy of students’ final grade prediction model using optimal equal width binning and synthetic minority over-sampling technique,"
nsu_author_154,nsu_paper_68,"Improving accuracy of students’ final grade prediction model using optimal equal width binning and synthetic minority over-sampling technique,"
nsu_author_113,nsu_paper_68,"Improving accuracy of students’ final grade prediction model using optimal equal width binning and synthetic minority over-sampling technique,"
nsu_author_155,nsu_paper_69,"Autonomous Data Integration Model Using Integra Data Model,"
nsu_author_156,nsu_paper_69,"Autonomous Data Integration Model Using Integra Data Model,"
nsu_author_157,nsu_paper_69,"Autonomous Data Integration Model Using Integra Data Model,"
nsu_author_158,nsu_paper_70,"Localized twitter opinion mining using sentiment analysis,"
nsu_author_159,nsu_paper_70,"Localized twitter opinion mining using sentiment analysis,"
nsu_author_160,nsu_paper_70,"Localized twitter opinion mining using sentiment analysis,"
nsu_author_161,nsu_paper_70,"Localized twitter opinion mining using sentiment analysis,"
nsu_author_113,nsu_paper_70,"Localized twitter opinion mining using sentiment analysis,"
nsu_author_162,nsu_paper_71,"A personalized music discovery service based on data mining,"
nsu_author_163,nsu_paper_71,"A personalized music discovery service based on data mining,"
nsu_author_164,nsu_paper_71,"A personalized music discovery service based on data mining,"
nsu_author_165,nsu_paper_71,"A personalized music discovery service based on data mining,"
nsu_author_166,nsu_paper_71,"A personalized music discovery service based on data mining,"
nsu_author_167,nsu_paper_71,"A personalized music discovery service based on data mining,"
nsu_author_168,nsu_paper_72,"Clustered based VM placement strategies,"
nsu_author_169,nsu_paper_72,"Clustered based VM placement strategies,"
nsu_author_165,nsu_paper_72,"Clustered based VM placement strategies,"
nsu_author_170,nsu_paper_73,"Analysis and classification of respiratory health risks with respect to air pollution levels,"
nsu_author_171,nsu_paper_73,"Analysis and classification of respiratory health risks with respect to air pollution levels,"
nsu_author_172,nsu_paper_73,"Analysis and classification of respiratory health risks with respect to air pollution levels,"
nsu_author_173,nsu_paper_73,"Analysis and classification of respiratory health risks with respect to air pollution levels,"
nsu_author_174,nsu_paper_73,"Analysis and classification of respiratory health risks with respect to air pollution levels,"
nsu_author_175,nsu_paper_73,"Analysis and classification of respiratory health risks with respect to air pollution levels,"
nsu_author_165,nsu_paper_73,"Analysis and classification of respiratory health risks with respect to air pollution levels,"
nsu_author_176,nsu_paper_74,"Data mining techniques to analyze the reason for home birth in Bangladesh,"
nsu_author_138,nsu_paper_74,"Data mining techniques to analyze the reason for home birth in Bangladesh,"
nsu_author_177,nsu_paper_74,"Data mining techniques to analyze the reason for home birth in Bangladesh,"
nsu_author_178,nsu_paper_74,"Data mining techniques to analyze the reason for home birth in Bangladesh,"
nsu_author_179,nsu_paper_74,"Data mining techniques to analyze the reason for home birth in Bangladesh,"
nsu_author_180,nsu_paper_74,"Data mining techniques to analyze the reason for home birth in Bangladesh,"
nsu_author_165,nsu_paper_74,"Data mining techniques to analyze the reason for home birth in Bangladesh,"
nsu_author_104,nsu_paper_75,"Mining ICDDR, B Hospital Surveillance Data Using Locally Linear Embedding Based SMOTE Algorithm and Multilayer Perceptron,"
nsu_author_113,nsu_paper_75,"Mining ICDDR, B Hospital Surveillance Data Using Locally Linear Embedding Based SMOTE Algorithm and Multilayer Perceptron,"
nsu_author_104,nsu_paper_76,"Mining ICDDR, B Hospital Surveillance Data and Exhibiting Strategies for Balancing Large Unbalanced Datasets,"
nsu_author_165,nsu_paper_76,"Mining ICDDR, B Hospital Surveillance Data and Exhibiting Strategies for Balancing Large Unbalanced Datasets,"
nsu_author_104,nsu_paper_77,"Mining ICDDR, B Hospital Surveillance Data Using Locally Linear Embedding Based SMOTE Algorithm and Multilayer Perceptron,"
nsu_author_113,nsu_paper_77,"Mining ICDDR, B Hospital Surveillance Data Using Locally Linear Embedding Based SMOTE Algorithm and Multilayer Perceptron,"
nsu_author_124,nsu_paper_78,"Mining Unstable Communities from Network Ensembles,"
nsu_author_125,nsu_paper_78,"Mining Unstable Communities from Network Ensembles,"
nsu_author_126,nsu_paper_78,"Mining Unstable Communities from Network Ensembles,"
nsu_author_127,nsu_paper_78,"Mining Unstable Communities from Network Ensembles,"
nsu_author_128,nsu_paper_78,"Mining Unstable Communities from Network Ensembles,"
nsu_author_181,nsu_paper_79,"Geospatial Data Mining on Education Indicators of Bangladesh,"
nsu_author_182,nsu_paper_79,"Geospatial Data Mining on Education Indicators of Bangladesh,"
nsu_author_183,nsu_paper_79,"Geospatial Data Mining on Education Indicators of Bangladesh,"
nsu_author_165,nsu_paper_79,"Geospatial Data Mining on Education Indicators of Bangladesh,"
nsu_author_184,nsu_paper_80,"Speed and direction based fuzzy handover system,"
nsu_author_119,nsu_paper_80,"Speed and direction based fuzzy handover system,"
nsu_author_165,nsu_paper_80,"Speed and direction based fuzzy handover system,"
nsu_author_124,nsu_paper_81,"Reverse Engineering Molecular Hypergraphs,"
nsu_author_185,nsu_paper_81,"Reverse Engineering Molecular Hypergraphs,"
nsu_author_186,nsu_paper_81,"Reverse Engineering Molecular Hypergraphs,"
nsu_author_187,nsu_paper_81,"Reverse Engineering Molecular Hypergraphs,"
nsu_author_188,nsu_paper_81,"Reverse Engineering Molecular Hypergraphs,"
nsu_author_185,nsu_paper_82,"Reconciling Gene Expression Data with Molecular Interaction Networks,"
nsu_author_124,nsu_paper_82,"Reconciling Gene Expression Data with Molecular Interaction Networks,"
nsu_author_189,nsu_paper_82,"Reconciling Gene Expression Data with Molecular Interaction Networks,"
nsu_author_190,nsu_paper_82,"Reconciling Gene Expression Data with Molecular Interaction Networks,"
nsu_author_191,nsu_paper_82,"Reconciling Gene Expression Data with Molecular Interaction Networks,"
nsu_author_188,nsu_paper_82,"Reconciling Gene Expression Data with Molecular Interaction Networks,"
nsu_author_192,nsu_paper_83,"Dermatological Disease Diagnosis using Color-skin Images,"
nsu_author_104,nsu_paper_83,"Dermatological Disease Diagnosis using Color-skin Images,"
nsu_author_193,nsu_paper_83,"Dermatological Disease Diagnosis using Color-skin Images,"
