Author Name,Author ID
Muhammad Zafar Iqbal,sust_author_160
Mahbubur Rub Talha and Sabir Ismail,sust_author_161
Yuichi Goto,sust_author_162
and Jingde Cheng,sust_author_163
Sabir Ismail and Mohammad Abdullah Al-Mumin,sust_author_164
Raihan Ahmed,sust_author_165
Mehedi Al Hasan and Dr. Mohammad Reza Selim,sust_author_166
T. Zahan,sust_author_167
M. Zafar Iqbal,sust_author_168
M. Reza Selim and M. Shahidur Rahman,sust_author_169
M. Akter,sust_author_170
M. Shahidur Rahman,sust_author_171
M. Zafar Iqbal and M. Reza Selim,sust_author_172
A. Ahmad,sust_author_173
M. Raihan Hussain,sust_author_174
M. Reza Selim,sust_author_175
M. Zafar Iqbal and M. Shahidur Rahman,sust_author_176
S. Kibria,sust_author_177
M. Reza Selim and M. Zafar Iqbal,sust_author_178
Youcheng Chen,sust_author_179
Jingde Cheng,sust_author_180
Takumi Endo,sust_author_181
K. H. S. Sabaragamu Koralalage,sust_author_182
Mohammed Reza Selim,sust_author_183
J. Miura,sust_author_184
Y. Goto,sust_author_185
J. Cheng,sust_author_186
Masami Someya,sust_author_187
Md. Abdullah Al-Mumin,sust_author_188
Md. Basim Uddin Ahmed,sust_author_189
Mahruba Sharmin Chowdhury and Ananta Akash Podder,sust_author_190
Md. Imdadul Haque Milon,sust_author_191
and M. Jahirul Islam,sust_author_192
Rafi Islam Arnob,sust_author_193
Rashidul Hasan,sust_author_194
and Md. Reza Selim,sust_author_195
Md Hanif Seddiqui,sust_author_196
M Zafar Iqbal,sust_author_197
and M Jahirul Islam,sust_author_198
Khaled Hasan Sazzad,sust_author_199
and Md. Anwarul Azim,sust_author_200
Md. Asrafuzzaman Mollah,sust_author_201
Md. Reza Selim,sust_author_202
and Md. Abdullah Al Mumin,sust_author_203
and M. Zafar Iqbal,sust_author_204
Samya,sust_author_205
Shashwata Sourav Roy,sust_author_206
MD Shaleh Islam Tonmoy,sust_author_207
and MD Forhad Rabbi,sust_author_208
Pir,sust_author_209
RMS.,sust_author_210
Rabbi,sust_author_211
MF.,sust_author_212
& Islam,sust_author_213
M.J.,sust_author_214
Md Forhad Rabbi,sust_author_215
Zafrin Ahmed Liza,sust_author_216
Md. Forhad Rabbi,sust_author_217
Ashique Jubayer,sust_author_218
Syed Montasir Hossain,sust_author_219
Umme Salma Ripa,sust_author_220
Tasnim,sust_author_221
Alam,sust_author_222
M.F.,sust_author_223
R. M. S. R.,sust_author_224
M. F. & Islam,sust_author_225
Jumi,sust_author_226
J. N.,sust_author_227
& Rabbi,sust_author_228
Sarker,sust_author_229
Linkon,sust_author_230
A. H. M.,sust_author_231
Bappy,sust_author_232
F. H.,sust_author_233
Mahadi,sust_author_234
& Nahid,sust_author_235
H,sust_author_236
Hamid,sust_author_237
M.M.,sust_author_238
T. and Rabbi,sust_author_239
Choudhury Farhana Jhuma,sust_author_240
R. M. S. R. Pir,sust_author_241
M. F. Rabbi,sust_author_242
M. J. Islam,sust_author_243
Tanjla Mawla,sust_author_244
Sharmishta Dutta,sust_author_245
Panagiota Fatourou,sust_author_246
Eleni Kanellou,sust_author_247
Eleftherios Kosmas,sust_author_248
Khan Olid Bin Mannan,sust_author_249
Ahsan Arefin,sust_author_250
Shiblee Sadik,sust_author_251
Forhad Rabbi and M.A. Mottalib,sust_author_252
Haque,sust_author_253
Zaman,sust_author_254
Saurav,sust_author_255
J. R.,sust_author_256
Md. Saiful.,sust_author_257
& Amin,sust_author_258
Khatun,sust_author_259
Aisha,sust_author_260
Anisur Rahman,sust_author_261
Md Saiful Islam,sust_author_262
Hemayet Ahmed Chowdhury,sust_author_263
and Ayesha Tasnim,sust_author_264
,sust_author_265
Purkaystha,sust_author_266
B.,sust_author_267
Datta,sust_author_268
Hossain,sust_author_269
Md Zobaer,sust_author_270
Md Ashraful Rahman,sust_author_271
and Sudipta Kar,sust_author_272
and Md Saiful Islam,sust_author_273
Hemayet Ahmed,sust_author_274
Md Azizul Haque Imon,sust_author_275
Aisha Khatun,sust_author_276
Sharma,sust_author_277
A. S.,sust_author_278
Mridul,sust_author_279
M. A.,sust_author_280
Syed Md Hasnayeen,sust_author_281
Imon,sust_author_282
M. A. H.,sust_author_283
Nahid,sust_author_284
Md Mahadi Hasan,sust_author_285
Md Islam,sust_author_286
Bishwajit Purkaystha,sust_author_287
Bishwajit,sust_author_288
Tapos Datta,sust_author_289
Md Farhanul,sust_author_290
Md Ragib Shaharear,sust_author_291
Sharfuddin,sust_author_292
Abdullah Aziz,sust_author_293
Md Nafis Tihami,sust_author_294
Arnab Sen,sust_author_295
Maruf Ahmed Mridul,sust_author_296
Marium-E. Jannat,sust_author_297
Uddin,sust_author_298
Md Nazim,sust_author_299
Moudud Ahmad Khan,sust_author_300
and Marium-E. Jannat,sust_author_301
Md Jakir,sust_author_302
Sayed Mahmud Al Amin,sust_author_303
Md Abul Kashem,sust_author_304
and E. Marium,sust_author_305
Md Ashikul,sust_author_306
Md Minhazul Kabir,sust_author_307
Md Saiful,sust_author_308
Fazla Elahi Md Jubayer,sust_author_309
and Syed Ikhtiar Ahmed,sust_author_310
Locality-sensitive hashing scheme for Bangla news article clustering using bloom filter,sust_author_311
Al-Amin,sust_author_312
Md,sust_author_313
and Shapan Das Uzzal,sust_author_314
A Comparative Study on Different Types of Approaches to Bengali document Categorization,sust_author_315
A Comprehensive Survey on Bengali Phoneme Recognition,sust_author_316
A Statistical Model for Ideal Team Selection for A National Cricket Squad,sust_author_317
Bangla Word Clustering Based on Tri-gram,sust_author_318
4-gram and 5-gram Language Model,sust_author_319
A Stochastic Decision Tree Model For Predicting The T20 International Cricket Match Result,sust_author_320
Predicting the Direction of Stock Market Index Using Hybridization of Data Mining and Artificial Neural Network Technique,sust_author_321
Heart Disease Prediction of Type II Diabetic Patients in Bangladesh Using Data Mining Techniques,sust_author_322
Pneumonia Prognostication Using Fuzzy Logic,sust_author_323
Statistical Analysis on Bangla Newspaper Data to Extract Trending Topic and Visualize Its Change Over Time,sust_author_324
Document Decomposition of Bangla Printed Text,sust_author_325
Razik,sust_author_326
Shuvanon,sust_author_327
Evan Hossain,sust_author_328
Md Tahmid,sust_author_329
Md Moshiur Rahman,sust_author_330
Nirob,sust_author_331
Syed Mehedi Hasan,sust_author_332
Md Kazi Nayeem,sust_author_333
Ara,sust_author_334
Nusrat Mubin,sust_author_335
Nishikanto Sarkar Simul,sust_author_336
Mahmud,sust_author_337
Quazi Ishtiaque,sust_author_338
Asif Mohaimen,sust_author_339
Quadery,sust_author_340
Fahim,sust_author_341
Abdullah Al Maruf,sust_author_342
Tamjid Ahmed,sust_author_343
Md. Mahadi Hasan Nahid,sust_author_344
Md. Ashraful Islam,sust_author_345
Md. Saiful Islam,sust_author_346
Ahnaf Farhan Rownak,sust_author_347
Md. Fazle Rabby,sust_author_348
Md Al-Amin,sust_author_349
Islam Md Saiful,sust_author_350
et al.,sust_author_351
Simul Nishikanto Sarkar,sust_author_352
Nusrat Mubin Ara,sust_author_353
