Authors,Title
"shahnaj parvin, abdur rahman",a real-time human bone fracture detection and classification from multi-modal images using deep learning technique
"bég, osman anwar, debasis kumar, mohammed jashim uddin, md abdul alim, and tasveer a. bég",simulation of magneto-nano-bioconvective coating flow with blowing and multiple slip effects
dr. mohammed jashim uddin,computation of rheological nanofluid coating boundary layer transport with convective wall heating.
"ashadu jaman shawon 1, *, mohi uddin anondo 2 , anika tabassum 3 syed nafiul shefat 4",the 2023 outbreak of dengue in bangladesh and the non-identify criteria.
md. fayz-al- asad,influence of baffle size and position on natural convective heat transport in a skewed cavity by finite element method
"pulok sarker, adnan sayed, abu bakar siddique, avijit saha apu, syeda anika tasnim, rifath mahmud",a comparative review on stock market prediction using artificial intelligence
syeda anika tasnim,a comparativereview on stock market prediction using artificial intelligence
"s m abdullah shafi, myesha samia, sultanul arifeen hamim",emotion classification in bangla text data using gaussian naive bayes classifier: a computational linguistic study
"md. sydur rahman, aditya kumar saha, uma chakraborty, humaira tabassum sujana , s. m. abdullah shafi",evaluating the impact of test-driven development on software quality enhancement
md. fayz-al- asad,low cost artificial intelligence internet of things based water quality monitoring for rural areas
md. fayz-al- asad,computational modelling and simulations to study the thermal enhancement in nanofluid flow in undulating wavy cavity of a cylinder: finite element analysis
"md. sarowar hossain, g. singh, e. haque, m. nishat, e. tarif, p. k. mukhopadhyay",electrostatic micro‑actuation system to evaluate the elastic moduli of metals with the application of dc voltage
"m.d. hossain, m.a. hossain, md. sarowar hossain, m. n. i. khan d, s. s. sikder",sintering temperature dependent characterization of ni nano ferrite with the optimization of frequency dependent properties
"tanmoy kumar ghosh, m. k. r. khan, m. m. rahman, md. sarowar hossain, suravi islam, nazia khatun and m. s. i. sarker","enhanced electrical, optical and magnetic properties of bifeo3 perovskite nanoparticles co-doped with y and cu"
"md. rafiqul islam , md. shahidul islam and saikat majumder","breast cancer prediction: a fusion of genetic algorithm, chemical reaction optimization, and machine learning techniques"
dr. md iftekharul mobin,social media as a mirror: reflecting mental health through computational linguistics
prof. dr. md. rafiqul islam,prediction of essential proteins using genetic algorithm as a feature selection technique
"rifat al mamun rudro, kamruddin nur, md. faruk abdullah al sohan, m. f. mridha, sultan alfarhood and mejdl safran",spf-net: solar panel fault detection using u-net based deep learning image classification
dr. muhammad firoz mridha,safeguardnet: enhancing corporate safety via tailored deep transfer learning for threat recognition
dr. muhammad firoz mridha,explainable deep learning for diabetes diagnosis with deepnetx2
md. reazul islam,machine learning-driven iot device for women’s safety: a real-time sexual harassment prevention system
"mayesha sharmim tisha, md. kamrujjaman , ishrat zahan",dynamics of reaction–diffusion–advection system and its impact on river ecology in the presence of spatial heterogeneity
mayesha sharmim tisha,wiener and lévy processes to prevent disease outbreaks: predictable vs stochastic analysis
bithi paul,"crystallographic structure, antibacterial effect, and catalytic activities of fig extract mediated silver nanoparticles"
"shuvo biswas, rafid mostafiz, bikash kumar paul, khandaker mohammad mohi uddin, md. abdul hadi, fahmida khanom",dfu_xai: a deep learning-based approach to diabetic foot ulcer detection using feature explainability
"md. mortuza ahmmed, shalini puri",current trends and future trajectories: polymer-modified concrete in the context of bangladesh
kh. abdul maleque,"combined fluid and ferrofluid buoyancy force, heat absorption and non linear ferro-viscosity effects on ferro- hydrodynamics fluid flow in orthogonal porous surface"
"rifat al mamun rudro , kamruddin nur , md. faruk abdullah al sohan, m.f. mridha, sultan alfarhood, mejdl safran, karthick kanagarathinam",spf-net: solar panel fault detection using u-net based deep learning image classification
"abhijit bhowmik, noorhozaimi mohd. nur, m. saef ullah miah, debajyoti karmekar",aspect-based sentiment analysis model for evaluating teachers' performance from students' feedback
"mohammad sojon beg, muhammad yusri ismail, md. saef ullah miah",evaluating the performance of a visual support system for driving assistance using a deep learning algorithm
"md. reazul islam, md. mohsin kabir, muhammadfiroz mridha, sultan alfarhood, mejdl safran, dunrenche",deep learning-based iot system for remote monitoring and early detection of health issues in real-time
"b. rajini kanth, md. sarowar hossain, p. k. mukhopadhyay","structure, microstructure and magneto-elastic property study on co40ni29al31 ferromagnetic shapememory alloy ribbon"
"kazi sadia, ariyan jahangir",blockchain based agriculture using the application of uav and deep learning technique: alexnet cnn
"khondokar oliullah, mahedi hasan rasel, md. manzurul islam, md. reazul islam, md. anwar hussen wadud & md. whaiduzzaman",a stacked ensemble machine learning approach for the prediction of diabetes
dr. mahfuza khatun,unraveling the burden of t2d among the adolescents in bangladesh: a statistical exploration of prevalence and influencing factors
tusar saha,structure based photocatalytic efficiency and optical properties of zno nanoparticles modified by annealing including williamson-hall microstructural investigation
"razuan karim, mukter zaman, wong hin yong",a non-invasive methods for neonatal jaundice detection and monitoring to assess bilirubin level: a review
md. faruk abdullah al sohan,utilization of machine learning strategies in the investigation of suspected credit card fraud
"m ferdows, e e tzirtzilakis",hyperthermia temperature reduction in biomagnetic flow: thermal transfer in fe3o4–blood particle suspension with uniform and non-uniform effects
md. nazmul hossain,a comprehensive analysis of machine learning approaches for fake news detection and its effects
md. al-amin,towards a novel identity check using latest w3c standards & hybrid blockchain for paperless verification
"d. mistry, m. f. mridha, m. safran, s. alfarhood, a. k. saha and d. che",privacy-preserving on-screen activity tracking and classification in e-learning using federated learning
"a. j. keya, m. m. kabir, n. j. shammey, m. f. mridha, m. r. islam and y. watanobe",g-bert: an efficient method for identifying hate speech in bengali texts on social media
"khan md hasib , nurul akter towhid , kazi omar faruk , jubayer al mahmud, m. f. mridha",strategies for enhancing the performance of news article classification in bangla: handling imbalance and interpretation
"m. s. h. shovon, s. j. mozumder, o. k. pal, m. f. mridha, n. asai and j. shin",plantdet: a robust multi-model ensemble method based on deep learning for plant disease detection
"k. mridha, m. m. uddin, j. shin, s. khadka and m. f. mridha",an interpretable skin cancer classification using optimized convolutional neural network for a smart healthcare system
"mohammad, zabir, arif reza anwary, muhammad firoz mridha, md sakib hossain shovon, and michael vassallo",an enhanced ensemble deep neural network approach for elderly fall detection system based on wearable sensors
"k. mridha, s. ghimire, j. shin, a. aran, m. m. uddin and m. f. mridha",automated stroke prediction using machine learning: an explainable and exploratory study with a web application for early intervention
"8. hosen, sabbir, jannatul ferdous eva, ayman hasib, aloke kumar saha, m. f. mridha, and anwar hussen wadud",hqa-data: a historical question answer generation dataset from previous multi perspective conversation
"islam, md. reazul, md. mohsin kabir, muhammad firoz mridha, sultan alfarhood, mejdl safran, and dunren che.",deep learning-based iot system for remote monitoring and early detection of health issues in real-time
dr. md. abdullah - al - jubair,convowaste: an automatic waste segregation machine using deep learning
dr. md. abdullah - al - jubair,prediction of cryptocurrency price using machine learning techniques and public sentiment analysis
"md. abu jubaer, md. nabobi hasan, mufrad mustavi, md. tanvir shahriar, tanvir ahmed",potato leaf disease detection using image processing
"pradipta chakraborty, santanu dey, shovan kumar kundu & soumen basu",influence of sm and fe co-doping on structural and electrical features of yttrium chromite nanoparticles
"md. tanjimul islam , shahid uddin fahim , fatema jahan , humayra ferdous , md. ehasanul haque",a study on the effectiveness of online classes in bangladesh during the covid-19 pandemic
"shethil ahammed, ayesha amin, m. junayed ibne mohiuddin udoy, abdullah al maruf, kazi sadia, md. abdullah-al-jubair, mohammad shidujaman",an approach to user-friendly gui model using hci principles on university websites
"yahaya saadu itas, kamaluddeen abubakar isah, awwal hussain nuhu, razif razali, salisu tata, naseer k. a, abubakr m. idris, md. habib ullah, mayeen uddin khandaker",the potentials of boron-doped (nitrogen deficient) and nitrogen-doped (boron deficient) bnnt photocatalysts for decontamination of pollutants from water bodies
"shrabonti mitra, md. abdul malek, tanzin sultana, abhijit pathak, md. jainal abedin, khadizatul kobra, md. habib ullah, mayeen uddin khandaker",blended learning pedagogy and its implementation in the tertiary education: bangladesh perspectives
"sabbir hossain, rahman sharar, md. ibrahim bahadur, abu sufian, rashidul hasan nabil","medibert: a medical chatbot built using keybert, biobert and gpt-2"
"md. sohidul islam, md. sajjad, mohammad mahmudul hasan, mohammad sakib islam mazumder",phishing attack detecting system using dns and ip filtering
"foysal ahamed ni̇rob, mohammad mahmudul hasan",predicting stock price from historical data using lstm technique
"fariya sultana prity, mohammad mahmudul hasan",mapping gaps between academic resources and industrial works in software testing
"26) abhijit bhowmik, noorhuzaimi mohd noor, m. saef ullah miah, md. mazid-ul-haque, debajyoti karmaker",a comprehensive dataset for aspect-based sentiment analysis in evaluating teacher performance
"abhijit bhowmik, noorhuzaimi mohd noor, m. saef ullah miah, md. mazid-ul-haque, and debajyoti karmaker",a comprehensive dataset for aspect-based sentiment analysis in evaluating teacher performance
dr. md. mozahar ali,"dft approach into the physical properties of mte3 (m= hf, zr) superconductors: a comprehensive study"
dr. md. saef ullah miah,an automated materials and processes identification tool for material informatics using deep learning approach
dr. md. saef ullah miah,a comprehensive dataset for aspect-based sentiment analysis in evaluating teacher performance
"md. manzurul hasan, debajyoti mondal, and md. saidur rahman",relating planar graph drawings to planar satisfiability problems
"hiroaki fukuoka, mahjabin taskin, kungen teii, and yoshimine kato",measurement of oxygen concentration in atmospheric air using ultrasound time of flight with humidity compensation
mohammad ferdows; abid hossain; m.j uddin; fahiza tabassum mim; shuyu sun,"lie group analysis of magnetohydrodynamic flow with nonlinear hydrodynamic, linear thermal and mass slips"
"r: shahriar fahim, sm katibur rahman, sharfuddin mahmood","blockchain: a comparative study of consensus algorithms pow, pos, poa, pov"
"kanija muntarina, rafid mustafa, fahmida khanom, sumaita binte shorif, mohammad shorif uddin",multiresedge: a deep learning-based edge detection approach
"md shakhawat hossain ,md. mahmudur rahman, m. mahbubul syeed , mohammad faisal uddin, mahady hasan , md. aulad hossain , amel ksibi , mona m. jamjoom , zahid ullah , and md abdus samad",deeppoly: deep learning based polyps segmentation and classification for autonomous colonoscopy examination
"dr. rehena parveen, s. m. nasim azad, sharmin islam, samira salam",the relationship between addictive use of social media and students' study efficiency : a cross sectional study on bsmrstu students.
"samira salam , md. abul kalam azad, rehena parveen",rural-urban migration and social mobility in bangladesh: an empirical study using stochastic process
anika saba ibte sum,a comprehensive analysis of machine learning approaches for fake news detection and its effects
md. faruk abdullah al sohan,unleashing the potential of c++: using optimization techniques on procedeural-oriented programming for enhanced efficiency
dr. akinul islam jony,navigating the cyber threat landscape: a comprehensive analysis of attacks and security in the digital age
dr. akinul islam jony,advancement in bangla sentiment analysis: a comparative study of transformer-based and transfer learning models for e-commerce sentiment classification
kh. abdul maleque,the thermal absorption/generation on ferro-fluid combined convective flow over curvilinear porous surfaces
mst. ummay sumaya,effect of stabilizer content in different solvents on the synthesis of zno nanoparticles using the chemical precipitation method.
dr. samia mahjabin,boosting perovskite solar cell stability through a sputtered mo-doped tungsten oxide (wox) electron transport layer
"m.t. aziz, s.m.h. mahmud, m.f. elahe, h. jahan, m.h. rahman, d. nandi, l.k. smirani, k. ahmed, f.m. bui, m.a moni",a novel hybrid approach for classifying osteosarcoma using deep feature extraction and multilayer perceptron
"utshab das, hasan sanjary islam, kakon paul avi, ajmayeen adil, dip nandi",comparative analysis of data mining techniques for predicting the yield of agricultural crops
"s m hasan mahmud, md mamun ali, mohammad fahim shahriar, fahad ahmed al-zahrani, kawsar ahmed, dip nandi, francis m bui",detection of different stages of alzheimer’s disease using cnn classifier
"snigdho dip howlader, tushar biswas, aishwarjyo roy, golam mortuja, dip nandi",a comparative analysis of algorithms for heart disease prediction using data mining
"sadi mohammad, ibrahim adnan chowdhury, niloy roy, md. nazim hasan, dip nandi",investigation of student dropout problem by using data mining technique
"ahmed sikder, william ghann, md rafsun jani, md tohidul islam, saquib ahmed, mohammed m. rahman, md abdul majed patwary, mohsin kazi, jahidul islam, faisal i. chowdhury, mohammad a. yousuf, mohammad mahbub rabbani, mohammad hossain shariare, and jamal uddin","characterization and comparison of dsscs fabricated with black natural dyes extracted from jamun, black plum, and blackberry"
md. faruk abdullah al sohan,enhancing ddos attack detection using machine learning: a framework with feature selection and comparative analysis of algorithms
"sagar dutta , md. shahjahan ali , angkita mistry tama , md. masud parvez , m.a. hakim , md. sarowar hossain, humayra ferdous",enhancement of dielectric properties and conduction mechanism in bati0.85sn0.15o3 for energy storage application
"yahaya saadu itas, abdussalam balarabe suleiman, chifu e. ndikilar, abdullahi lawal, razif razali, md. habib ullah, hamid osman, and mayeen uddin khandaker",dft studies of the photocatalytic properties of mos2-doped boron nitride nanotubes for hydrogen production
"ayesha u, mamun asma, islam mn, hossain mr, tasmia sa and hossain mg. 2023.","early initiation of breastfeeding and its determinants of mothers in rajshahi district, bangladesh: a cross-sectional study"
"keya, ashfia jannat, arpona, sayefa arafah, kabir, muhammad mohsin, and mridha",recurrent albert for recommendation: a hybrid architecture for accurate and lightweight restaurant recommendations
"j. r. jim, m. t. hosain, m. f. mridha, m. m. kabir and j. shin",toward trustworthy metaverse: advancements and challenges
"m. s. h. shovon, m. f. mridha, k. m. hasib, s. alfarhood, m. safran and d. che",addressing uncertainty in imbalanced histopathology image classification of her2 breast cancer: an interpretable ensemble approach with threshold filtered single instance evaluation (sie)
"jahin, md abrar, shovon, md sakib hossain, islam, md. saiful, shin, jungpil, mridha, m. f. and okuyama",qamplifynet: pushing the boundaries of supply chain backorder prediction using interpretable hybrid quantum-classical neural network.
sagar dutta and md. shahjahan ali and angkita mistry tama and md. masud parvez and humayra ferdous and m.a. hakim and md. sarowar hossain,enhancement of dielectric properties and conduction mechanism in bati0.85sn0.15o3 for energy storage application
"sagar dutta, md. shahjahan ali, angkita mistry tama, md. masud parvez, humayra ferdous, m.a. hakim, md. sarowar hossain",enhancement of dielectric properties and conduction mechanism in bati0.85sn0.15o3 for energy storage application
mohammad rabiul islam,cnn based covid-19 detection from image processing
"s. parvin, n.c. roy, l.k. saha",natural convective non-newtonian nanofluid flow in a wavy-shaped enclosure with a heated elliptic obstacle
prof. dr. md. rafiqul islam,a hybrid metaheuristic method for solving resource constrained project scheduling problem
prof. dr. md. rafiqul islam,"solving maximum clique problem using chemical reaction optimization, ,"
prof. dr. md. rafiqul islam,"user authentication and access control to blockchain based forensic log data,"
prof. dr. md. rafiqul islam,"chemical reaction optimization for minimum weight dominating set,"
prof. dr. md. rafiqul islam,"edge intelligence for network intrusion prevention in iot ecosystem,"
prof. dr. md. rafiqul islam,"a solution method to maximal covering location problem based on chemical reaction optimization(cro) algorithm,"
prof. dr. md. rafiqul islam,"identification of essential protein using chemical reaction optimization and machine learning technique,"
"md. md. ariful islam, md antonin islam, md. amzad hossain jacky, md.al- amin, m. saef ullah miah, muhidul islam khan, md. iqbal hossain",distributed ledger technology based integrated healthcare solution for bangladesh
"mustak un nobi, md., md. rifat, m. f. mridha, sultan alfarhood, mejdl safran, and dunren che",gld-det: guava leaf disease detection in real-time using lightweight deep learning approach based on mobilenet
"shakila rahman, jahid hasan rony, jia uddin, md abdus samad",real-time obstacle detection with yolov8 in a wsn using uav aerial photography
"m. atikur rahman, zahid hasan, jahidul islam, d. k. das, faisal i. chowdhury, mayeen uddin khandaker, hossain m. zabed, d. a. bradley, hamid osman, and md. habib ullah",tailoring the properties of bulk batio3 based perovskites by heteroatom-doping towards multifunctional applications: a review
"nafiz fahad, kah ong michael goh, md. ismail hossen, connie tee, md. asraf ali",building a fortress against fake news harnessing the power of subfields in artificial intelligence
3,dsc index: measuring the digital supply chain practice among the higher education institutions community in least developed countries
"shams forruque ahmed, md sakib bin alam, mahfara hoque, aiman lameesa, shaila afrin, tasfia farah, maliha kabir, gm shafiullah, sm muyeen","industrial internet of things enabled technologies, challenges, and future directions"
"md. abu jafor, md. anwar hussen wadud, kamruddin nur and mohammad motiur rahman",employee promotion prediction using improved adaboost machine learning approach
"faruk abdullah al sohan, syma kamal chaity, rubina islam reya",enhancing ddos attack detection using machine learning: a framework with feature selection and comparative analysis of algorithms
rifat al mamun rudro,utilization of machine learning strategies in the investigation of suspected credit card fraud
akinul islam jony,navigating the cyber threat landscape: a comprehensive analysis of attacks and security in the digital age
"md. asraf ali , md. kishor morol , muhammad f mridha, nafiz fahad , md sadi al huda, nasim ahmed","exploring a novel machine learning approach for evaluating parkinson's disease, duration, and vitamin d level"
"abhijit bhowmik, noorhozaimi mohd. nur, m. saef ullah miah, debajyoti karmekar",aspect-based sentiment analysis model for evaluating teachers' performance from students' feedback
"md reazul islam, khondokar oliullah, md mohsin kabir, munzirul alom, m.f. mridha",machine learning enabled iot system for soil nutrients monitoring and crop recommendation
"mustak un nobi m, rifat m, mridha mf, alfarhood s, safran m, che d.",gld-det: guava leaf disease detection in real-time using lightweight deep learning approach based on mobilenet
md. mortuza ahmmed,unraveling the burden of t2d among the adolescents in bangladesh: a statistical exploration of prevalence and influencing factors
"sm hasan mahmud, md mamun ali, mohammad fahim shahriar, fahad ahmed al-zahrani, kawsar ahmed, dip nandi, francis m bui",detection of different stages of alzheimer’s disease using cnn classifier
"tofayet sultan, nusrat jahan, ritu basak, mohammed shaheen alam jony, rashidul hasan nabil",machine learning in cyberbullying detection from social-media image or screenshot with optical character recognition
"md ohiduzzaman, mni khan, ka khan, bithi paul",green synthesis of silver nanoparticles by using allium sativum extract and evaluation of their electrical activities in bio-electrochemical cell
"sayma alam suha, muhammad nazrul islam",exploring the dominant features and data-driven detection of polycystic ovary syndrome through modified stacking ensemble machine learning technique
"sayma alam suha, muhammad nazrul islam",a systematic review and future research agenda on detection of polycystic ovary syndrome (pcos) with computer-aided techniques
sayma alam suha and tahsina farah sanam,exploring dominant factors for ensuring the sustainability of utilizing artificial intelligence in healthcare decision making: an emerging country context
"rajarshi roy chowdhury, azam che idris, pg emeroylariffion abas",identifying sh-iot devices from network traffic characteristics using random forest classifier
"rajarshi roy chowdhury, azam che idris and pg emeroylariffion abas",a deep learning approach for classifying network connected iot devices using communication traffic characteristics
"rajarshi roy chowdhury, azam che idris, pg emeroylariffion abas",device identification using optimized digital footprints
"rajarshi roy chowdhury, debashish roy, md mamunur rashid, md sumon reza","social, economic, and environmental impacts of the one belt one road initiatives"
"b. gul, md. fayz-al-asad, m.s. khan, m. rahaman, g. periyasami, h. ahmad",insight into the optoelectronic nature and mechanical stability of binary chalcogenides: a first‐principles study
"tarikul islam, md. nur alam, shafiullah niazai, ilyas khan, md. fayz-al-asad & sultan alqahtani",heat generation/absorption effect on natural convective heat transfer in a wavy triangular cavity filled with nanofuid
"h. goni, f. khanom, t. s. khaleque*",convection in the earth-like mantle with the influence of strong viscosity variation
"s m hasibul hoque ,giovanni pirrone, fabio matrone, alessandra donofrio , giuseppe fanetti, angela caroli, rahnuma shahrin rista, roberto bortolus, michele avanzo, annalisa drigo andpaola chiovati",clinical use of a commercial artificial intelligence-based software for autocontouring in radiation therapy: geometric performance and dosimetric impact
syma kamal chaity,enhancing ddos attack detection using machine learning: a framework with feature selection and comparative analysis of algorithms
syma kamal chaity,iot based single identification database model for under development countries
"md reazul islam, khondokar oliullah, md mohsin kabir, munzirul alom, mf mridha",machine learning enabled iot system for soil nutrients monitoring and crop recommendation
"ashfia jannat keya, hasibul hossain shajeeb, md saifur rahman, mf mridha",fakestack: hierarchical tri-bert-cnn-lstm stacked model for effective fake news detection
"abdul ahad, jiban podder, tusar saha, hn das",effect of chromium doping on the band gap tuning of titanium dioxide thin films for solar cell applications
"md mortuza ahmmed, m mostafizur rahman, mahfuz khatun",unraveling the burden of t2d among the adolescents in bangladesh: a statistical exploration of prevalence and influencing factors
"m.s. sikder, m.d. hossain, i. sardar, md. sarowar hossain, m.n.i. khan, m.r. rahman",improved magnetic and dielectric quality factors with low losses in rare earth (eu) substituted co-ni-zn ferrites for high frequency devices
"s. a. tarek,1a) s. b. faruque,1 s. m. sharafuddin,1 k. m. e. hasan,1 a. k. m. m. hossain,1 h. ara,1 m. k. biswas,2 y. haque1",linear and thermo-optically generated nonlinear optical response of bovine serum albumin and its constituent amino acids in continuous wave z-scan
"saiful islam, mahbuba khanom, md. al-amin, s. mosaddeq ahmed, farzana khalil, mohammad mahbub rabbani, mohammad tariqul islam & md. a. r. jamil",porous hybrid electrode materials for high energy density li-ion and li-s batteries
"k. . biswas, n. k. paul, d. saha, t. ahmed, and r. mahmud",detection of traffic rule violations using machine learning: an analytical review
"tofayet sultan, nusrat jahan, ritu basak, mohammed shaheen alam jony, rashidul hasan nabil",machine learning in cyberbullying detection from social-media image or screenshot with optical character recognition
dr. kamruddin md. nur,computer vision-based iot architecture for post covid-19 preventive measures
"pritam khan boni, md. rafiqul islam",chemical reaction optimization for minimum weight dominating set
"md.ismail hossen, nafiz fahad, md. ridoy sarkar, mohammad ruhani rabbi",artificial intelligencein agriculture: a systematicliterature review
"m. f. mridha, zabir mohammad, muhammad mohsin kabir, aklima akter lima, sujoy chandra das, md. rashedul islam, and yutaka watanobe",an unsupervised writer identification based on generating clusterable embeddings
"2. ahsanul akib, kamruddin nur, suman saha, jannatul ferdous srabonee , and m. f. mridha",computer vision-based iot architecture for post covid-19 preventive measures
"anima baroi, md. abu bakar siddique, md. ahedul akbor, farah noshin chowdhury, md. a. r. jamil, md. khabir uddin & md. mostafizur rahman",exposure and health risks of metals in imported and local brands’ lipsticks and eye pencils from bangladesh
"tahseen asma meem, shaira tashnub torsa, mehedi hasan, mahfujur rahman",a comparative study of fixing one barrier varying another barrier for a resonant tunneling diode
shahriar atik fahim,b–sn/tio2 nanoparticles for photodegradation of metronidazole antibiotics under different lights
"hafijur rahman, gour chandra paul",tripartite sub-image histogram equalization for slightly low contrast gray-tone image enhancement
"b. himabindu, n.s.m.p. latha devi, g. sandhya, t. naveen reddy, tusar saha, b. rajini kanth, md. sarowar hossain",structure based photocatalytic efficiency and optical properties of zno nanoparticles modified by annealing including williamson-hall microstructural investigation
"bijoya bose, nishat tasnim khan, sumaiya ashreen, faisal ahmed, md. mazid-ul-haque, abhijit bhowmik",hybrid scrum-xp: a proposed model based on effectiveness of agile model on varieties of software companies in bangladesh
"tonima mustafa1* , trishna roy1 , mst hasina begum1 , md masud rana1 , shanzida islam2 , farzana khalil3 and md. amjad hossain4",proximate composition and mineral content of three wild and cultured fish species of bangladesh
