Authors,Title
"Anik Sen, Syed Md Minhaz Hossain, Mohammad Ashraf Russo, Kaushik Deb, Kang-Hyun Jo",Fine-Grained Soccer Actions Classification Using Deep Neural Network
"MD Muhyminul Haque, Kaushik Deb",Emotion Recognition from Speech Using Deep Learning
"Samiul Haque, Shayla Sharmin, Kaushik Deb",Emergency Vehicle Detection Using Deep Convolutional Neural Network
"Anik Sen, Kaushik Deb",Categorization of actions in soccer videos using a combination of transfer learning and Gated Recurrent Unit
"Syed Md Minhaz Hossain, Khaleque Md Aashiq Kamal, Anik Sen, Kaushik Deb",Tomato leaf disease recognition using depthwise separable convolution
"Arifa Sultana, Kaushik Deb",Human Fall Classification from Indoor Videos Using Modified Transfer Learning Model
"Saadman Sakib, Kaushik Deb, Pranab Kumar Dhar, Oh-Jin Kwon",A Framework for Pedestrian Attribute Recognition Using Deep Learning
"Syed Mohammad Minhaz Hosain, Kaushik Deb",Plant Leaf Disease Recognition Using Histogram Based Gradient Boosting Classifier
"Zainul Abedin, Kaushik Deb",A Framework for Traffic Sign Detection Based on Fuzzy Image Processing and Hu Features
"Anik Sen, Kaushik Deb, Pranab Kumar Dhar, and Takeshi Koshiba",Categorization of actions in soccer videos using a combination of transfer learning and Gated Recurrent Unit
"Md. Akber Hossain, Sabiha Anan, and Kaushik Deb",Door Detection Based on Geometrical Features and Harris Corner
"Anik Sen, Kaushik Deb, Pranab Kumar Dhar, and Takeshi Koshiba",CricShotClassify: An Approach to Classifying Batting Shots from Cricket Videos Using a Convolutional Neural Network and Gated Recurrent Unit
"Syed Mohammad Minhaz Hosain, Kaushik Deb, Pranab Kumar Dhar, and Takeshi Koshiba",Plant Leaf Disease Recognition Using Depth-Wise Separable Convolution-Based Models
"Arifa Sultana, Kaushik Deb, Pranab Kumar Dhar, and Takeshi Koshiba",Classification of Indoor Human Fall Events Using Deep Learning
"Sabiha Anan, Mohammad Ibrahim Khan, Mir Md. Saki Kowsar, Kaushik Deb, Pranab Kumar Dhar, and Takeshi Koshiba",Image Defogging Framework Using Segmentation and the Dark Channel Prior
"Faria Zarin Subah, and Kaushik Deb, Pranab Kumar Dhar, and Takeshi Koshiba",A Deep Learning Approach to Predict Autism Spectrum Disorder Using Multisite Resting-State fMRI
"Moumita Sen Sarma, and Kaushik Deb, Pranab Kumar Dhar, and Takeshi Koshiba",Traditional Bangladeshi Sports Video Classification Using Deep Learning Method
"Moumita Sen Sarma, and Kaushik Deb",Traditional Bangladeshi Sports Video Classification using Transfer Learning Approach and Long Short Term Memory
"Farhana Shirin Chowdhury, Pranab Kumar Dhar , Kaushik Deb, and Takeshi Koshiba",Blind Image Watermarking in Canonical and Cepstrum Domains Based on 4-Connected t-o’clock Scrambling
"Ahsan Sadee Tanim, Sharmistha Chanda Tista and Kaushik Deb",Door Detection Based on Haar Cascade Classifier and Visual Features Extraction
"Farjana Bintay Kamal, Sangita Mitra, Tahmina Khanam, Uzzal K. Acharjee, Dipankar Das, Kaushik Deb",Human Detection Based on HOG-LBP for Monitoring Sterile Zone
"Aapan Mutsuddy, Kaushik Deb, Tahmina Khanam, and Kang-Hyun Jo",Illegally Parked Vehicle Detection Based on Haar-Cascade Classifier
"Md. Atiqul islam rizvi, Kaushik Deb, Md. Ibrahim Khan, Mir Md. Saki Kowsar, Tahmina Khanam",A comparative study on handwritten Bangla character recognition
"S. A. Chowdhury, M. M. S. Kowsar, and K. Deb",Human Detection Utilizing Adaptive Background Mixture Models and Improved Histogram of Oriented Gradients
Md. Khaliluzzaman and Kaushik Deb,Stairways Detection Based on Approach Evaluation and Vertical Vanishing Point
Tahmina Khanam and Kaushik Deb,Baggage Recognition in Occluded Environment using Boosting Technique
"S. A. Chowdhury, K. Deb, P. K. Dhar and M. A. F. M. R. Hasan",Detection and Tracking of Humans Based on Improved Histogram of Oriented Gradients and Kalman Filter
"Linkon Chowdhury, Mohammad Ibrahim Khan, Kaushik Deb, and Sarwar Kamal",MetaG: a graph-based metagenomic gene analysis for big DNA data
"Md. Moshiul Hoque, Quazi Delwar Hossian, Kaushik Deb, Dipankar Das, Y. Kobayashi, and Y. Kuno",An Empirical Robotic Framework for Initiating Interaction with the Target Human in Multiparty Settings
"Kaushik Deb, Animash Kar and Ashraful Huq Suny",Cast Shadow Detection and Removal of Moving Objects from Video Based on HSV Color Space
"Kaushik Deb, Kazi Zakia Sultana and Tahmina Khanam",Detecting Anomalous Behavior of Credit Card Transaction using Statistical Approach
Kaushik Deb and Ashraful Huq Suny,Shadow Detection and Removal Based on YCbCr Color Space
"Kaushik Deb, Sayem Mohammad Imtiaz, and Priyam Biswas",A Motion Region Detection and Tracking Method
"Kaushik Deb, Md. Ashikur Rahaman, Kazi Zakia Sultana, Md. Iqbal Hasan Sarker, and Ui-Pil Chong",DCT and DWT Based Robust Audio Watermarking Scheme for Copyright Protection
Muhammad Kamal Hossen and Kaushik Deb,Vehicle License Plate Detection and Tilt Correction Based on HSI Color Model and SUSAN Corner Detector
"Md. Moshiul Hoque, Y. Kobayashi, Y. Kuno, and Kaushik Deb",Design A Robotic Head to Attract Human Attention by Considering Viewing Situations
A Low Frequency Band Watermarking with Weighted Correction in the Combined Cosine and Wavelet Transform Domain,"Kaushik Deb, Md. Sajib Al-Seraj, and Ui-Pil Chong"
Md. Fazlul Kader and Kaushik Deb,Neural Network-Based English Alphanumeric Character Recognition
"Muhammad Ibrahim Khan, Md. Iqbal Hasan Sarker, Kaushik Deb, and Md. Hasan Farhad",A New Audio Watermarking Method Based on Discrete Cosine Transform with a Gray Image
"Anik Saha, Dipanjan Das Roy, Tauhidul Alam and Kaushik Deb",Automated Road Line Detection for Intelligent Vehicle
"Kaushik Deb, Muhammad Ibrahim Khan, Helena Parvin Mony and Sujan Chowdhury",Two-Handed Sign Language Recognition for Bangla Character Using Normalized Cross Correlation
"Kaushik Deb, Tauhidul Alam, Md. Mahammud Ali and Kang-Hyun Jo",Lossless Image Compression Technique Based on Snack Ordering
FFT based Audio Watermarking Method with a Gray Image for Copyright Protection,"Md. Iqbal Hasan Sarker, Muhammad Ibrahim Khan, Kaushik Deb, and Md. Faisal Faruque"
"Kaushik Deb, My Ha Le, Byung-Seok Woo and Kang-Hyun Jo",Automatic Vehicle Identification by Plate Recognition for Intelligent Transportation Systems'
Kaushik Deb and Kang-Hyun Jo,Vehicle License Plate Detection Method Based on HDR Image Generation from Multiple Computers
"Kaushik Deb, Andrey Vavilin, Jung-Won Kim, and Kang-Hyun Jo",Vehicle License Plate Tilt correction Based on the Straight Line Fitting Method and Minimizing Variance of Coordinates of Projection Points
"Pranab Kumar Dhar, Mohammed Ibrahim Khan, Kaushik Deb, and Jong-Myon Kim",A Modified Spectral Modeling Synthesis Algorithm for Whale Sound
"Andrey Vavilin, Kaushik Deb, and Kang-Hyun Jo",Fast HDR Image Generation Technique based on Exposure Blending
Kaushik Deb and Kang-Hyun Jo,A Vehicle License Plate Detection Method for Intelligent Transportation System Applications
Kaushik Deb and Kang-Hyun Jo,Vehicle License Plate Detection Algorithm Based on Color Space and Geometrical Properties
"Kaushik Deb, Hyun-Uk Chae, and Kang-Hyun Jo",Vehicle License Plate Detection Method Based on Sliding Concentric Windows and Histogram
"Kaushik Deb, Hee-Chul Lim, Suk-Ju Kang, and Kang-Hyun Jo",An Efficient Method of Vehicle License Plate Detection Based on HSI Color Model and Histogram
"Kaushik Deb, Suk-Ju Kang, and Kang-Hyun Jo",Statistical Characteristics in HSI Color Model and Position Histogram based Vehicle License Plate Detection.
"Hee-Chul Lim, Kaushik Deb, and Kang-Hyun Jo",Geometrical Reorientation of Distorted Road Sign using Projection Transformation for Road Sign Recognition
Kaushik Deb and Kang-Hyun Jo,Geometrical Property and Histogram Based Korean Vehicle License Plate Detection
Kaushik Deb and Thomas Chowdhury,Construction of a simple Robotic Arm and Control by Software
"M. S. Arefin, M. M. Hoque, M.T. Islam, and Kaushik Deb",Structural Operational Semantics of Inheritance and Object creation in JAVA
"Farjana Bintay Kamal, Sangita Mitra, Tahmina Khanam, Uzzal K. Acharjee, Dipankar Das and Kaushik Deb",Human Detection Based on HOG-LBP for Monitoring Sterile Zone
Md. Khaliluzzaman Kaushik Deb,Geometrical Feature Based Stairways Detection and Recognition using Depth Sensor
"Soumen Chakraborty, Mohammed Nasir Uddin and Kaushik Deb",Bangladeshi Road Sign Recognition Based on DtBs Vector and Artificial Neural Network
"Tahmina Khanam, Kaushik Deb and Kang-Hyun Jo",Baggage Detection and Classification using Human Body Parameter & Boosting Technique
"S. A. Chowdhury, M. N. Uddin, M. M. S. Kowsar and K. Deb",Occlusion handling and human detection based on Histogram of Oriented Gradients for automatic video surveillance
Md. Khaliluzzaman and Kaushik Deb,Digital Electric Meter Reading Recognition Based on Horizontal and Vertical Binary Pattern
Md. Khaliluzzaman and Kaushik Deb,Zebra-crossing Detection Based on Geometric Feature and Vertical Vanishing Point
"Shaiyan Ameen Chowdhury, M. N. Uddin, M.S. Kowsar and Kaushik Deb",Occlusion handling and human detection based on Histogram of Oriented Gradients for automatic video surveillance
Tahmina Khanam and Kaushik Deb,Human and Carried Baggage Detection & Classification based on RSD-HOG in Video Frame
"d. Khaliluzzaman, Deepak Kumar Chy., Kaushik Deb",Analyzing Image Transmission Quality using Filter and C-QAM
Md. Khaliluzzaman and Kaushik Deb,Support Vector Machine for Overcoming the Problem of Vanishing Point during Stairways Detection
Md. Khaliluzzaman and Kaushik Deb,Analyzing MRI Segmentation Based on Wavelet and BEMD using Fuzzy C-Means Clustering
"Md. Khaliluzzaman, Kaushik Deb, and Kang-Hyun Jo",Stairways Detection and Distance Estimation Approach Based on Three Connected Point and Triangular Similarity
"Md. Khaliluzzaman, Kaushik Deb, and Kang-Hyun Jo",Stairways Detection and Distance Estimation Approach Based on Three Connected Point and Triangular Similarity
Animash Kar and Kaushik Deb,Moving cast shadow detection and removal from Video based on HSV color space
Soumen Chakraborty and Kaushik Deb,Bangladeshi road sign detection based on YCbCr color model and DtBs vector
"Kazi Anika Hossain Naima, Tahmina Khhanm and Kaushik Deb",Color Image Watermarking Based on LU Decomposition
"Arpita Chowdhury, Tahmina Khhanm and Kaushik Deb",An Efficient Framework for Detecting Face Region Based on Skin Color Modeling and SVM Classifier
"Md. Rahat Mahmud, Tahmina Khanam and Kaushik Deb",Video Watermarking Scheme Using Second Level Discrete Wavelet Transformation (DWT) and Fast Fourier Transformation
Prianka Banik and Kaushik Deb,Detecting Books from Bookshelf of Multiple Cells
"Md. Moshiul Hoque, Kaushik Deb, Dipankar Das, Y. Kobayashi, and Y. Kuno",An Intelligent Human-Robot Interaction Framework to Control the Human Attention
"Swati Nigam, Kaushik Deb, and Ashish Khare",Moment Invariants Based Object Recognition for Different Pose and Appearances in Real Scenes
"Kaushik Deb, Md. Ibrahim Khan, Anik Saha, and Kang-Hyun Jo",An Efficient Method of Vehicle License Plate Recognition Based on Sliding Concentric Windows and Artificial Neural Network
"Sujan Chowdhury, Kayasar Md. Mahedi, and Kaushik Deb",Designing a Semantic Web Ontology of agricultural domain
"Kaushik Deb, Sajib Al-Seraj, Md. Saki Kowser, Iqbal Hasan Sarker",A joint DWT-DCT Based Watermarking Technique for Avoiding Unauthorized Replication
"Kaushik Deb, Muhammad Kamal Hossen, Md. Ibrahim Khan, and Md. Rafiqul Alam",Bangladeshi Vehicle License Plate Detection Method Based on HSI Color Model and Geometrical Properties
Md. Moshiul Hoque and Kaushik Deb,Robotic System for Making Eye Contact Pro-activity with Humans
"Kaushik Deb, Md. Sajib Al-Seraj, Md. Moshiul Hoque and Md. Iqbal Hasan Sarker",Combined DWT-DCT Based Digital Watermarking Technique for Copyright Protection
"Kaushik Deb, Md. Ibrahim Khan, Md. Rafiqul Alam, and Kang-Hyun Jo",Optical Recognition of Vehicle License Plates
Anik Saha and Kaushik Deb,Bangla Character Recognition by using Artificial Neural Network
Sujan Chowdhury and Kaushik Deb,'Developing a Bangla Spell Checker With Possible Suggestions by using Longest Common Sub Sequence and Soundex algorithm
"Andrey Vavilin, Kaushik Deb, Tae-Ho Kim, and Kang-Hyun Jo",Road Sign Detection Method based on Fast HDR Image Generation Technique
"My-Ha Le, Kaushik-Deb, and Kang-Hyun Jo",Recognizing Outdoor Scene Objects Using Texture Features and Probabilistic Appearance Model
"Kaushik-Deb, Andrey Vavilin, Jung-Won Kim, and Kang-Hyun Jo",Vehicle License Plate Tilt Correction Based on the Straight Line Fitting Method
"Pranab Kumar Dhar, Kaushik-Deb, and P. M. Mahamudul Hassan",A Modified New Reno for performance Enhancement of TCP in Wireless Network
"Md. Ibrahim Khan, Sujon Chowdhury, Alok Kumar Chowdhury, and Kaushik-Deb",An Efficient Algorithm for finding the Control Point of 3rd order Bezier Curve
"Kaushik-Deb, Andrey Vavilin, Jung-Won Kim, and Kang-Hyun Jo",Projection and Least Square Fitting with Perpendicular Offsets based Vehicle License Plate Tilt Correction
"Kaushik-Deb, Andrey Vavilin, and Kang-Hyun Jo",An Efficient Method for Correcting Vehicle License Plate Tilt
"Andy Vavilin, Kaushik Deb and Kang-Hyun Jo",License Plate Detection Method Based on HDR Image Generation from Multiple Cameras
"Kaushik Deb, Suk-Ju Kang, and Kang-Hyun Jo",Korean Vehicle License Plate Detection Based on Statistical and Geometrical Properties in HSI Color Space
"Kaushik-Deb, Hee-Chul Lim and Kang-Hyun Jo",Vehicle License Plate Extraction Based on Color and Geometrical Features
"Kaushik Deb, Kang, Suk-Ju, Kang-Hyun Jo",A Hybrid Vehicle License Plate Detection Method Based on HSI Color Model and Histogram
"Kaushik Deb, Heechul Lim, Kang-Hyun Jo",Korean Vehicle License Plate Extraction Based on HSI Color Model and Histogram
Kaushik Deb and Kang-Hyun Jo,HSI Color based Vehicle License Plate Detection
"Kaushik Deb, Hyun-Uk Chae, and Kang-Hyun Jo",Parallelogram and Histogram based Vehicle License Plate Detection
Kaushik Deb and Kang-Hyun Jo,Korean Vehicle License Plate Detection Based on Geometrical and Colour Properties
M.A.H. Bhuiyan and Kaushik Deb,A Localized Queuing Based Router-Centric Approach to Congestion Avoidance and Recovery for Connectionless datagram Service
Kaushik Deb and V. L. Tokarev,Information System for Medical Firm
Kaushik Deb,Verbs in Russian Terminology of Computer Facilities and Computer Science
"Md. Akber Hossain, Sabiha Anan, and Kaushik Deb",Door Detection Based on Geometrical Features and Harris Corner
"Ahatesham Bhuiyana, Eftekhar Hossain, Mohammed Moshiul Hoque, and M. Ali Akber Dewan",Enhancing image caption generation through context-aware attention mechanism
"M. R. Hossain, M. M. Hoque, N. Siddique, M. A. A. Dewan",AraCovTexFinder: Leveraging the transformer-based language model for Arabic COVID-19 text identification
"[3] S. Afroze, R. Hossain, M. M. Hoque, and A. A. Dewan","An Empirical Framework for Detecting Speaking Modes Using Ensemble Classifier"", in Multimedia Tools and Applications"
"A. Das, M. M. Hoque, O. Sharif, M. A. A. Dewan and N. Siddique","""TEmoX: Classification of Textual Emotion Using Ensemble of Transformers,"" in IEEE Access"
"M. R. Hossain, M. M. Hoque, N. Siddique",Leveraging the meta-embedding for text classification in a resource-constrained language
"M. R. Hossain, M. M. Hoque, N. N. Siddique and I. H. Sarker",CovTiNet: Covid text identification network using attention-based positional embedding feature fusion
"G. J Ferdous, K. A Sathi, M. A Hossain, M. M. Hoque, M. A. A. Dewan",LCDEiT: A Linear Complexity Data-Efficient Image Transformer for MRI Brain Tumor Classification
"S. Afroze, R. Hossain, and M. M. Hoque",DeepFocus: A visual focus of attention detection framework using deep learning in multi-object scenarios
"E. Hossain, O. Sharif, M. M. Hoque, M. A. A. Dewan, N. Siddique, M. A. Hossain",Identification of Multilingual Offense and Troll from Social Media Memes Using Weighted Ensemble of Multimodal Features
"E. Hossain, M. M. Hoque, E. Hoque and M. S. Islam",A Deep Attentive Multimodal Learning Approach for Disaster Identification from Social Media Posts
"S. M. A. Iqbal, Asaduzzaman, M. M. Hoque",A source-driven probabilistic forwarding and caching strategy in NDN and SDN-based NDN
"Iqbal, S.M.A., Asaduzzaman & Hoque, M.M.",A source-driven reinforcement learning-based Data reply strategy to reduce communication overhead in Named Data Networks (NDN)
"Iqbal, M.A., Das, A., Sharif, O. M. M. Hoque and Iqbal. H. Sarker",BEmoC: A Corpus for Identifying Emotion in Bengali Texts
"Mamun, M.M.R., Sharif, O. & Hoque, M.M.",Classification of Textual Sentiment Using Ensemble Technique.
"Parvin, T., Sharif, O. & Hoque, M.M.",Multi-class Textual Emotion Categorization using Ensemble of Convolutional and Recurrent Neural Network
O. Sharif and M. M. Hoque,Tackling Cyber-Aggression: Identification and Fine-Grained Categorization of Aggressive Texts on Social Media using Weighted Ensemble of Transformers
"M. R Hossain, M. M Hoque, N. Siddique",Bengali Text Document Categorization based on Very Deep Convolution Neural Network
"M, R. Hossain, M. M. Hoque, M. A. A. Dewan, N. Siddique, N. Islam and I. H. Sarker",Authorship Classification in a Resource Constraint Language using Convolutional Neural Networks in IEEE Access
"A. Iqbal, A. Das, O. Sharif, MM Hoque, and I H Sarker",BEmoC: A Corpus for Identifying Emotion in Bengali Texts
"M. M. Rahaman, O. Sharif, M. Moshiul Hoque",Classification of Textual Sentiment Using Ensemble Technique
"T. Parvin, O. Sharif, MM Hoque",Multi-class Textual Emotion Categorization using Ensemble of Convolutional and Recurrent Neural Network
"S. M. Iqbal, Asaduzzaman, M. M. Hoque",A source-driven reinforcement learning-based Data reply strategy to reduce communication overhead in Named Data Networks (NDN)
"S. Sharmin, M. M. Hoque, S. M. R. Islam, M F. Kader and I H. Sarker,",Development of Duplex Eye Contact Framework for Human-Robot Inter Communication
"L. Alam, M M Hoque, N Siddique",Active Vision-based Attention Monitoring System for Drivers
"R. C. Ripan, I. H. Sarker, S. M. M. Hossain, M. M. Anwar, R, Nowrozy, M. M. Hoque & M. H. Furhad",A Data-Driven Heart Disease Prediction Model Through K-Means Clustering-Based Anomaly Detection
I. H Sarker and MM Hoque,"Mobile Data Science and Intelligent Apps: Concepts, AI-based Modeling and Research Directions"
"O Sharif, MM Hoque, ASM Kayes, R Nowrozy, IH Sarker",Detecting Suspicious Texts Using Machine Learning Techniques
"L. Alam, and M M Hoque","“A Text-Based Chat System Embodied with an Expressive Agent,” Advances in Human-Computer Interaction"
"M. A.F.M. R. Hasan, R. Yasmin, D. Das, M. M. Hoque, M. I. Pramanik, and M. S. Rahman",Fundamental Frequency Extraction of Noisy Speech Signals
"M. M. Hoque, Q. D. Hossian, K. Deb, D. Das, Y. Kobayashi, and Y. Kuno",An Empirical Robotic Framework for Initiating Interaction with the Target Human in Multiparty Settings
"M. F. Kader, Assaduzzaman, M. M. Hoque",Outage Capacity Analysis of a Cooperative Relaying Scheme in Interference Limited Cognitive Radio Networks
"M. M. Hoque, Y. Kobayashi, and Y. Kuno",A Proactive Approach of Robotic Framework for Making Eye Contact with Humans
"M. M. Hoque, T. Onuki, Y. Kobayashi, and Y. Kuno",Effect of Robot’s Gaze Behaviors for Attracting and Controlling Human Attention
"M. F. Kader, Assaduzzaman, M. M. Hoque",Hybrid Spectrum Sharing with Cooprative Secondary User Selection in Cognitive Radio Networks
M. M. Hoque,A Robotic Framework for Controlling Human’s Attention
"M. M. Hoque, Y. Kobayashi, Y. Kuno, and K. Deb",Design a Robotic Head to Attract Human Attention by considering viewing situations
"M. M. Hoque, A. M. Mahbub",An Efficient Framework for Network Intrusion Detection
M. M. Hoque and M. K. Hassan,English to Bangla Statistical Machine Translation using A* Search Algorithm
M. M. Hoque and M. K. Hassan,An Empirical Framework for Parsing of Bangla Natural Language Sentences
"M. M. Hoque, M. M. Ahammed and M. M. U. Hasan",An Empirical Framework for Translating of Phrasal Verbs of English Sentence into Bangla
"M. M. Hoque, M. S. Arefin and M. S. Kowser",Context-free Grammars and Parsing for Simple Sentences of Bangla
"M. S. Arefin, M. M. Hoque, M. T. Islam and K. Dev",Structural Operational Semantics of Inheritance and Object creation in JAVA
"M. M. Hoque, M. S. Arefin and M. O. Rahman",Semantic Analysis and Transfer: An Experience with the Bangla Natural Language Sentences
"A. N. M. R. Karim, M. G. R. Alam and M. M. Hoque","A New Model of Digital Signature Using LSB Hiding, RSA and Merkle-Hellman Cryptosystem"
"M. M. Hoque, M. O. Faruk, M. M. U. Hasan, M. K. Hassan and M. M. U. Karim",An Empirical Framework for Statistical Parsing of Bangla Sentences
"M. S. Arefin, R. Paul, M. M. Hoque and M. A. Sarif",Developing an Intelligent agent to support negotiation in an electronic market place
Md. Sarwar Kamal and Mohammad Shamsul Arefin,Impact Analysis of Facebook in Family Bonding
"Md. Osman Goni, Mohammad Shamsul Arefin, and Mohammad Monirul Islam",Developing a Framework for Determining Students Excellence and Recommending Field of Study Under Review
"Mohammad Shamsul Arefin, Khondoker Nazibul Hossain, and Yasuhiko Morimoto",Efficiency of NoSQL Databases under a Moderate Application Load
Linkon Chowdhury and Mohammad Shamsul Arefin,A Statistical Framework for Detecting Diabetes Types
"Mohammad Shamsul Arefin, Zhichao Chang, and Yasuhiko Morimoto",Recommending Hotels by Social Conditions of Locations
"Mohammad Shamsul Arefin, Rahma Bintey Mufiz Mukta, and Yasuhiko Morimoto",Agent-Based Privacy Aware Feedback System
"Mohammad Shamsul Arefin, Geng Ma, and Yasuhiko Morimoto",A Spatial Skyline Query for a Group of Users
"Mohammad Shamsul Arefin, and Yasuhiko Morimoto",Privacy Aware Parallel Computation of Skyline Sets Queries from Distributed Databases
"Mohammad Shamsul Arefin, Xu Jinhao, Chen Zhiming, and Yasuhiko Morimoto",Skyline Query for Selecting Spatial Objects by Utilizing Surrounding Objects
"Mohammad Shamsul Arefin, Yasuhiko Morimoto, and Mohammad Amir Sharif",BAENPD: A Bilingual Plagiarism Detector
"Mohammad Shamsul Arefin, Xu Jinhao, Chen Zhiming, and Yasuhiko Morimoto",Skyline Query for Selecting Spatial Objects by Utilizing Surrounding Objects
"Mohammad Shamsul Arefin, and Yasuhiko Morimoto",Skyline Sets Queries for Incomplete Data
"Y. Morimoto, M. S. Arefin and M. A. Siddique",Agent-based Anonymous Skyline Set Computation in Cloud Databases
M. S. Arefin and Y. Morimoto,Management of Multilingual Contents in Web Environment
"Nur Mohammad, Md. Asiful Islam, Abdul Khaleque and M. S. Arefin",Dispersion Control Characteristics of the Dielectric Cylindrical Waveguide And a Novel Approach of Dispersion Compensation
Dr. Abu Sayed Md. Latiful Hoque and Mohammad Shamsul Arefin,Multilingual Data Management in Database Environment
"M. S. Arefin, C. Sheel and M. M. Islam",Development and Implementation of an Efficient Database Compression Algorithm
"M .M. Hoque, M. S. Arefin and M. O. Rahman",Semantic Analysis and Transfer: An Experience with the Bangla Natural Language Sentences
"M. S. Arefin, R. Paul, M. M. Hoque and M. A. Sarif",Developing an Intelligent Agent to Support Negotiation in an Electronic Market Place
M. S. Arefin,Structural Operational Semantics of Some Important Properties in Java
"M. M. Hoque, M. S. Arefin and M. S. Kowser",Context-free Grammars and Parsing for Simple Sentences of Bangla
"M. S. Arefin, M. M. Hoque, M. T. Islam and K. Dev",Structural Operational Semantics of Inheritance and Object creation in JAVA
M. S. Arefin,Structural Operational Semantics of Calling Methods in Java
M. S. Arefin,Designing a 34-Segment Display for Bengali and English Numerical Digits and Characters
"A. Iqbal,M. S. Arefin,and M. A. A. Dewan",A Framework to Recommend Appropriate Learning Materials from Stack Overflow Discussions
"Md. Ashiqur Rahman, Asaduzzaman, Md. Shafiul Alam Forhad",Wi-Fi Based Real Time Communication for Disaster and Emergencies
Shahid Md. Asif Iqbal and Asaduzzaman,Adaptive forwarding strategies to reduce redundant Interests and Data in named data networks
Asaduzzaman and Hyung Yun Kong,Cooperative Relaying to Improve the Spectrum Utilization of Multi-channel CR Networks
"Mahfuzulhoq Chowdhury, Asaduzzaman, and Md. Fazlul Kader","Cognitive Radio MAC Protocols: A Survey, Some Research Issues and Challenges"
"Md Fazlul Kader, Asaduzzaman, and Md. Moshiul Hoque",Outage Capacity Analysis of a Cooperative Relaying Scheme in Interference Limited Cognitive Radio Networks
Mahfuzulhoq Chowdhury and Asaduzzaman,An Opportunistic Two-Transceiver Based MAC Proto- col for Cognitive Radio Networks
