Title,Authors
"Md. Ezharul Islam, Nobuo Funabiki, and Toru Nakanishi","Extensions of access-point aggregation algorithm for large-scale wireless local area networks,"
"Md. Ezharul Islam, Nobuo Funabiki, and Toru Nakanishi, and Kan Watanabe","An access-point aggregation approach for energy-saving wireless local area networks,"
"M. Shamim Kaiser, Md. Ezharul Islam, Md. Raihan Jamil","Coverage and Capacity Calculation Model for the UMTS,"
"Shinthi Tasnim Himi, Sarmistha Sarna Gomasta, Natasha Tanzila Monalisa, and Md Ezharul Islam","A Framework on Deep Learning-Based Indoor Child Exploitation Alert System,"
"Rehnuma Reza Deepty, Albina Alam, and Md Ezharul Islam","IoT and Wi-Fi Based Door Access Control System using Mobile Application,"
"S. Sultana, A. Sarkar, M. Ariffuzzaman, M. M. Islam and Md. Ezharul Islam","Access point management in overcrowded WLANs,"
"Nasima Begum, Toru Nakanishi, Shahidatul Sadiah, and Md. Ezharul Islam","Implementation of a Revocable Group Signature Scheme with Compact Revocation List Using Accumulator,"
"Md. Selim Al Mamun, Md. Ezharul Islam, Nobuo Funabiki, and I-Wei Lai","Active Access-Point Configuration Algorithm with Dynamic Mobile Router Placement for Elastic WLAN System,"
Md. Ezharul Islam and Nobuo Funabiki,"A Linux-PC implementation design for elastic WLAN system,"
"Md. Ezharul Islam, Nobuo Funabiki, Toru Nakanishi, and KanWatanabe","An extension of access-point aggregation algorithm to ensure minimum host throughput for wireless local area networks,"
"Nobuo Funabiki, Md. Ezharul Islam, Toru Nakanishi, and KanWatanabe","A proposal of access-point aggregation approach for multiple wireless local area networks,"
"Md. Ezharul Islam, Nasima Begum, and Md. Al-Amin Bhuiyan","Vision system for human-robot interface,"
"Md. Al-Amin Bhuiyan, Md. Ezharul Islam, Nasima Begum, Md. Hasanuzzaman, Chang Hong Liu, and Haruki Ueno","Vision Based Gesture Recognition for Human-Robot Symbiosis,"
"Mozammel Haque Chowdhury, Md. Ezharul Islam, Nasima Begum, and Md. Al-Amin Bhuiyan","Digital Image Enhancement with Fuzzy Rule Based Filtering,"
"Md. Ezharul Islam, Nobuo Funabiki, Kyaw Soe Lwin, Md. Selim Al Mamun, Sumon Kumar Debnath, and Minoru Kuribayashi","Performance evaluations of elastic WLAN system testbed,"
"Kyaw Soe Lwin, Nobuo Funabiki, and Md. Ezharul Islam","Throughput measurements with various indoor AP placement conditions for IEEE802.11n wireless networks,"
"Md. Selim Al Mamun, Md. Ezharul Islam, Sumon Kumar Debnath, and Nobuo Funabiki","Evaluations of active access-point configuration algorithm under limited mobile router allocations,"
"Md. Ezharul Islam, Nobuo Funabiki, and Minoru Kuribayashi","Elastic WLAN system model and its implementation on Linux-PC,"
"Md. Ezharul Islam, Kyaw Soe Lwin, Md. Selim Al Mamun, Nobuo Funabiki, and IWei Lai","Measurement results of three indices for IEEE802.11n wireless networks in outdoor environments,"
"Md. Selim Al Mamun, Md. Ezharul Islam, Nobuo Funabiki, and I-Wei Lai","Evaluations of active access-point configuration algorithm with dynamic mobile router placement under various mobile router speeds and wall effects,"
"Kyaw Soe Lwin, Nobuo Funabiki, Md. Ezharul Islam, Chang Choon Chew, and Tani Yuma","Throughput measurements in outdoor environment with different AP placement heights and orientations for IEEE802.11n wireless networks,"
"Md. Selim Al Mamun, Md. Ezharul Islam, and Nobuo Funabiki","An Active Access- Point Configuration Algorithm for Wireless Local Area Networks with Heterogeneous Devices,"
Md. Ezharul Islam and N. Funabiki,"An extension of access-point aggregation algorithm for host mobility,"
"Walaa Hassan, Nobuo Funabiki, Md. Ezharul Islam, and Tamer Farag","Throughput evaluations using NS-2 for access-point aggregation algorithm in IEEE802.11n wireless LANs,"
"Md. Ezharul Islam, N. Funabiki, T. Nakanishi, and K. Watanabe","An improved host association optimization stage in access-point aggregation algorithm for wireless local area networks,"
"Md. Ezharul Islam, N. Funabiki, T. Nakanishi, and K. Watanabe","An extension of access-point aggregation algorithm considering link speed change for wireless local area networks,"
"Md. Ezharul Islam, N. Funabiki, T. Nakanishi, and K. Watanabe","Load balancing stage for access-point aggregation algorithm in wireless local area networks,"
"Md. Ezharul Islam, Nobuo Funabiki, Toru Nakanishi and KanWatanabe","A proposal of an access-point aggregation algorithm for wireless local area networks,"
"Md. Ezharul Islam, Nasima Begum, Mohammed Saniat Rasel, Md. Asharef Hossain, Md. Imdadul Islam","Image Smoothing and Edge detection based on Two Dimensional Wavelet Transform,"
"Md. Ziaul Haque, Md. Raihan Jamil, Md. Ezharul Islam, Md. Shamim Kaiser","Optical Sensor Based Microcontroller Implementation for DC Motor Speed Control,"
"Md. Ziaul Haque, Tahmina Rahman, Md. Raihan Jamil, Md. Ezharul Islam, Md. Shamim Kaiser","Performance Evaluation of a Hybrid Electric Power System for Remote Villages of Bangladesh,"
