title,url,authors
Household Food Security Status During COVID-19: Evidence from the Slums in Dhaka City,https://bup.edu.bd/research/116,Authors not found
Status and Challenges of Writing in Colleges at Dhaka City Under National University: Theories and Practice Nexus,https://bup.edu.bd/research/115,Authors not found
Assessing Climate Change Induced Community Risk and Adaptation Strategies Integrating Spatial Analysis and PRA Tools: A Case Study of Durgapur Upazila of Netrokona,https://bup.edu.bd/research/114,Authors not found
Evaluating the Individual Preparedness Towards Fire Hazard in Dhaka City Using Jensen Model,https://bup.edu.bd/research/113,Authors not found
Exploring the Land-use changes and Probabilities of Landslide Risk: Remote Sensing and GIS Perspective,https://bup.edu.bd/research/112,Authors not found
Channel Estimation Technique Based on Machine Learning for OFDM System,https://bup.edu.bd/research/111,Authors not found
The Perspectives of Bangladeshi Muslim Citizens on Hate Crimes in Pre-dominantly Non-Muslim Societies,https://bup.edu.bd/research/110,Authors not found
Professional Hazards of Bangladeshi Journalists in the Era of COVID-19,https://bup.edu.bd/research/109,Authors not found
Gender Vulnerability and Women Health Hazards Due to Climate Change: Insights from Coastal Region of Bangladesh,https://bup.edu.bd/research/108,Authors not found
Effectiveness of E-Service Delivery in Bangladesh during COVID-19: A study on Health Sector,https://bup.edu.bd/research/107,Authors not found
Trends of Breakfast Intake Practices in Relation with Physical Inactivity and Weight Gain at Home Quarantine among University Students During COVID-19 Pandemic in Banglades,https://bup.edu.bd/research/106,Authors not found
Analyzing the Effects of Fundamental and Technical Factors on Stock Prices: A Study on the Information Technology Sector of Dhaka Stock Exchange,https://bup.edu.bd/research/105,Authors not found
Applying Hurtel’s Mobility model on Women’s Empowerment among the Selected Rural and Urban Households in Bangladesh: A Comparative Study,https://bup.edu.bd/research/104,Authors not found
Environmental Performance with Moderation Effect of Organizational Capability: Grounded on Sustainable Development Goal (SDG),https://bup.edu.bd/research/103,Authors not found
Risk Factors of Tobacco Consumption among Adult Males in Bangladesh,https://bup.edu.bd/research/102,Authors not found
Independence in Financial Audit: Transparency and Accountability enhancement in Corporate sector,https://bup.edu.bd/research/101,Authors not found
Assessing the impact of COVID-19 generated waste pollution in the environment: A case study of Dhaka City,https://bup.edu.bd/research/100,Authors not found
Bangla sign Language Interpretation Using Machine Learning Emphasizing on Medical Issues,https://bup.edu.bd/research/99,Authors not found
Measuring Customer Satisfaction of Biman Bangladesh Airlines Travellers,https://bup.edu.bd/research/98,Authors not found
"Study of Public Policy, Campaign Planning and Communication with Moderation Impact of Branding: From the Perspective of Business Management",https://bup.edu.bd/research/97,Authors not found
Exploring Disaster Threats and Adaptation in the Urir Char Union of Sandwip Island of Bangladesh,https://bup.edu.bd/research/96,Authors not found
Responsive Faculty Development Programs (FDP) in Developing Professional Efficacy: A Comparative Study among Participants and Non-Participants of FDP in Bangladesh,https://bup.edu.bd/research/95,Authors not found
Sustainable Supply Chain Management and Its Impact on Cost Performance: A Study on Listed Manufacturing Companies of Bangladesh,https://bup.edu.bd/research/94,Authors not found
Cross-Linguistic Influence in Teaching and Learning Foreign Languages: A Bangladesh Perspective,https://bup.edu.bd/research/93,Authors not found
Credit Risk Management and Loan Portfolio Performance: Evidence from Selected Banks of Bangladesh,https://bup.edu.bd/research/92,Authors not found
"Transformational, Transactional Leadership and Employee Retention of Pharmaceutical Industry in Bangladesh: The Mediating Role of Employee Engagement",https://bup.edu.bd/research/91,Authors not found
Adaptation Strategy for Managing Psychological Stress of the Undergraduate Students amid Covid-19 Pandemic,https://bup.edu.bd/research/90,Authors not found
Evaluation the Performance of Public Relations in Promoting Institutions: A Study on Government Institutions of Bangladesh,https://bup.edu.bd/research/89,Authors not found
"Women’s Access to Justice through Informal Dispute Resolution Mechanism in Rural Bangladesh: A Cade Study of Kalihati Upazila of Tangail, Bangladesh",https://bup.edu.bd/research/88,Authors not found
Challenges of Police in Enforcing COVID-19 Related Government Decisions in Bangladesh: An Empirical Study of Three Police Stations in Dhaka City,https://bup.edu.bd/research/87,Authors not found
Designing an Online Course for Bangladeshi English Language Teachers and Learners,https://bup.edu.bd/research/86,Authors not found
Effect of Green Human Resource Management Practices on Green Innovation in Ready-Made Garment Industry in Bangladesh,https://bup.edu.bd/research/85,Authors not found
Determinants and Prospects of Improved Cook Stove Adoption by the Rural Communities in Bangladesh,https://bup.edu.bd/research/84,Authors not found
"Artificial Intelligence (AI) and Journalism: Future Newsroom of Bangladesh, A Study on Journalist of Bangladesh",https://bup.edu.bd/research/83,Authors not found
Media Role in Constructing Rohingya Identity: A Critical Discourse Analysis in Bangladesh Perspective,https://bup.edu.bd/research/82,Authors not found
Impact of Infodemic amid Pandemic through Social Media on Mental Stability in Dhaka South City Corporation,https://bup.edu.bd/research/81,Authors not found
"Application of Theory of Planned Behavior (TPB) on Fast Food Consumption Preferences among University Students: An Exploratory Study on Dhaka City, Bangladesh",https://bup.edu.bd/research/80,Authors not found
Bangabandhu’s Vision on Public Administration an Analysis on the Perception of Academicians,https://bup.edu.bd/research/79,Authors not found
Expansion of the Sleep Quality Scale: An Association between Depression and Sleep Quality among University Students,https://bup.edu.bd/research/78,Authors not found
"NGO Assistance for Disaster Hit People in Bangladesh: Differences, Diversities and Challenges",https://bup.edu.bd/research/77,Authors not found
Investigating the Curriculum and Technological Challenges of Media Education in Bangladesh,https://bup.edu.bd/research/76,Authors not found
Professional Domain’s Gender Role and Freedom of Expression: A Correlation Analysis on Bangladeshi Female Journalists,https://bup.edu.bd/research/75,Authors not found
Oral Communication Apprehension (OCA) Among Undergraduate Accounting and Journalism Students in Bangladesh,https://bup.edu.bd/research/74,Authors not found
Mobile Journalism: Challenges and Opportunities for Journalists in Bangladesh,https://bup.edu.bd/research/73,Authors not found
"Assessing the Effectiveness of Child Correctional Institutions of Tongi, Konabari and Jashore in the Context of Existing Legal Frrmework",https://bup.edu.bd/research/72,Authors not found
Rohingya Crisis in Bangladesh: Mitigating Conflict between Refugees and Host Communities,https://bup.edu.bd/research/71,Authors not found
Changes of Land use/ Land cover in Dhaka City from 1989 to 2019: An Application of GIS and RS,https://bup.edu.bd/research/70,Authors not found
His/story over Her/story: Myths as Manifestations of Patriarchal Dominance of Feminine Individuality and Its Reversal through Feminist Revisionist Mythology,https://bup.edu.bd/research/69,Authors not found
Voice from the Classroom: Barriers Faced by the Students and the Teachers in Implementing English as a Medium of Instruction (EMI) at Tertiary Level of Education in Bangladesh,https://bup.edu.bd/research/68,Authors not found
Unequal Access to Education and Economic Inequality Nexus: Evidence from Employee Survey in Selected Public Universities in Bangladesh,https://bup.edu.bd/research/67,Authors not found
Estimating Tourism Demand for Cox’x Bazar Using Individual Travel Cost Method,https://bup.edu.bd/research/66,Authors not found
Exploring Different Aspects of Recent Graduates of Bangladesh University of Professionals (BUP) for Multiple Disciplines,https://bup.edu.bd/research/65,Authors not found
Co-management or Co-destruction? Identifying the Gap of Institutional Policies and Practices in Forest Resource Management of Bangladesh: A Study on Lawachara & Satchari National Park,https://bup.edu.bd/research/64,Authors not found
The Social Re (Integration) of Sundarban Pirates: Evidence from the Coastal Districts of Bangladesh,https://bup.edu.bd/research/63,Authors not found
Bangladesh-India Border Violence: Humanitarian Dimension from Narrative Analysis,https://bup.edu.bd/research/62,Authors not found
Efficiency measurement of Export Processing Zones (EPZs) in Bangladesh: Policy Imperatives for Further Development,https://bup.edu.bd/research/61,Authors not found
Willingness to pay for Urban Slum Fire Microinsurance: A Case Study of Dhaka Bangladesh,https://bup.edu.bd/research/60,Authors not found
Public Sector Accountability in Bangladesh: Standards vs. Practice,https://bup.edu.bd/research/59,Authors not found
Cancer Nodule Identification using Deep Convolutional Neural Network,https://bup.edu.bd/research/58,Authors not found
"Boosting Ecological Food Consumption Behaviour Among Millennials: Role of Health Consciousness, Perceived Consumer Effectiveness and Ethical Self Identity",https://bup.edu.bd/research/57,Authors not found
Analyzing Hospitals’ Preference Factors and Evaluating the Relationship with Public Relations Factor Using Logistic Regression: A Study on Dhaka South City Corporation,https://bup.edu.bd/research/56,Authors not found
Labour Law and Compliance of Garments Workers Rights and Safety in Dhaka City,https://bup.edu.bd/research/55,Authors not found
Rise of Epidemic Dengue Hemorrhagic Fever in Bangladesh and Possible Policy Implication for the Stakeholders: A Field Study in Dhaka Metropolitan City,https://bup.edu.bd/research/54,Authors not found
Impact of Sustainable Production and Distribution on Sustainability Performance: Evidence from Pharmaceutical Sector of Bangladesh,https://bup.edu.bd/research/53,Authors not found
Examining the Local People’s Views and Expectations from Public Officials of Field Administration in Bangladesh: A Study of Upazila Education Office,https://bup.edu.bd/research/52,Authors not found
The Relationship between Green HRM and Organizational Effectiveness: Mediating Role of Environmental Sustainability,https://bup.edu.bd/research/51,Authors not found
Determinants of Non-performing Loans: Perception of Bankers in Bangladesh,https://bup.edu.bd/research/50,Authors not found
"Environmental and Anthropogenic Factors Influencing the Distribution and Abundance of Hilsa (Tenualosa Ilisha) – Case Study of Andharmanik River, Bangladesh",https://bup.edu.bd/research/49,Authors not found
Occurrence and Distribution Assessment of Microplastic in Dhaleswari River,https://bup.edu.bd/research/48,Authors not found
